name time T kT_1 I
00 16:32:38 284.3 40.78 5.550E+002
00 16:39:40 286.8 40.43 1.963E-004
00 16:47:40 289.9 39.99 2.059E-004
00 16:53:38 295.7 39.21 2.076E-004
00 17:00:48 299.7 38.69 2.106E-004
00 17:07:42 305.2 37.99 2.110E-004
00 17:13:24 309.8 37.42 2.130E-004
00 17:20:00 313.6 36.97 2.127E-004
00 17:27:52 318.9 36.36 2.125E-004
001 17:34:24 323.4 35.85 2.119E-004
001 17:41:38 329.5 35.19 2.104E-004
001 17:47:52 334 34.71 2.158E-004
001 17:56:52 340.4 34.06 2.156E-004
001 18:03:28 344.5 33.66 2.124E-004
001 18:12:26 351.1 33.02 2.127E-004
