row_name	T	Rsh1_mA50.dat	row_name	T	Rsh1_mA100.dat	row_name	T	Rsh1_mA150.dat	row_name	T	Rsh1_mA200.dat	row_name	T	Rsh1_mA250.dat	
00L1	294.03	4.074905890E+04	00L2	294	1.407014449E+04	00L1	294.03	8.605968235E+03	00L1	297.98	7.237626911E+03	00L1	294.02	1.544345557E+03
00L2	295.03	3.950138361E+04	00L3	295.04	1.374731424E+04	00L2	295.01	8.966108484E+03	00L2	299.03	6.971035755E+03	00L2	295.03	6.553726200E+03
00L3	296.03	4.067492669E+04	00L4	296.04	1.447477951E+04	00L3	296.02	8.940148760E+03	00L3	300.05	1.650364093E+03	00L3	296	1.221110452E+04
00L4	297.01	4.065807508E+04	00L5	297.03	1.482406669E+04	00L4	297.03	8.094480174E+03	00L4	301.04	7.763656062E+03	00L4	297.02	1.493147409E+03
00L5	298.03	4.061060010E+04	00L6	298.02	1.495559127E+04	00L5	298.03	9.076425247E+03	00L5	302.03	7.611128307E+03	00L5	298.02	1.477599190E+03
00L6	299.03	4.420683605E+04	00L7	299.03	1.536687156E+04	00L6	299.03	9.361017828E+03	00L6	303.04	7.496885491E+03	00L6	299.03	8.575324068E+03
00L7	300.02	4.056830986E+04	00L8	300.02	1.602514157E+04	00L7	300.03	9.474486214E+03	00L7	304.02	7.548737057E+03	00L7	300.05	8.439626983E+03
00L8	301.02	4.206836688E+04	0L10	302.02	1.684178154E+04	00L8	301.02	9.743545144E+03	00L8	305.04	8.609068854E+03	00L8	301.03	6.735222609E+03
0L10	303.02	4.367178691E+04	0L11	303.03	1.620687477E+04	0L10	303.02	9.867416264E+03	0L10	307.03	8.814866444E+03	0L10	303.03	9.518814570E+03
0L11	304.02	4.604468078E+04	0L12	304.01	1.654955354E+04	0L11	304.06	1.065916341E+04	0L11	308.01	8.746465787E+03	0L11	304.02	1.348950871E+03
0L12	305.01	4.470014749E+04	0L13	305.02	1.702598870E+04	0L12	305.01	1.035353197E+04	0L12	309.03	8.157924749E+03	0L12	305.05	9.257732330E+03
0L13	306.02	4.448689251E+04	0L14	306.02	1.682007987E+04	0L13	306.03	1.036936217E+04	0L13	310.03	9.286504871E+03	0L13	306.03	1.023891871E+04
0L14	307.02	4.550073510E+04	0L15	307.03	1.850890058E+04	0L14	307.02	1.134132189E+04	0L14	311.03	9.403443395E+03	0L14	307.02	1.314849466E+04
0L15	308.02	4.596141365E+04	0L16	308.01	1.820161803E+04	0L15	308.01	1.088198629E+04	0L15	312.02	9.388232084E+03	0L15	308.04	1.082261808E+04
0L16	309.02	4.952327081E+04	0L17	309.03	1.894646006E+04	0L16	309.02	1.057603091E+04	0L16	313.02	7.221871906E+03	0L16	309.03	1.546733888E+04
0L17	310.02	4.765058433E+04	0L18	310.02	1.926671189E+04	0L17	310.01	1.221688019E+04	0L17	314.02	9.989558874E+03	0L17	310	1.705550680E+04
0L18	311.02	4.780007369E+04	0L19	311.03	1.836016966E+04	0L18	311.03	1.099333869E+04	0L18	315.03	1.062751215E+04	0L18	311.01	1.932490600E+04
0L19	312.02	5.278299090E+04	0L20	312.02	1.963162615E+04	0L19	312.01	1.146562883E+04	0L19	316.04	1.016801066E+04	0L19	312.02	1.454100856E+04
0L20	313.02	4.870996667E+04	0L21	313.02	1.925255359E+04	0L20	313.02	1.244689540E+04	0L20	317.03	8.103548955E+03	0L20	313.01	1.888716953E+04
0L21	314.03	5.012083617E+04	0L22	314.04	2.004940695E+04	0L21	314.03	1.279483828E+04	0L21	318.02	1.037015157E+04	0L21	314.03	1.481629086E+04
0L22	315.02	4.969504320E+04	0L23	315.02	2.001112564E+04	0L22	315.02	1.251008719E+04	0L22	319.03	1.154067702E+04	0L22	315.05	3.646477632E+04
0L23	316.01	5.052144831E+04	0L24	316.04	2.090708412E+04	0L23	316.01	8.281514557E+03	0L23	320.03	1.102458573E+04	0L23	316.01	4.235031256E+04
0L24	317.02	5.794108022E+04	0L25	317.03	1.579971446E+04	0L24	317.04	1.337126312E+04	0L24	321.02	1.249353393E+04	0L24	317.02	3.835281578E+04
0L25	318.01	5.380764357E+04	0L26	318.03	1.919294502E+04	0L25	318.03	1.380188775E+04	0L25	322.01	1.205114396E+04	0L25	318.05	6.593177984E+04
0L26	319.01	5.345145044E+04	0L27	319.02	1.975331451E+04	0L26	319.04	1.345338134E+04	0L26	323.02	1.469813613E+04	0L26	319.03	5.111698968E+04
0L27	320	5.308961471E+04	0L28	320.02	2.205394984E+04	0L27	319.97	1.365253505E+04	0L27	324.03	1.478748413E+04	0L27	320.05	4.299796111E+04
0L28	321.02	5.495763639E+04	0L29	321.01	2.027206715E+04	0L28	321.03	1.480657505E+04	0L28	325.02	1.544036489E+04	0L28	321.01	7.802072276E+03
0L29	322.02	5.761548210E+04	0L30	322.03	2.459224807E+04	0L29	322.02	1.576813642E+04	0L29	326.02	1.566936392E+04	0L29	322.01	7.129013755E+04
0L30	323.02	5.659655739E+04	0L31	323.01	2.338222224E+04	0L30	323.06	1.533386451E+04	0L30	327.02	1.839688080E+04	0L30	323.02	7.666377162E+04
0L31	324.02	5.750635618E+04	0L32	324.04	2.508269432E+04	0L31	323.99	1.691694374E+04	0L31	328.01	2.477550643E+04	0L31	324.03	7.257629220E+04
0L32	325.01	6.269950358E+04	0L33	325.01	2.567225915E+04	0L32	325.01	1.668238992E+04	0L32	329.01	2.432018504E+04	0L32	325.01	6.949979908E+04
0L33	326.02	6.111312395E+04	0L34	326.03	2.769870243E+04	0L33	326.02	2.186435383E+04	0L33	330.01	2.627035796E+04	0L33	326.01	7.771952604E+04
0L34	327.03	5.484746126E+04	0L35	327.03	2.346415877E+04	0L34	327.02	2.049001603E+04	0L34	331.03	2.413498985E+04	0L34	327.01	6.971659371E+04
0L35	328.05	6.023739382E+04	0L36	328.04	2.352699972E+04	0L35	328.02	1.812142668E+04	0L35	332.03	3.235608561E+04	0L35	328.03	8.474580524E+04
0L36	329.05	6.206414674E+04	0L37	329.02	3.109624749E+04	0L36	329.03	2.202904545E+04	0L36	333.02	3.066008303E+04	0L36	329.01	7.441417255E+04
0L37	330.02	6.208074417E+04	0L38	330	3.578880520E+04	0L37	330.02	2.080723214E+04	0L37	334.03	1.000000000E+05	0L37	330.02	7.179675540E+04
0L38	331.01	6.436866047E+04	0L39	331.01	2.589711525E+04	0L38	331.03	2.736933178E+04	0L38	335.02	1.000000000E+05	0L38	331.02	7.858481954E+04
0L39	332.06	6.835841864E+04	0L40	332.04	2.766871101E+04	0L39	332.04	3.525937288E+04	0L39	336.02	1.000000000E+05	0L39	332.01	8.516478341E+04
0L40	333.04	6.259100350E+04	0L41	333.02	2.916777097E+04	0L40	333.01	3.185481568E+04	0L40	337.03	1.000000000E+05	0L40	333.04	7.378200792E+04
0L41	334.03	6.917534901E+04	0L42	334.05	3.655458451E+04	0L41	334	3.440278016E+04	0L41	338.03	1.000000000E+05	0L41	334.01	5.065507793E+04
