T	Iph_mA50.dat	T	Iph_mA100.dat	T	Iph_mA150.dat	T	Iph_mA200.dat	T	Iph_mA250.dat	
294.03	5.506585844E-05	294	1.270796563E-04	294.03	1.987602738E-04	297.98	2.617403570E-04	294.02	3.500000000E-04
295.03	5.517937039E-05	295.04	1.268917672E-04	295.01	1.974790929E-04	299.03	2.619631078E-04	295.03	3.317083707E-04
296.03	5.506304904E-05	296.04	1.262983063E-04	296.02	1.969682165E-04	300.05	2.942798869E-04	296	3.137398220E-04
297.01	5.505839513E-05	297.03	1.259592779E-04	297.03	1.991086771E-04	301.04	2.592126284E-04	297.02	3.500000000E-04
298.03	5.493474374E-05	298.02	1.250452110E-04	298.03	1.962952134E-04	302.03	2.588556846E-04	298.02	3.500000000E-04
299.03	5.453034381E-05	299.03	1.246918014E-04	299.03	1.949461006E-04	303.04	2.596957413E-04	299.03	3.251480169E-04
300.02	5.488974447E-05	300.02	1.242228594E-04	300.03	1.945655005E-04	304.02	2.592681302E-04	300.05	3.254700127E-04
301.02	5.463054200E-05	302.02	1.230287575E-04	301.02	1.937114606E-04	305.04	2.567411277E-04	301.03	3.279950073E-04
303.02	5.454815464E-05	303.03	1.235570686E-04	303.02	1.930329776E-04	307.03	2.560128845E-04	303.03	3.220077344E-04
304.02	5.421611953E-05	304.01	1.232667246E-04	304.06	1.915987461E-04	308.01	2.562109701E-04	304.02	3.500000000E-04
305.01	5.428964736E-05	305.02	1.229947000E-04	305.01	1.918186398E-04	309.03	2.570997909E-04	305.05	3.218244731E-04
306.02	5.428157535E-05	306.02	1.229612728E-04	306.03	1.917674165E-04	310.03	2.549737732E-04	306.03	3.205948932E-04
307.02	5.426484432E-05	307.03	1.221185818E-04	307.02	1.904494286E-04	311.03	2.548934200E-04	307.02	3.177100602E-04
308.02	5.406194800E-05	308.01	1.222596969E-04	308.01	1.911604511E-04	312.02	2.551473070E-04	308.04	3.195765012E-04
309.02	5.387268802E-05	309.03	1.220247500E-04	309.02	1.913305080E-04	313.02	2.593676340E-04	309.03	3.142456940E-04
310.02	5.389816988E-05	310.02	1.218916783E-04	310.01	1.895294814E-04	314.02	2.539194207E-04	310	3.129336399E-04
311.02	5.390044600E-05	311.03	1.220391029E-04	311.03	1.912845626E-04	315.03	2.535438448E-04	311.01	3.089581513E-04
312.02	5.347127768E-05	312.02	1.216555826E-04	312.01	1.904768257E-04	316.04	2.541895495E-04	312.02	3.157690862E-04
313.02	5.370410720E-05	313.02	1.216131733E-04	313.02	1.896486830E-04	317.03	2.565250972E-04	313.01	3.093280479E-04
314.03	5.358704140E-05	314.04	1.212906445E-04	314.03	1.892804481E-04	318.02	2.534953537E-04	314.03	3.148982649E-04
315.02	5.357130078E-05	315.02	1.214334802E-04	315.02	1.899860178E-04	319.03	2.522706925E-04	315.05	2.686919661E-04
316.01	5.347418961E-05	316.04	1.208210656E-04	316.01	1.928918579E-04	320.03	2.529775758E-04	316.01	2.544765846E-04
317.02	5.306278514E-05	317.03	1.237779872E-04	317.04	1.882829113E-04	321.02	2.515646351E-04	317.02	2.636380276E-04
318.01	5.307243573E-05	318.03	1.218071150E-04	318.03	1.885127182E-04	322.01	2.524694419E-04	318.05	1.817246262E-04
319.01	5.316407920E-05	319.02	1.212970661E-04	319.04	1.886093350E-04	323.02	2.510152887E-04	319.03	2.309428647E-04
320	5.308869923E-05	320.02	1.204407238E-04	319.97	1.890230163E-04	324.03	2.503242199E-04	320.05	2.516063883E-04
321.02	5.289912229E-05	321.01	1.208926494E-04	321.03	1.875003454E-04	325.02	2.498227346E-04	321.01	3.234995288E-04
322.02	5.276977980E-05	322.03	1.196433196E-04	322.02	1.871788068E-04	326.02	2.504844804E-04	322.01	1.326409969E-04
323.02	5.277534116E-05	323.01	1.201182093E-04	323.06	1.878307587E-04	327.02	2.494582251E-04	323.02	1.389219308E-04
324.02	5.278715454E-05	324.04	1.198232376E-04	323.99	1.867265171E-04	328.01	2.461125403E-04	324.03	1.281998370E-04
325.01	5.245052867E-05	325.01	1.196583380E-04	325.01	1.871360615E-04	329.01	2.461675432E-04	325.01	1.303974497E-04
326.02	5.249662005E-05	326.03	1.192242834E-04	326.02	1.852102274E-04	330.01	2.458521594E-04	326.01	1.126051225E-04
327.03	5.382390812E-05	327.03	1.207491168E-04	327.02	1.853382266E-04	331.03	2.457650108E-04	327.01	8.518853646E-05
328.05	5.367572518E-05	328.04	1.215974883E-04	328.02	1.868278700E-04	332.03	2.412010563E-04	328.03	6.212687888E-05
329.05	5.791858554E-05	329.02	1.188022132E-04	329.03	1.853788407E-04	333.02	2.435968989E-04	329.01	8.233414336E-05
330.02	5.394735490E-05	330	1.179585806E-04	330.02	1.863366464E-04	334.03	1.872569548E-04	330.02	9.409359139E-05
331.01	5.712876141E-05	331.01	1.205256707E-04	331.03	1.846200512E-04	335.02	1.871977711E-04	331.02	3.118942251E-05
332.06	5.591219413E-05	332.04	1.216453346E-04	332.04	1.835163108E-04	336.02	1.882060757E-04	332.01	1.000006990E-05
333.04	5.635078593E-05	333.02	1.206960806E-04	333.01	1.838408510E-04	337.03	1.914856749E-04	333.04	1.000000265E-05
334.03	5.641814672E-05	334.05	1.193769596E-04	334	1.836559014E-04	338.03	1.982921810E-04	334.01	1.774189008E-04
335.04	5.496438849E-05	335	1.185079422E-04	335.03	1.816673214E-04	339.03	2.086913911E-04	335	2.866833155E-05
336	5.404833180E-05	336.03	1.205802168E-04	336.05	1.823822740E-04	340.02	2.016281251E-04	336.02	1.000000000E-05
338	5.345875229E-05	337.04	1.178322576E-04	336.99	1.729465197E-04	337.01	1.000000000E-05
339.05	5.283940836E-05	338.03	1.198082771E-04	338	1.000000000E-05
340.03	5.240744823E-05	339.02	1.298389480E-04	339.01	1.000000000E-05
340.04	1.286003406E-04	340.02	1.000000000E-05


