row_name	T	I01_mA50.dat	row_name	T	I01_mA100.dat	row_name	T	I01_mA150.dat	row_name	T	I01_mA200.dat	row_name	T	I01_mA250.dat	
00L1	294.03	2.803184528E-11	00L2	294	1.038843628E-11	00L1	294.03	1.967091527E-11	00L1	297.98	2.053433159E-09	00L1	294.02	1.000000000E-17
00L2	295.03	2.442461818E-11	00L3	295.04	8.702847848E-12	00L2	295.01	5.893730321E-11	00L2	299.03	1.479536142E-09	00L2	295.03	5.086499995E-08
00L3	296.03	4.372108613E-11	00L4	296.04	9.846703090E-12	00L3	296.02	6.491311800E-11	00L3	300.05	1.000000000E-17	00L3	296	1.411962784E-07
00L4	297.01	4.774073973E-11	00L5	297.03	1.811734344E-11	00L4	297.03	2.029035453E-11	00L4	301.04	5.836932086E-09	00L4	297.02	1.000000000E-17
00L5	298.03	4.494776049E-11	00L6	298.02	3.780345483E-11	00L5	298.03	1.097211517E-10	00L5	302.03	6.842687944E-09	00L5	298.02	1.000000000E-17
00L6	299.03	1.157394472E-10	00L7	299.03	5.563699270E-11	00L6	299.03	2.183847747E-10	00L6	303.04	4.915950380E-09	00L6	299.03	3.762663938E-07
00L7	300.02	4.552576589E-11	00L8	300.02	1.070873404E-10	00L7	300.03	3.631042458E-10	00L7	304.02	1.072772110E-08	00L7	300.05	4.604419979E-07
00L8	301.02	6.924400306E-11	0L10	302.02	2.649616156E-10	00L8	301.02	5.918241916E-10	00L8	305.04	2.073953111E-08	00L8	301.03	1.457802479E-07
0L10	303.02	9.807544637E-11	0L11	303.03	1.269219694E-10	0L10	303.02	6.230617937E-10	0L10	307.03	2.672412026E-08	0L10	303.03	1.015274989E-06
0L11	304.02	1.783719611E-10	0L12	304.01	2.552983461E-10	0L11	304.06	2.786413111E-09	0L11	308.01	2.647226425E-08	0L11	304.02	1.000000000E-17
0L12	305.01	1.162421362E-10	0L13	305.02	2.898024247E-10	0L12	305.01	1.456897109E-09	0L12	309.03	1.639797655E-08	0L12	305.05	9.988539607E-07
0L13	306.02	1.178030259E-10	0L14	306.02	3.087886484E-10	0L13	306.03	2.166670649E-09	0L13	310.03	4.480655091E-08	0L13	306.03	1.453815719E-06
0L14	307.02	1.217936165E-10	0L15	307.03	8.794015605E-10	0L14	307.02	6.595952518E-09	0L14	311.03	5.221923234E-08	0L14	307.02	3.283539422E-06
0L15	308.02	1.276261916E-10	0L16	308.01	6.555786151E-10	0L15	308.01	2.425418758E-09	0L15	312.02	5.783591438E-08	0L15	308.04	1.801926551E-06
0L16	309.02	3.439610481E-10	0L17	309.03	1.061795570E-09	0L16	309.02	1.847713639E-09	0L16	313.02	5.342249618E-09	0L16	309.03	7.288645515E-06
0L17	310.02	2.321852818E-10	0L18	310.02	1.287924653E-09	0L17	310.01	1.032443601E-08	0L17	314.02	8.586139075E-08	0L17	310	8.427368339E-06
0L18	311.02	1.609964508E-10	0L19	311.03	7.483105043E-10	0L18	311.03	2.901457567E-09	0L18	315.03	1.190913446E-07	0L18	311.01	1.229229348E-05
0L19	312.02	3.999198985E-10	0L20	312.02	1.588466857E-09	0L19	312.01	4.282786921E-09	0L19	316.04	9.613540757E-08	0L19	312.02	5.499319081E-06
0L20	313.02	2.050615711E-10	0L21	313.02	1.229177303E-09	0L20	313.02	9.664259836E-09	0L20	317.03	1.833774275E-08	0L20	313.01	1.200390221E-05
0L21	314.03	2.436741080E-10	0L22	314.04	1.821807314E-09	0L21	314.03	1.250899719E-08	0L21	318.02	1.036643055E-07	0L21	314.03	6.573774668E-06
0L22	315.02	2.230240809E-10	0L23	315.02	1.729640750E-09	0L22	315.02	6.979248620E-09	0L22	319.03	2.085301431E-07	0L22	315.05	5.499589612E-05
0L23	316.01	2.480614643E-10	0L24	316.04	2.608025281E-09	0L23	316.01	2.006988844E-10	0L23	320.03	1.460068759E-07	0L23	316.01	6.863828583E-05
0L24	317.02	6.324099918E-10	0L25	317.03	1.454406197E-10	0L24	317.04	1.868538155E-08	0L24	321.02	3.050808865E-07	0L24	317.02	5.996875303E-05
0L25	318.01	3.584797852E-10	0L26	318.03	1.092818457E-09	0L25	318.03	1.900439805E-08	0L25	322.01	2.617066353E-07	0L25	318.05	1.419435413E-04
0L26	319.01	2.680721233E-10	0L27	319.02	1.498883342E-09	0L26	319.04	1.990940818E-08	0L26	323.02	5.908703921E-07	0L26	319.03	9.260664885E-05
0L27	320	2.724429795E-10	0L28	320.02	3.540283821E-09	0L27	319.97	1.474039136E-08	0L27	324.03	7.720520018E-07	0L27	320.05	7.235311084E-05
0L28	321.02	3.148348558E-10	0L29	321.01	1.980698729E-09	0L28	321.03	3.511520361E-08	0L28	325.02	9.259230061E-07	0L28	321.01	5.138452942E-07
0L29	322.02	3.153081910E-10	0L30	322.03	7.710971508E-09	0L29	322.02	5.185245473E-08	0L29	326.02	8.421409678E-07	0L29	322.01	1.923099126E-04
0L30	323.02	2.821590756E-10	0L31	323.01	5.809137455E-09	0L30	323.06	3.223520556E-08	0L30	327.02	1.401096737E-06	0L30	323.02	1.854471927E-04
0L31	324.02	2.329028584E-10	0L32	324.04	9.347896606E-09	0L31	323.99	6.528211899E-08	0L31	328.01	3.914020236E-06	0L31	324.03	1.975612098E-04
0L32	325.01	6.970919699E-10	0L33	325.01	7.604399088E-09	0L32	325.01	6.389421449E-08	0L32	329.01	3.893778035E-06	0L32	325.01	1.955430872E-04
0L33	326.02	4.063894511E-10	0L34	326.03	1.113027434E-08	0L33	326.02	2.811964956E-07	0L33	330.01	4.309437535E-06	0L33	326.01	2.130345848E-04
0L34	327.03	1.456967623E-11	0L35	327.03	2.854601215E-09	0L34	327.02	2.138217447E-07	0L34	331.03	5.690332375E-06	0L34	327.01	2.414645327E-04
0L35	328.05	1.101010367E-11	0L36	328.04	1.255147274E-09	0L35	328.02	7.687550446E-08	0L35	332.03	9.506377300E-06	0L35	328.03	2.640444531E-04
0L36	329.05	5.291472248E-16	0L37	329.02	1.433889159E-08	0L36	329.03	2.195184438E-07	0L36	333.02	6.795219407E-06	0L36	329.01	2.445761920E-04
0L37	330.02	4.373197341E-12	0L38	330	7.128269838E-08	0L37	330.02	1.271464926E-07	0L37	334.03	6.322684986E-05	0L37	330.02	2.323332647E-04
0L38	331.01	1.083850968E-15	0L39	331.01	2.881924819E-09	0L38	331.03	4.806219293E-07	0L38	335.02	6.315252459E-05	0L38	331.02	2.965102459E-04
0L39	332.06	1.746504226E-14	0L40	332.04	9.305971922E-10	0L39	332.04	9.624171258E-07	0L39	336.02	6.212899775E-05	0L39	332.01	3.171707063E-04
0L40	333.04	9.297192730E-15	0L41	333.02	2.271187984E-09	0L40	333.01	7.154290574E-07	0L40	337.03	5.907940038E-05	0L40	333.04	3.178867458E-04
0L41	334.03	2.412213785E-15	0L42	334.05	4.906175736E-09	0L41	334	6.801751397E-07	0L41	338.03	5.212469635E-05	0L41	334.01	1.501480028E-04
0L42	335.04	8.645579322E-14	0L43	335	9.691135038E-09	0L42	335.03	2.381629905E-06	0L42	339.03	4.187836822E-05	0L42	335	2.997695604E-04
0L43	336	4.935528260E-13	0L44	336.03	1.744039171E-09	0L43	336.05	1.633133543E-06	0L43	340.02	4.887464683E-05	0L43	336.02	3.178414037E-04
0L44	338	2.105362383E-12	0L45	337.04	1.279850422E-08	0L44	336.99	1.068390345E-05	0L44	337.01	3.182477420E-04
0L45	339.05	4.192091515E-12	0L46	338.03	7.074979026E-10	0L45	338	3.185176846E-04
0L46	340.03	1.441678867E-11	0L47	339.02	2.499005182E-14	0L46	339.01	3.190067658E-04
0L48	340.04	9.514604435E-14	0L47	340.02	3.191001094E-04


