T	I01_mA50.dat	T	I01_mA100.dat	T	I01_mA150.dat	T	I01_mA200.dat	T	I01_mA250.dat	
294.03	2.803184528E-11	294	1.038843628E-11	294.03	1.967091527E-11	297.98	2.053433159E-09	294.02	1.000000000E-17
295.03	2.442461818E-11	295.04	8.702847848E-12	295.01	5.893730321E-11	299.03	1.479536142E-09	295.03	5.086499995E-08
296.03	4.372108613E-11	296.04	9.846703090E-12	296.02	6.491311800E-11	300.05	1.000000000E-17	296	1.411962784E-07
297.01	4.774073973E-11	297.03	1.811734344E-11	297.03	2.029035453E-11	301.04	5.836932086E-09	297.02	1.000000000E-17
298.03	4.494776049E-11	298.02	3.780345483E-11	298.03	1.097211517E-10	302.03	6.842687944E-09	298.02	1.000000000E-17
299.03	1.157394472E-10	299.03	5.563699270E-11	299.03	2.183847747E-10	303.04	4.915950380E-09	299.03	3.762663938E-07
300.02	4.552576589E-11	300.02	1.070873404E-10	300.03	3.631042458E-10	304.02	1.072772110E-08	300.05	4.604419979E-07
301.02	6.924400306E-11	302.02	2.649616156E-10	301.02	5.918241916E-10	305.04	2.073953111E-08	301.03	1.457802479E-07
303.02	9.807544637E-11	303.03	1.269219694E-10	303.02	6.230617937E-10	307.03	2.672412026E-08	303.03	1.015274989E-06
304.02	1.783719611E-10	304.01	2.552983461E-10	304.06	2.786413111E-09	308.01	2.647226425E-08	304.02	1.000000000E-17
305.01	1.162421362E-10	305.02	2.898024247E-10	305.01	1.456897109E-09	309.03	1.639797655E-08	305.05	9.988539607E-07
306.02	1.178030259E-10	306.02	3.087886484E-10	306.03	2.166670649E-09	310.03	4.480655091E-08	306.03	1.453815719E-06
307.02	1.217936165E-10	307.03	8.794015605E-10	307.02	6.595952518E-09	311.03	5.221923234E-08	307.02	3.283539422E-06
308.02	1.276261916E-10	308.01	6.555786151E-10	308.01	2.425418758E-09	312.02	5.783591438E-08	308.04	1.801926551E-06
309.02	3.439610481E-10	309.03	1.061795570E-09	309.02	1.847713639E-09	313.02	5.342249618E-09	309.03	7.288645515E-06
310.02	2.321852818E-10	310.02	1.287924653E-09	310.01	1.032443601E-08	314.02	8.586139075E-08	310	8.427368339E-06
311.02	1.609964508E-10	311.03	7.483105043E-10	311.03	2.901457567E-09	315.03	1.190913446E-07	311.01	1.229229348E-05
312.02	3.999198985E-10	312.02	1.588466857E-09	312.01	4.282786921E-09	316.04	9.613540757E-08	312.02	5.499319081E-06
313.02	2.050615711E-10	313.02	1.229177303E-09	313.02	9.664259836E-09	317.03	1.833774275E-08	313.01	1.200390221E-05
314.03	2.436741080E-10	314.04	1.821807314E-09	314.03	1.250899719E-08	318.02	1.036643055E-07	314.03	6.573774668E-06
315.02	2.230240809E-10	315.02	1.729640750E-09	315.02	6.979248620E-09	319.03	2.085301431E-07	315.05	5.499589612E-05
316.01	2.480614643E-10	316.04	2.608025281E-09	316.01	2.006988844E-10	320.03	1.460068759E-07	316.01	6.863828583E-05
317.02	6.324099918E-10	317.03	1.454406197E-10	317.04	1.868538155E-08	321.02	3.050808865E-07	317.02	5.996875303E-05
318.01	3.584797852E-10	318.03	1.092818457E-09	318.03	1.900439805E-08	322.01	2.617066353E-07	318.05	1.419435413E-04
319.01	2.680721233E-10	319.02	1.498883342E-09	319.04	1.990940818E-08	323.02	5.908703921E-07	319.03	9.260664885E-05
320	2.724429795E-10	320.02	3.540283821E-09	319.97	1.474039136E-08	324.03	7.720520018E-07	320.05	7.235311084E-05
321.02	3.148348558E-10	321.01	1.980698729E-09	321.03	3.511520361E-08	325.02	9.259230061E-07	321.01	5.138452942E-07
322.02	3.153081910E-10	322.03	7.710971508E-09	322.02	5.185245473E-08	326.02	8.421409678E-07	322.01	1.923099126E-04
323.02	2.821590756E-10	323.01	5.809137455E-09	323.06	3.223520556E-08	327.02	1.401096737E-06	323.02	1.854471927E-04
324.02	2.329028584E-10	324.04	9.347896606E-09	323.99	6.528211899E-08	328.01	3.914020236E-06	324.03	1.975612098E-04
325.01	6.970919699E-10	325.01	7.604399088E-09	325.01	6.389421449E-08	329.01	3.893778035E-06	325.01	1.955430872E-04
326.02	4.063894511E-10	326.03	1.113027434E-08	326.02	2.811964956E-07	330.01	4.309437535E-06	326.01	2.130345848E-04
327.03	1.456967623E-11	327.03	2.854601215E-09	327.02	2.138217447E-07	331.03	5.690332375E-06	327.01	2.414645327E-04
328.05	1.101010367E-11	328.04	1.255147274E-09	328.02	7.687550446E-08	332.03	9.506377300E-06	328.03	2.640444531E-04
329.05	5.291472248E-16	329.02	1.433889159E-08	329.03	2.195184438E-07	333.02	6.795219407E-06	329.01	2.445761920E-04
330.02	4.373197341E-12	330	7.128269838E-08	330.02	1.271464926E-07	334.03	6.322684986E-05	330.02	2.323332647E-04
331.01	1.083850968E-15	331.01	2.881924819E-09	331.03	4.806219293E-07	335.02	6.315252459E-05	331.02	2.965102459E-04
332.06	1.746504226E-14	332.04	9.305971922E-10	332.04	9.624171258E-07	336.02	6.212899775E-05	332.01	3.171707063E-04
333.04	9.297192730E-15	333.02	2.271187984E-09	333.01	7.154290574E-07	337.03	5.907940038E-05	333.04	3.178867458E-04
334.03	2.412213785E-15	334.05	4.906175736E-09	334	6.801751397E-07	338.03	5.212469635E-05	334.01	1.501480028E-04
335.04	8.645579322E-14	335	9.691135038E-09	335.03	2.381629905E-06	339.03	4.187836822E-05	335	2.997695604E-04
336	4.935528260E-13	336.03	1.744039171E-09	336.05	1.633133543E-06	340.02	4.887464683E-05	336.02	3.178414037E-04
338	2.105362383E-12	337.04	1.279850422E-08	336.99	1.068390345E-05	337.01	3.182477420E-04
339.05	4.192091515E-12	338.03	7.074979026E-10	338	3.185176846E-04
340.03	1.441678867E-11	339.02	2.499005182E-14	339.01	3.190067658E-04
340.04	9.514604435E-14	340.02	3.191001094E-04


