T	n1_mA50.dat	T	n1_mA100.dat	T	n1_mA150.dat	T	n1_mA200.dat	T	n1_mA250.dat	
294.03	2.308884419E+00	294	2.234395892E+00	294.03	2.332920619E+00	297.98	2.971702708E+00	294.02	7.000000000E+00
295.03	2.284189371E+00	295.04	2.188746230E+00	295.01	2.446297780E+00	299.03	2.890497230E+00	295.03	3.841271712E+00
296.03	2.335433071E+00	296.04	2.170169515E+00	296.02	2.435645773E+00	300.05	7.000000000E+00	296	3.554132443E+00
297.01	2.326371515E+00	297.03	2.234462893E+00	297.03	2.265165127E+00	301.04	3.123292081E+00	297.02	7.000000000E+00
298.03	2.300930691E+00	298.02	2.295791988E+00	298.03	2.472131005E+00	302.03	3.132648141E+00	298.02	7.000000000E+00
299.03	2.408583648E+00	299.03	2.325494015E+00	299.03	2.547542450E+00	303.04	3.056943563E+00	299.03	4.329930988E+00
300.02	2.271126132E+00	300.02	2.397178893E+00	300.03	2.609969235E+00	304.02	3.237746467E+00	300.05	4.406345615E+00
301.02	2.306449221E+00	302.02	2.489925517E+00	301.02	2.671370630E+00	305.04	3.342519805E+00	301.03	4.037795063E+00
303.02	2.325507221E+00	303.03	2.376964426E+00	303.02	2.652511948E+00	307.03	3.363424952E+00	303.03	4.627784469E+00
304.02	2.389859404E+00	304.01	2.462305054E+00	304.06	2.905345793E+00	308.01	3.351477684E+00	304.02	7.000000000E+00
305.01	2.319202277E+00	305.02	2.470460299E+00	305.01	2.755552639E+00	309.03	3.229928082E+00	305.05	4.608981060E+00
306.02	2.305052462E+00	306.02	2.459245069E+00	306.03	2.826135321E+00	310.03	3.436888301E+00	306.03	4.704705106E+00
307.02	2.291641000E+00	307.03	2.585385211E+00	307.02	3.026420964E+00	311.03	3.470136579E+00	307.02	4.937309373E+00
308.02	2.287837443E+00	308.01	2.534373461E+00	308.01	2.819008691E+00	312.02	3.500493404E+00	308.04	4.733843237E+00
309.02	2.404419020E+00	309.03	2.600699549E+00	309.02	2.750242956E+00	313.02	2.991416700E+00	309.03	5.247285735E+00
310.02	2.325127378E+00	310.02	2.621994523E+00	310.01	3.061880399E+00	314.02	3.557866842E+00	310	5.256543262E+00
311.02	2.268109102E+00	311.03	2.511273126E+00	311.03	2.814048469E+00	315.03	3.619686072E+00	311.01	5.333423776E+00
312.02	2.360931803E+00	312.02	2.626698973E+00	312.01	2.864843630E+00	316.04	3.565077110E+00	312.02	5.057214496E+00
313.02	2.272735701E+00	313.02	2.574450429E+00	313.02	3.016261629E+00	317.03	3.201259140E+00	313.01	5.286316739E+00
314.03	2.271995485E+00	314.04	2.608027941E+00	314.03	3.047837952E+00	318.02	3.536293870E+00	314.03	5.091536256E+00
315.02	2.247589844E+00	315.02	2.608972533E+00	315.02	2.943962045E+00	319.03	3.695883738E+00	315.05	5.700500551E+00
316.01	2.247335030E+00	316.04	2.638283339E+00	316.01	2.219560957E+00	320.03	3.605531125E+00	316.01	5.681149093E+00
317.02	2.342262069E+00	317.03	2.296046794E+00	317.04	3.041697729E+00	321.02	3.753800992E+00	317.02	5.679311760E+00
318.01	2.261173740E+00	318.03	2.518985126E+00	318.03	3.065823618E+00	322.01	3.717703022E+00	318.05	5.734728721E+00
319.01	2.225007149E+00	319.02	2.525552153E+00	319.04	3.051976785E+00	323.02	3.923923422E+00	319.03	5.663183972E+00
320	2.210054756E+00	320.02	2.638184644E+00	319.97	3.007654855E+00	324.03	3.946848677E+00	320.05	5.620835341E+00
321.02	2.204634536E+00	321.01	2.536385429E+00	321.03	3.128090864E+00	325.02	3.963002024E+00	321.01	4.067453119E+00
322.02	2.195056299E+00	322.03	2.705780408E+00	322.02	3.201485770E+00	326.02	3.943410602E+00	322.01	5.758970227E+00
323.02	2.182888470E+00	323.01	2.648862451E+00	323.06	3.118432832E+00	327.02	4.061713323E+00	323.02	5.649557036E+00
324.02	2.168570590E+00	324.04	2.734806249E+00	323.99	3.204793509E+00	328.01	4.246831623E+00	324.03	5.738494258E+00
325.01	2.239374101E+00	325.01	2.684773582E+00	325.01	3.212342172E+00	329.01	4.249349228E+00	325.01	5.727148285E+00
326.02	2.185187616E+00	326.03	2.717904011E+00	326.02	3.454983246E+00	330.01	4.244071502E+00	326.01	5.666166636E+00
327.03	2.079310381E+00	327.03	2.572187447E+00	327.02	3.368976789E+00	331.03	4.410021320E+00	327.01	5.788288945E+00
328.05	2.110609204E+00	328.04	2.553524100E+00	328.02	3.208862203E+00	332.03	4.436952559E+00	328.03	5.715866402E+00
329.05	2.133449399E+00	329.02	2.743290143E+00	329.03	3.376739000E+00	333.02	4.295015748E+00	329.01	5.739293116E+00
330.02	2.125529454E+00	330	2.939857147E+00	330.02	3.311334565E+00	334.03	4.591809904E+00	330.02	5.686416160E+00
331.01	2.115069008E+00	331.01	2.615166501E+00	331.03	3.498862066E+00	335.02	4.569496338E+00	331.02	5.784741427E+00
332.06	2.147240374E+00	332.04	2.611256131E+00	332.04	3.606068215E+00	336.02	4.555953528E+00	332.01	5.728602602E+00
333.04	2.102862356E+00	333.02	2.673057878E+00	333.01	3.556978605E+00	337.03	4.544767950E+00	333.04	5.801592859E+00
334.03	2.137452731E+00	334.05	2.750209033E+00	334	3.544976900E+00	338.03	4.491257486E+00	334.01	5.677919897E+00
335.04	2.104677687E+00	335	2.785853042E+00	335.03	3.712923671E+00	339.03	4.480195916E+00	335	5.766191440E+00
336	2.123268037E+00	336.03	2.739605454E+00	336.05	3.661729235E+00	340.02	4.467522784E+00	336.02	5.705648009E+00
338	2.122697794E+00	337.04	2.844810869E+00	336.99	3.872690258E+00	337.01	5.780254863E+00
339.05	2.172526572E+00	338.03	2.833973814E+00	338	5.760161868E+00
340.03	2.161357355E+00	339.02	2.758917428E+00	339.01	5.791345821E+00
340.04	2.747326272E+00	340.02	5.802151652E+00


