N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 -2.638988000E-03 -1.997064500E-02 -5.627028200E-02 -1.238641230E-01 -1.626644980E-01 -1.322069010E-01 -6.266875000E-02 1.069226100E-02 1.835121800E-02 2.823870100E-02 4.021095500E-02
1.600000000E+01 3.108666100E-02 3.077635700E-02 3.060173300E-02 3.023656300E-02 2.944019100E-02 2.756230600E-02 2.404650900E-02 1.601093000E-02 -2.047170000E-04 -2.607651300E-02 -6.979789400E-02
1.700000000E+01 4.448105000E-02 4.646176600E-02 4.919825000E-02 5.323719200E-02 5.737037100E-02 6.189683900E-02 6.742826500E-02 7.205640600E-02 7.616847600E-02 8.223959100E-02 8.429808500E-02
1.549996187E+01 2.257028200E-02 2.101026600E-02 1.782677800E-02 1.083749400E-02 -3.117947000E-03 -2.938794900E-02 -7.661967400E-02 -1.525602480E-01 -1.733684400E-01 -1.385769040E-01 -6.910332900E-02
1.649996187E+01 4.809157100E-02 4.805654800E-02 4.915382800E-02 5.011395300E-02 5.162812300E-02 5.406851800E-02 5.592812400E-02 5.746035000E-02 5.926832000E-02 5.875639700E-02 5.601218300E-02
1.674996808E+01 4.985986500E-02 5.079674900E-02 5.287481700E-02 5.516824800E-02 5.799387100E-02 6.193111900E-02 6.531684400E-02 6.859470300E-02 7.260244600E-02 7.480821800E-02 7.578791500E-02
1.624993176E+01 3.966785700E-02 3.933193400E-02 3.936062700E-02 4.018350200E-02 4.074157100E-02 4.109166900E-02 4.153002100E-02 4.027312500E-02 3.679103200E-02 3.039423100E-02 1.678125600E-02
1.574996808E+01 2.572670400E-02 2.558107000E-02 2.467877200E-02 2.280278400E-02 1.874188500E-02 1.098547700E-02 -4.212340000E-03 -3.189536700E-02 -7.864951200E-02 -1.514117580E-01 -1.778079520E-01
1.524993176E+01 1.357660400E-02 8.681281000E-03 -2.439203000E-03 -2.519081300E-02 -6.857866600E-02 -1.428539980E-01 -1.682218650E-01 -1.338320060E-01 -6.124490900E-02 9.448442000E-03 1.515908800E-02
