N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 -4.375690000E-04 -1.456448200E-02 -4.462093800E-02 -1.020073280E-01 -1.648543080E-01 -1.368647920E-01 -7.177262900E-02 8.957669000E-03 1.615507000E-02 2.568595200E-02 3.764325500E-02
1.600000000E+01 3.240601800E-02 3.165898400E-02 3.119583000E-02 3.067683500E-02 2.989589900E-02 2.828300000E-02 2.543813900E-02 1.879248100E-02 5.024776000E-03 -1.688631600E-02 -5.497299100E-02
1.700000000E+01 5.631765700E-02 5.519134100E-02 5.481512200E-02 5.580039800E-02 5.747409200E-02 6.015760800E-02 6.434829300E-02 6.897870600E-02 7.422339500E-02 8.088741000E-02 8.717852400E-02
1.549996187E+01 2.244691100E-02 2.119516100E-02 1.862961500E-02 1.283579500E-02 1.420128000E-03 -2.037760700E-02 -6.021580200E-02 -1.262307720E-01 -1.791659020E-01 -1.474992500E-01 -8.249949700E-02
1.649996187E+01 5.426724400E-02 5.263320200E-02 5.223163900E-02 5.189297300E-02 5.232770400E-02 5.382649600E-02 5.521779200E-02 5.668693300E-02 5.873037500E-02 5.914911600E-02 5.789004100E-02
1.674996808E+01 5.902418200E-02 5.753722600E-02 5.736060500E-02 5.758937600E-02 5.864717800E-02 6.102954500E-02 6.360157100E-02 6.674102100E-02 7.110258400E-02 7.476520100E-02 7.804668300E-02
1.624993176E+01 4.301420500E-02 4.180796300E-02 4.103560100E-02 4.115077400E-02 4.118945300E-02 4.123236300E-02 4.154271900E-02 4.058608500E-02 3.787519800E-02 3.282525400E-02 2.145376300E-02
1.574996808E+01 2.589910200E-02 2.574509200E-02 2.487081700E-02 2.323230500E-02 1.992582900E-02 1.370337900E-02 1.081745000E-03 -2.210932100E-02 -6.198076500E-02 -1.261860380E-01 -1.871180310E-01
1.524993176E+01 1.388872700E-02 1.001390700E-02 9.597010000E-04 -1.779979000E-02 -5.407046200E-02 -1.178635560E-01 -1.718440030E-01 -1.404404540E-01 -7.262682000E-02 8.141735000E-03 1.355644800E-02
