N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.778E+15 315 3.800E-4 3.833485E+1 1.765460E+1 5.756480E-1 8.000330E+1
1.468000E+10 1.778E+15 315 3.800E-4 3.830804E+1 1.763000E+1 5.755800E-1 7.995710E+1
2.154000E+10 1.778E+15 315 3.800E-4 3.826894E+1 1.759400E+1 5.754810E-1 7.988890E+1
3.162000E+10 1.778E+15 315 3.800E-4 3.821213E+1 1.754130E+1 5.753340E-1 7.978830E+1
4.642000E+10 1.778E+15 315 3.800E-4 3.812999E+1 1.746440E+1 5.751190E-1 7.963940E+1
6.813000E+10 1.778E+15 315 3.800E-4 3.801204E+1 1.735250E+1 5.748020E-1 7.941870E+1
1.000000E+11 1.778E+15 315 3.800E-4 3.784452E+1 1.718520E+1 5.743350E-1 7.906550E+1
1.468000E+11 1.778E+15 315 3.800E-4 3.761042E+1 1.695430E+1 5.736460E-1 7.858260E+1
2.154000E+11 1.778E+15 315 3.800E-4 3.729117E+1 1.662970E+1 5.726240E-1 7.787680E+1
3.162000E+11 1.778E+15 315 3.800E-4 3.687128E+1 1.618460E+1 5.711010E-1 7.686020E+1
4.642000E+11 1.778E+15 315 3.800E-4 3.634684E+1 1.562740E+1 5.687780E-1 7.559240E+1
6.813000E+11 1.778E+15 315 3.800E-4 3.573409E+1 1.501490E+1 5.652150E-1 7.434070E+1
1.000000E+12 1.778E+15 315 3.800E-4 3.506743E+1 1.442050E+1 5.596970E-1 7.347240E+1
1.468000E+12 1.778E+15 315 3.800E-4 3.438066E+1 1.387060E+1 5.506550E-1 7.326610E+1
2.154000E+12 1.778E+15 315 3.800E-4 3.368825E+1 1.336140E+1 5.354010E-1 7.407870E+1
3.162000E+12 1.778E+15 315 3.800E-4 3.298628E+1 1.286780E+1 5.179250E-1 7.531880E+1
4.642000E+12 1.778E+15 315 3.800E-4 3.226495E+1 1.238070E+1 5.081890E-1 7.550760E+1
6.813000E+12 1.778E+15 315 3.800E-4 3.151676E+1 1.189950E+1 5.002540E-1 7.547370E+1
1.000000E+13 1.778E+15 315 3.800E-4 3.073781E+1 1.141170E+1 4.923550E-1 7.540460E+1
1.468000E+13 1.778E+15 315 3.800E-4 2.992671E+1 1.092090E+1 4.844320E-1 7.532960E+1
2.154000E+13 1.778E+15 315 3.800E-4 2.908354E+1 1.043210E+1 4.765360E-1 7.527100E+1
3.162000E+13 1.778E+15 315 3.800E-4 2.820972E+1 9.935200E+0 4.686980E-1 7.514210E+1
4.642000E+13 1.778E+15 315 3.800E-4 2.730789E+1 9.436300E+0 4.609160E-1 7.497090E+1
6.813000E+13 1.778E+15 315 3.800E-4 2.638198E+1 8.939900E+0 4.531540E-1 7.477940E+1
1.000000E+14 1.778E+15 315 3.800E-4 2.543731E+1 8.437700E+0 4.453560E-1 7.448090E+1
