T d154 d184 d214 d244
d 150 180 210 240
290 1.250845935E+00 1.247510351E+00 1.244599730E+00 1.241023398E+00
295 1.251851897E+00 1.248723799E+00 1.246221663E+00 1.242883039E+00
300 1.253442233E+00 1.250573930E+00 1.248179614E+00 1.244977016E+00
305 1.255370219E+00 1.252343955E+00 1.249589567E+00 1.246993991E+00
310 1.257314890E+00 1.253943637E+00 1.250915441E+00 1.248178550E+00
315 1.258163566E+00 1.254363799E+00 1.250929602E+00 1.247754255E+00
320 1.257070910E+00 1.252542801E+00 1.248236101E+00 1.244468594E+00
325 1.252463193E+00 1.246547850E+00 1.240967113E+00 1.235960110E+00
330 1.241397155E+00 1.233292867E+00 1.224294708E+00 1.218901082E+00
335 1.219397756E+00 1.207777735E+00 1.195767756E+00 1.187775348E+00
340 1.179884475E+00 1.163226838E+00 1.147055443E+00 1.135620916E+00
