T d154 d184 d214 d244
d 150 180 210 240
290 1.196465668E+00 1.192974080E+00 1.189348298E+00 1.185950624E+00
295 1.183824391E+00 1.178417509E+00 1.172950150E+00 1.166632337E+00
300 1.156006256E+00 1.146554547E+00 1.137417645E+00 1.127799847E+00
305 1.100238235E+00 1.083621803E+00 1.068326259E+00 1.053421290E+00
310 1.016951317E+00 1.015088190E+00 1.013712176E+00 1.012617784E+00
315 1.017316287E+00 1.015768368E+00 1.014612825E+00 1.013679465E+00
320 1.019857435E+00 1.018535590E+00 1.017513043E+00 1.016689443E+00
325 1.025237628E+00 1.024061394E+00 1.023125069E+00 1.022334586E+00
330 1.034373973E+00 1.033281519E+00 1.032369673E+00 1.031558236E+00
335 1.048224588E+00 1.047165707E+00 1.046231577E+00 1.045360342E+00
340 1.067522868E+00 1.066462859E+00 1.065481016E+00 1.064526218E+00
