N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.033714792E+00 1.029746296E+00 1.026793490E+00 1.024737556E+00
1.600000000E+01 1.257029564E+00 1.256566176E+00 1.254645359E+00 1.255622784E+00
1.700000000E+01 1.353281861E+00 1.352526717E+00 1.351612044E+00 1.351772384E+00
1.549996187E+01 1.035743090E+00 1.044691914E+00 1.052923482E+00 1.057995453E+00
1.649996187E+01 1.309577556E+00 1.309546272E+00 1.308976958E+00 1.308541113E+00
1.674996808E+01 1.331552852E+00 1.329856060E+00 1.329956682E+00 1.329597184E+00
1.624993176E+01 1.288139673E+00 1.287393219E+00 1.286733650E+00 1.285990845E+00
1.574996808E+01 1.192524727E+00 1.192742233E+00 1.195802187E+00 1.197356621E+00
1.524993176E+01 1.016751525E+00 1.015244029E+00 1.014252436E+00 1.013627997E+00
