N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.046572186E+00 1.044828408E+00 1.043138765E+00 1.041465717E+00
1.600000000E+01 1.224680755E+00 1.215933546E+00 1.207283822E+00 1.202999134E+00
1.700000000E+01 1.343425335E+00 1.340380779E+00 1.337466846E+00 1.335933726E+00
1.549996187E+01 1.012031753E+00 1.010906447E+00 1.010066387E+00 1.009389755E+00
1.649996187E+01 1.298603576E+00 1.295301554E+00 1.291728627E+00 1.288619158E+00
1.674996808E+01 1.321733687E+00 1.317344225E+00 1.314988837E+00 1.312472273E+00
1.624993176E+01 1.272303815E+00 1.267001596E+00 1.262307988E+00 1.258108905E+00
1.574996808E+01 1.112223120E+00 1.093992225E+00 1.083202041E+00 1.075074473E+00
1.524993176E+01 1.020164815E+00 1.018934154E+00 1.017876170E+00 1.016927401E+00
