N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.044075599E+00 1.041454372E+00 1.038901943E+00 1.036434744E+00
1.600000000E+01 1.232052936E+00 1.226534700E+00 1.221156352E+00 1.219949485E+00
1.700000000E+01 1.345229975E+00 1.342829934E+00 1.340571666E+00 1.339673934E+00
1.549996187E+01 1.011982441E+00 1.010812629E+00 1.009942126E+00 1.009253577E+00
1.649996187E+01 1.300757627E+00 1.298419040E+00 1.295879410E+00 1.293817350E+00
1.674996808E+01 1.323569645E+00 1.319938874E+00 1.318392885E+00 1.316690731E+00
1.624993176E+01 1.275686158E+00 1.271909979E+00 1.268813718E+00 1.266182125E+00
1.574996808E+01 1.130197996E+00 1.119426179E+00 1.116078833E+00 1.114841248E+00
1.524993176E+01 1.019299099E+00 1.017778353E+00 1.016460346E+00 1.015302503E+00
