N x
1.3246564E+0 1.6077602E+21
1.3132119E+0 1.5627029E+21
1.3009980E+0 1.5172558E+21
1.2886217E+0 1.5800380E+21
1.2771681E+0 1.6216915E+21
1.2651824E+0 1.6171410E+21
1.2534474E+0 1.6232316E+21
1.2413235E+0 1.6234615E+21
1.2293642E+0 1.5677035E+21
1.2161263E+0 1.5096107E+21
1.2029267E+0 1.5310905E+21
1.1897738E+0 1.5938652E+21
1.1773395E+0 1.6266180E+21
1.1644242E+0 1.6118174E+21
1.1514783E+0 1.6020828E+21
1.1381088E+0 1.5618383E+21
1.1241659E+0 1.5775566E+21
1.1107464E+0 1.6170944E+21
1.0971415E+0 1.5661260E+21
1.0824853E+0 1.5587635E+21
1.0683836E+0 1.5825447E+21
1.0537715E+0 1.5583727E+21
1.0388224E+0 1.5448548E+21
1.0235222E+0 1.5594882E+21
1.0084170E+0 1.5569691E+21
9.9259762E-1 1.5603486E+21
9.7708356E-1 1.5493738E+21
9.6051898E-1 1.5240125E+21
9.4392601E-1 1.5563652E+21
9.2748305E-1 1.5793538E+21
9.1078663E-1 1.5592376E+21
8.9329045E-1 1.5394624E+21
8.7548591E-1 1.5372948E+21
8.5721771E-1 1.5244326E+21
8.3832999E-1 1.5365835E+21
8.1954094E-1 1.5281213E+21
7.9954517E-1 1.5040363E+21
7.7916969E-1 1.5129787E+21
7.5836139E-1 1.5232488E+21
7.3714144E-1 1.5233381E+21
7.1511387E-1 1.5172627E+21
