N x
1.3255001E+0 1.4265328E+21
1.3126029E+0 1.5085287E+21
1.3010000E+0 1.5758970E+21
1.2889250E+0 1.6072596E+21
1.2775774E+0 1.6015472E+21
1.2651938E+0 1.5557945E+21
1.2529203E+0 1.6111739E+21
1.2411548E+0 1.5636473E+21
1.2278957E+0 1.5656586E+21
1.2159208E+0 1.6003352E+21
1.2029421E+0 1.5891023E+21
1.1905362E+0 1.6315229E+21
1.1779520E+0 1.5582673E+21
1.1640793E+0 1.5694439E+21
1.1513987E+0 1.6158102E+21
1.1379822E+0 1.5690023E+21
1.1242105E+0 1.5630768E+21
1.1103600E+0 1.5730921E+21
1.0964217E+0 1.5864085E+21
1.0824549E+0 1.5666374E+21
1.0677910E+0 1.5586683E+21
1.0532943E+0 1.5765113E+21
1.0385581E+0 1.5897256E+21
1.0238974E+0 1.5641826E+21
1.0082374E+0 1.5378498E+21
9.9259414E-1 1.5534356E+21
9.7675647E-1 1.5538426E+21
9.6060917E-1 1.5585676E+21
9.4433545E-1 1.5586585E+21
9.2762593E-1 1.5583979E+21
9.1075733E-1 1.5317879E+21
8.9281422E-1 1.5182757E+21
8.7495273E-1 1.5515248E+21
8.5705936E-1 1.5484780E+21
8.3836310E-1 1.5296651E+21
8.1920093E-1 1.5204548E+21
7.9937957E-1 1.5203111E+21
7.7925550E-1 1.5251358E+21
7.5852399E-1 1.5171456E+21
7.3705826E-1 1.5217693E+21
7.1524037E-1 1.5317993E+21
