N x
1.3339445E+0 1.5216138E+21
1.3219341E+0 1.5375060E+21
1.3100652E+0 1.5469828E+21
1.2979829E+0 1.5504766E+21
1.2859480E+0 1.5609408E+21
1.2738016E+0 1.5830780E+21
1.2618806E+0 1.5861498E+21
1.2495478E+0 1.5619637E+21
1.2370103E+0 1.5630424E+21
1.2244445E+0 1.5593563E+21
1.2115866E+0 1.5625866E+21
1.1988081E+0 1.5658231E+21
1.1857264E+0 1.5460464E+21
1.1723279E+0 1.5497480E+21
1.1590120E+0 1.5716985E+21
1.1456829E+0 1.5465078E+21
1.1316092E+0 1.5429613E+21
1.1178888E+0 1.5693535E+21
1.1039401E+0 1.5453144E+21
1.0894299E+0 1.5475772E+21
1.0751547E+0 1.5593838E+21
1.0604746E+0 1.5340015E+21
1.0453116E+0 1.5496295E+21
1.0305161E+0 1.5478641E+21
1.0148704E+0 1.5221869E+21
9.9909512E-1 1.5416806E+21
9.8335953E-1 1.5395756E+21
9.6702585E-1 1.5327736E+21
9.5061247E-1 1.5440717E+21
9.3395423E-1 1.5385982E+21
9.1682711E-1 1.5197720E+21
8.9910891E-1 1.5148620E+21
8.8118740E-1 1.5352364E+21
8.6323029E-1 1.5257706E+21
8.4431550E-1 1.5241977E+21
8.2551700E-1 1.5143891E+21
8.0546132E-1 1.5059753E+21
7.8550587E-1 1.5147230E+21
7.6464459E-1 1.5030110E+21
7.4325869E-1 1.5171126E+21
7.2159247E-1 1.5293039E+21
