T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.233907088E+00 1.207979076E+00 2.592801200E-02 1.233506700E+00 1.207605937E+00 2.590076300E-02 4.003880000E-04 3.731390000E-04
295 1.235352369E+00 1.209563291E+00 2.578907800E-02 1.234992138E+00 1.209206904E+00 2.578523400E-02 3.602310000E-04 3.563870000E-04
300 1.236710571E+00 1.211729710E+00 2.498086100E-02 1.236373828E+00 1.211367720E+00 2.500610800E-02 3.367430000E-04 3.619900000E-04
305 1.237489717E+00 1.213999682E+00 2.349003500E-02 1.237160808E+00 1.213621309E+00 2.353949900E-02 3.289090000E-04 3.783730000E-04
310 1.236663207E+00 1.216180529E+00 2.048267800E-02 1.236329291E+00 1.215775245E+00 2.055404600E-02 3.339160000E-04 4.052840000E-04
315 1.232524193E+00 1.217640647E+00 1.488354600E-02 1.232179765E+00 1.217205626E+00 1.497413900E-02 3.444280000E-04 4.350210000E-04
320 1.222464154E+00 1.219000398E+00 3.463756000E-03 1.222115550E+00 1.218533477E+00 3.582073000E-03 3.486040000E-04 4.669210000E-04
325 1.201642014E+00 1.219285778E+00 -1.764376400E-02 1.201320398E+00 1.218753543E+00 -1.743314500E-02 3.216160000E-04 5.322350000E-04
330 1.163049448E+00 1.217214550E+00 -5.416510200E-02 1.162825947E+00 1.216614178E+00 -5.378823100E-02 2.235010000E-04 6.003720000E-04
335 1.098001590E+00 1.211797396E+00 -1.137958060E-01 1.097997909E+00 1.211133474E+00 -1.131355650E-01 3.681000000E-06 6.639220000E-04
340 1.008190194E+00 1.198319009E+00 -1.901288150E-01 1.008066255E+00 1.197635726E+00 -1.895694710E-01 1.239390000E-04 6.832830000E-04
