N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 320 2.100E-4 1.135350532E+00 1.285581758E+00
1.468000E+10 3.162E+16 320 2.100E-4 1.162141081E+00 1.285591503E+00
2.154000E+10 3.162E+16 320 2.100E-4 1.187431272E+00 1.285605672E+00
3.162000E+10 3.162E+16 320 2.100E-4 1.209727118E+00 1.285626329E+00
4.642000E+10 3.162E+16 320 2.100E-4 1.228275491E+00 1.285656530E+00
6.813000E+10 3.162E+16 320 2.100E-4 1.243029490E+00 1.285700678E+00
1.000000E+11 3.162E+16 320 2.100E-4 1.254406246E+00 1.285765138E+00
1.468000E+11 3.162E+16 320 2.100E-4 1.263019167E+00 1.285859063E+00
2.154000E+11 3.162E+16 320 2.100E-4 1.269489348E+00 1.285995545E+00
3.162000E+11 3.162E+16 320 2.100E-4 1.274354689E+00 1.286192975E+00
4.642000E+11 3.162E+16 320 2.100E-4 1.278050554E+00 1.286476727E+00
6.813000E+11 3.162E+16 320 2.100E-4 1.280925261E+00 1.286880853E+00
1.000000E+12 3.162E+16 320 2.100E-4 1.283263214E+00 1.287449251E+00
1.468000E+12 3.162E+16 320 2.100E-4 1.285302426E+00 1.288235311E+00
2.154000E+12 3.162E+16 320 2.100E-4 1.287243533E+00 1.289298719E+00
3.162000E+12 3.162E+16 320 2.100E-4 1.289251773E+00 1.290698544E+00
4.642000E+12 3.162E+16 320 2.100E-4 1.291454002E+00 1.292482997E+00
6.813000E+12 3.162E+16 320 2.100E-4 1.293934699E+00 1.294679147E+00
1.000000E+13 3.162E+16 320 2.100E-4 1.296735673E+00 1.297287300E+00
