fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
L145 40432518.307 340.08 34.093 2.125853779E-01 1.313597234E-04 1.327499105E-05 1.435094783E-01 9.249878481E-05 4.753774998E-01 0.000000000E+00 
L146 40460371.482 340.01 34.1 2.145318473E-01 1.321677607E-04 1.341787452E-05 1.429573317E-01 9.387060354E-05 4.732236292E-01 0.000000000E+00 
L147 40481372.849 339.95 34.106 2.140951715E-01 1.329888494E-04 1.364278759E-05 1.432937335E-01 9.520520373E-05 4.791605073E-01 0.000000000E+00 
L148 40502145.104 339.91 34.11 2.153511422E-01 1.337010405E-04 1.379219634E-05 1.459524275E-01 9.447092549E-05 4.790175930E-01 0.000000000E+00 
L149 40523144.65 339.9 34.111 2.152338651E-01 1.346546395E-04 1.376794971E-05 1.439426804E-01 9.563466746E-05 4.750478370E-01 0.000000000E+00 
L150 40544134.865 339.88 34.113 2.150562989E-01 1.353437009E-04 1.388550359E-05 1.427952271E-01 9.724164248E-05 4.770582602E-01 0.000000000E+00 
L151 40565136.032 339.87 34.114 2.150938253E-01 1.356467702E-04 1.403306188E-05 1.436390834E-01 9.771085374E-05 4.809667340E-01 0.000000000E+00 
L152 40586368.551 339.87 34.114 2.168104835E-01 1.363679533E-04 1.419842628E-05 1.459224370E-01 9.729251299E-05 4.802281463E-01 0.000000000E+00 
L153 40607367.182 339.86 34.115 2.169132145E-01 1.372846621E-04 1.418644787E-05 1.449216778E-01 9.788884260E-05 4.763932912E-01 0.000000000E+00 
L154 40628368.123 339.87 34.114 2.162439221E-01 1.383108046E-04 1.415470645E-05 1.419996131E-01 9.968595491E-05 4.732611446E-01 0.000000000E+00 
L155 40649370.295 339.88 34.113 2.164400077E-01 1.387778575E-04 1.425653909E-05 1.419509295E-01 1.004399844E-04 4.746313169E-01 0.000000000E+00 
L156 40670379.906 339.88 34.113 2.167163526E-01 1.391303239E-04 1.442707917E-05 1.436760850E-01 1.004237336E-04 4.784812635E-01 0.000000000E+00 
L157 40691379.985 339.9 34.111 2.178640117E-01 1.399744915E-04 1.444163105E-05 1.453620517E-01 9.935048310E-05 4.735674571E-01 0.000000000E+00 
L158 40712381.404 339.92 34.109 2.172176445E-01 1.406677693E-04 1.458955063E-05 1.436120523E-01 1.016011745E-04 4.774767347E-01 0.000000000E+00 
L159 40733381.921 339.94 34.107 2.177051390E-01 1.413963281E-04 1.474700808E-05 1.445908888E-01 1.019989531E-04 4.790679375E-01 0.000000000E+00 
L160 40754383.021 339.94 34.107 2.185736689E-01 1.419123723E-04 1.463879212E-05 1.454893167E-01 1.006308388E-04 4.719403837E-01 0.000000000E+00 
L161 40775383.556 339.97 34.104 2.182762522E-01 1.422646420E-04 1.475374444E-05 1.442810748E-01 1.022466324E-04 4.751150559E-01 0.000000000E+00 
L162 40796540.998 339.99 34.102 2.194083226E-01 1.431911863E-04 1.476960675E-05 1.461864672E-01 1.010430441E-04 4.701100630E-01 0.000000000E+00 
L163 40817387.386 340.01 34.1 2.187487200E-01 1.437851250E-04 1.498122429E-05 1.447490841E-01 1.034809410E-04 4.763079459E-01 0.000000000E+00 
L164 40838375.729 340.01 34.1 2.194403324E-01 1.448754411E-04 1.486535599E-05 1.432834622E-01 1.037470911E-04 4.675887892E-01 0.000000000E+00 
L165 40859376.852 340.02 34.099 2.191529489E-01 1.450691074E-04 1.509411189E-05 1.443379570E-01 1.045820637E-04 4.747722286E-01 0.000000000E+00 
L166 40880377.235 340.03 34.098 2.193305636E-01 1.455476556E-04 1.512744421E-05 1.448100310E-01 1.044700563E-04 4.738721557E-01 0.000000000E+00 
L167 40901397.361 340.04 34.097 2.202586494E-01 1.463452633E-04 1.515199936E-05 1.462902675E-01 1.035625277E-04 4.700654171E-01 4.378044495E-17 
L168 40922397.529 340.05 34.096 2.206209540E-01 1.471049262E-04 1.535758540E-05 1.429512036E-01 1.074435179E-04 4.732046072E-01 0.000000000E+00 
L169 40943398.519 340.05 34.096 2.202314857E-01 1.476686247E-04 1.549885974E-05 1.465487705E-01 1.057488882E-04 4.765759358E-01 1.578552805E-17 
L170 40964381.03 340.05 34.096 2.209260188E-01 1.483153506E-04 1.562511951E-05 1.490838974E-01 1.048014081E-04 4.768594335E-01 0.000000000E+00 
L171 40985381.117 340.08 34.093 2.214284995E-01 1.484590057E-04 1.556422269E-05 1.456004236E-01 1.068970012E-04 4.734644454E-01 0.000000000E+00 
L172 41006382.242 340.05 34.096 2.218641323E-01 1.491724838E-04 1.568406270E-05 1.458805439E-01 1.074988464E-04 4.738956816E-01 0.000000000E+00 
L173 41027382.86 340.06 34.095 2.212717675E-01 1.498941066E-04 1.585822614E-05 1.475401039E-01 1.074808653E-04 4.781278526E-01 0.000000000E+00 
L174 41048373.4 340.06 34.095 2.217400547E-01 1.507419297E-04 1.587111263E-05 1.445547054E-01 1.098055773E-04 4.748201630E-01 0.000000000E+00 
L175 41069384.819 340.06 34.095 2.218879386E-01 1.510737289E-04 1.590954155E-05 1.479757856E-01 1.075080002E-04 4.746079632E-01 0.000000000E+00 
L176 41090375.062 340.06 34.095 2.227237803E-01 1.515510706E-04 1.601963080E-05 1.474578450E-01 1.086320280E-04 4.745990940E-01 0.000000000E+00 
L177 41111375.778 340.05 34.096 2.224793376E-01 1.519363809E-04 1.606272065E-05 1.465061233E-01 1.096522990E-04 4.751903872E-01 0.000000000E+00 
L178 41132376.745 340.05 34.096 2.229089303E-01 1.527545876E-04 1.618812768E-05 1.458862426E-01 1.109575082E-04 4.754172016E-01 0.000000000E+00 
L179 41153377.667 340.05 34.096 2.240126510E-01 1.531555999E-04 1.634486025E-05 1.483830062E-01 1.101584551E-04 4.764044235E-01 0.000000000E+00 
L180 41174378.63 340.05 34.096 2.231274828E-01 1.536431233E-04 1.641735829E-05 1.496311744E-01 1.097168396E-04 4.788914499E-01 0.000000000E+00 
L181 41195378.939 340.06 34.095 2.246537015E-01 1.541923131E-04 1.637203309E-05 1.497203359E-01 1.093510145E-04 4.726354707E-01 0.000000000E+00 
L182 41216379.594 340.03 34.098 2.249742822E-01 1.545353308E-04 1.647153827E-05 1.521258840E-01 1.082699685E-04 4.737764822E-01 0.000000000E+00 
L183 41237380.729 340.04 34.097 2.241161946E-01 1.551536595E-04 1.646871047E-05 1.476926862E-01 1.115243377E-04 4.736137813E-01 0.000000000E+00 
L184 41258371.377 340.04 34.097 2.256377759E-01 1.561257116E-04 1.660037744E-05 1.481144520E-01 1.120698718E-04 4.712286873E-01 0.000000000E+00 
L185 41279142.015 340.04 34.097 2.250496238E-01 1.563284770E-04 1.666598689E-05 1.493410008E-01 1.115946412E-04 4.737122853E-01 0.000000000E+00 
L186 41300372.942 340.03 34.098 2.251366386E-01 1.564450574E-04 1.679225079E-05 1.476686532E-01 1.137003490E-04 4.767611812E-01 0.000000000E+00 
L187 41321373.419 340.03 34.098 2.253898118E-01 1.569294973E-04 1.688539957E-05 1.472853529E-01 1.146305582E-04 4.773890769E-01 0.000000000E+00 
L188 41342144.087 340.04 34.097 2.246852381E-01 1.575160228E-04 1.691328596E-05 1.485345181E-01 1.138665812E-04 4.778908487E-01 0.000000000E+00 
L189 41363145.246 340.03 34.098 2.246514677E-01 1.580314545E-04 1.688701973E-05 1.482156452E-01 1.139473833E-04 4.756639228E-01 0.000000000E+00 
L190 41384146.256 340.02 34.099 2.248140142E-01 1.582275026E-04 1.709875290E-05 1.482437648E-01 1.153311457E-04 4.806833537E-01 0.000000000E+00 
L191 41405146.532 340.02 34.099 2.259706615E-01 1.585037350E-04 1.719430732E-05 1.508811764E-01 1.139639858E-04 4.800573543E-01 0.000000000E+00 
L192 41426377.443 340.01 34.1 2.258809940E-01 1.591319975E-04 1.707130041E-05 1.498060028E-01 1.139554083E-04 4.749297776E-01 0.000000000E+00 
L193 41447148.235 340.02 34.099 2.254267098E-01 1.596322237E-04 1.721557703E-05 1.497981342E-01 1.149248614E-04 4.784049320E-01 0.000000000E+00 
L194 41468128.832 340.02 34.099 2.257907986E-01 1.600972811E-04 1.730738771E-05 1.503339807E-01 1.151262401E-04 4.787858717E-01 0.000000000E+00 
L195 41489359.65 340.02 34.099 2.266785322E-01 1.605199127E-04 1.736560183E-05 1.511783581E-01 1.148696255E-04 4.772550497E-01 0.000000000E+00 
L196 41510130.436 340.02 34.099 2.256678244E-01 1.604050601E-04 1.739709190E-05 1.471328489E-01 1.182211225E-04 4.806057377E-01 0.000000000E+00 
L197 41531362.075 340.01 34.1 2.268506501E-01 1.610703512E-04 1.738521022E-05 1.506684449E-01 1.153886905E-04 4.757998631E-01 0.000000000E+00 
L198 41552361.904 340.01 34.1 2.271591980E-01 1.614860604E-04 1.750699842E-05 1.543093636E-01 1.134462630E-04 4.772504275E-01 0.000000000E+00 
L199 41573362.923 340.02 34.099 2.262279586E-01 1.619602734E-04 1.765827331E-05 1.514455742E-01 1.166073074E-04 4.819405365E-01 0.000000000E+00 
L200 41594363.653 340.01 34.1 2.263024707E-01 1.621475497E-04 1.762775994E-05 1.511973663E-01 1.165938430E-04 4.803938531E-01 0.000000000E+00 
L201 41615354.411 340.03 34.098 2.273700558E-01 1.623392342E-04 1.756267138E-05 1.534443879E-01 1.144422434E-04 4.758102724E-01 0.000000000E+00 
L202 41636355.226 340.02 34.099 2.264695209E-01 1.627503400E-04 1.774512898E-05 1.517175802E-01 1.169704441E-04 4.814459021E-01 0.000000000E+00 
L203 41657357.143 340.02 34.099 2.269405146E-01 1.629840389E-04 1.778901010E-05 1.511193118E-01 1.177126933E-04 4.809441768E-01 0.000000000E+00 
L204 41678356.563 340.02 34.099 2.271498386E-01 1.638139157E-04 1.792530578E-05 1.526913623E-01 1.174116947E-04 4.817296180E-01 0.000000000E+00 
L205 41699360.37 340.02 34.099 2.279182591E-01 1.637585195E-04 1.784933139E-05 1.549318679E-01 1.151929665E-04 4.782323278E-01 0.000000000E+00 
L206 41720358.752 340.02 34.099 2.270256927E-01 1.639589372E-04 1.778195007E-05 1.508466469E-01 1.178818233E-04 4.777154448E-01 0.000000000E+00 
L207 41741359.07 340.01 34.1 2.272743605E-01 1.641574398E-04 1.796399220E-05 1.491006661E-01 1.204757242E-04 4.814950682E-01 0.000000000E+00 
L208 41762360.322 340.02 34.099 2.275067321E-01 1.647053614E-04 1.798719300E-05 1.526517935E-01 1.178112979E-04 4.800222917E-01 0.000000000E+00 
