T d154 d184 d214 d244
d 150 180 210 240
290 1.216214648E+00 1.213192610E+00 1.210624270E+00 1.207972564E+00
295 1.218497405E+00 1.215543593E+00 1.213193779E+00 1.210611341E+00
300 1.221050456E+00 1.218207035E+00 1.215822572E+00 1.213264007E+00
305 1.223397356E+00 1.220324729E+00 1.217891065E+00 1.215410472E+00
310 1.226383965E+00 1.222959301E+00 1.220262021E+00 1.217678257E+00
315 1.229067071E+00 1.225285995E+00 1.222298816E+00 1.219335667E+00
320 1.230993821E+00 1.226764107E+00 1.223123109E+00 1.219873141E+00
325 1.232903003E+00 1.228119295E+00 1.223918414E+00 1.220079826E+00
330 1.234125800E+00 1.228684285E+00 1.223588213E+00 1.219302486E+00
335 1.233643108E+00 1.227268548E+00 1.221250081E+00 1.216167530E+00
340 1.231913182E+00 1.224438589E+00 1.217354609E+00 1.211337462E+00
