T d154 d184 d214 d244
d 150 180 210 240
290 1.205176362E+00 1.201803352E+00 1.198711747E+00 1.196465574E+00
295 1.206590534E+00 1.203448944E+00 1.200647065E+00 1.198550382E+00
300 1.208024049E+00 1.205173548E+00 1.202652878E+00 1.200235819E+00
305 1.210151749E+00 1.207248083E+00 1.204834076E+00 1.202447914E+00
310 1.212224032E+00 1.209185006E+00 1.206617164E+00 1.204029722E+00
315 1.213533032E+00 1.210147387E+00 1.207242881E+00 1.204318220E+00
320 1.213762348E+00 1.209722361E+00 1.206233623E+00 1.202663293E+00
325 1.210660399E+00 1.205397042E+00 1.200755266E+00 1.196070470E+00
330 1.199856081E+00 1.192172871E+00 1.185303513E+00 1.178596245E+00
335 1.173417152E+00 1.161302751E+00 1.150336709E+00 1.139917083E+00
340 1.117406723E+00 1.097745949E+00 1.080264024E+00 1.064171451E+00
