d Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.000000000E+01 1.288586626E+00 1.075795645E+00 2.127909810E-01 1.258925447E+00 1.051033566E+00 2.078918810E-01 2.966117900E-02 2.476207900E-02
150 1.016672606E+01 1.288629846E+00 1.076019235E+00 2.126106110E-01 1.266204547E+00 1.057079789E+00 2.091247580E-01 2.242529900E-02 1.893944600E-02
150 1.033324570E+01 1.288693032E+00 1.076343782E+00 2.123492500E-01 1.271819909E+00 1.062243865E+00 2.095760440E-01 1.687312300E-02 1.409991700E-02
150 1.049996187E+01 1.288785222E+00 1.076812876E+00 2.119723460E-01 1.276190819E+00 1.066536292E+00 2.096545270E-01 1.259440300E-02 1.027658400E-02
150 1.066670514E+01 1.288919404E+00 1.077486213E+00 2.114331910E-01 1.279618732E+00 1.070111331E+00 2.095074010E-01 9.300672000E-03 7.374882000E-03
150 1.083333839E+01 1.289113990E+00 1.078443133E+00 2.106708570E-01 1.282326158E+00 1.073204787E+00 2.091213710E-01 6.787832000E-03 5.238346000E-03
150 1.100000000E+01 1.289394668E+00 1.079784294E+00 2.096103740E-01 1.284494657E+00 1.076085082E+00 2.084095750E-01 4.900011000E-03 3.699212000E-03
150 1.116672606E+01 1.289796491E+00 1.081627612E+00 2.081688790E-01 1.286288974E+00 1.079020902E+00 2.072680720E-01 3.507517000E-03 2.606710000E-03
150 1.133324570E+01 1.290365824E+00 1.084094959E+00 2.062708650E-01 1.287866958E+00 1.082256967E+00 2.056099910E-01 2.498866000E-03 1.837992000E-03
150 1.149996187E+01 1.291161297E+00 1.087284555E+00 2.038767420E-01 1.289381422E+00 1.085985371E+00 2.033960510E-01 1.779875000E-03 1.299184000E-03
150 1.166670514E+01 1.292252597E+00 1.091230435E+00 2.010221620E-01 1.290978531E+00 1.090309238E+00 2.006692930E-01 1.274066000E-03 9.211970000E-04
150 1.183333839E+01 1.293715792E+00 1.095862520E+00 1.978532720E-01 1.292793946E+00 1.095207569E+00 1.975863770E-01 9.218460000E-04 6.549510000E-04
