T d154 d184 d214 d244
d 150 180 210 240
290 1.201986239E+00 1.198491904E+00 1.195500121E+00 1.193247795E+00
295 1.202546524E+00 1.199447163E+00 1.196677703E+00 1.194517503E+00
300 1.203798143E+00 1.200841222E+00 1.198253936E+00 1.195945732E+00
305 1.204936492E+00 1.201948242E+00 1.199277201E+00 1.196832703E+00
310 1.205111420E+00 1.201810629E+00 1.198799221E+00 1.195972901E+00
315 1.202068349E+00 1.198149880E+00 1.194208490E+00 1.190528230E+00
320 1.192454402E+00 1.186522743E+00 1.180609436E+00 1.174871268E+00
325 1.166834277E+00 1.156457330E+00 1.146409708E+00 1.136793197E+00
330 1.110038154E+00 1.091684456E+00 1.074486046E+00 1.058463354E+00
335 1.011874077E+00 1.010561319E+00 1.009608002E+00 1.008884255E+00
340 1.012589700E+00 1.011514242E+00 1.010734072E+00 1.010139272E+00
