V d31 V1 d41 V2 d63a d63b d83a d83b d62a d62b
-4.000000e-01 9.976989e-01 -1.200000e+00 1.000000e+00 -1.200000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00
-2.000000e-01 9.969292e-01 -1.100000e+00 1.000000e+00 -1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00
0.000000e+00 9.952699e-01 -9.000000e-01 1.000000e+00 -8.000000e-01 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00
1.000000e-01 9.941649e-01 -8.000000e-01 1.000000e+00 -6.000000e-01 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00
2.000000e-01 9.909646e-01 -7.000000e-01 1.000000e+00 -4.000000e-01 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00
NaN NaN -6.000000e-01 1.000000e+00 -2.000000e-01 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00
NaN NaN -5.000000e-01 1.000000e+00 0.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00
NaN NaN -4.000000e-01 1.000000e+00 2.000000e-01 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+00
NaN NaN -3.000000e-01 1.000000e+00 4.000000e-01 9.179115e-01 9.360747e-01 9.786847e-01 9.801283e-01 9.791845e-01 9.658093e-01
NaN NaN -2.000000e-01 1.000000e+00 NaN NaN NaN NaN NaN NaN NaN
NaN NaN -1.000000e-01 1.000000e+00 NaN NaN NaN NaN NaN NaN NaN
NaN NaN 0.000000e+00 1.000000e+00 NaN NaN NaN NaN NaN NaN NaN
NaN NaN 1.000000e-01 1.000000e+00 NaN NaN NaN NaN NaN NaN NaN
NaN NaN 2.000000e-01 1.000000e+00 NaN NaN NaN NaN NaN NaN NaN
NaN NaN 3.000000e-01 9.985811e-01 NaN NaN NaN NaN NaN NaN NaN
