N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.214783679E+00 1.210945576E+00 1.208124189E+00 1.205646530E+00
1.016672606E+01 1.214819727E+00 1.210999251E+00 1.208200190E+00 1.205750220E+00
1.033324570E+01 1.214872364E+00 1.211077454E+00 1.208310610E+00 1.205900331E+00
1.049996187E+01 1.214949110E+00 1.211191088E+00 1.208470362E+00 1.206116395E+00
1.066670514E+01 1.215060725E+00 1.211355521E+00 1.208700083E+00 1.206424787E+00
1.083333839E+01 1.215222413E+00 1.211591992E+00 1.209027516E+00 1.206859814E+00
1.100000000E+01 1.215455308E+00 1.211929119E+00 1.209488584E+00 1.207463740E+00
1.116672606E+01 1.215788097E+00 1.212404059E+00 1.210127293E+00 1.208284739E+00
1.133324570E+01 1.216258430E+00 1.213062570E+00 1.210993629E+00 1.209372033E+00
1.149996187E+01 1.216913522E+00 1.213957261E+00 1.212138871E+00 1.210768912E+00
1.166670514E+01 1.217809125E+00 1.215143513E+00 1.213609437E+00 1.212506850E+00
1.183333839E+01 1.219006350E+00 1.216674009E+00 1.215442149E+00 1.214604636E+00
1.200000000E+01 1.220566737E+00 1.218594185E+00 1.217663560E+00 1.217072765E+00
1.216672606E+01 1.222546853E+00 1.220939810E+00 1.220291419E+00 1.219916379E+00
1.233324570E+01 1.224992866E+00 1.223734217E+00 1.223332340E+00 1.223131435E+00
1.249996187E+01 1.227933086E+00 1.226981353E+00 1.226774794E+00 1.226698703E+00
1.266670514E+01 1.231367202E+00 1.230657671E+00 1.230585629E+00 1.230585295E+00
1.283333839E+01 1.235257941E+00 1.234712467E+00 1.234717115E+00 1.234753886E+00
1.300000000E+01 1.239534769E+00 1.239079942E+00 1.239119066E+00 1.239169760E+00
