fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 44441320.022 292.01 39.705 4.097168936E-01 1.813489858E-04 4.975734357E-05 3.322204202E-01 1.497751371E-04 6.696658986E-01 0.000000000E+00 
00L2 44467200.85 292 39.706 4.093420200E-01 1.811436632E-04 4.967198410E-05 3.334109982E-01 1.489733150E-04 6.698877458E-01 7.130805877E-17 
00L3 44494423.895 292 39.706 4.098230466E-01 1.811262313E-04 4.972838586E-05 3.328844985E-01 1.493886234E-04 6.699256933E-01 1.579037203E-17 
00L4 44520583.512 291.99 39.708 4.101410477E-01 1.813982097E-04 4.979726555E-05 3.330385527E-01 1.495226332E-04 6.693284151E-01 0.000000000E+00 
00L5 44546324.086 291.97 39.71 4.101532871E-01 1.813507007E-04 4.987411484E-05 3.330712199E-01 1.497369599E-04 6.705169588E-01 0.000000000E+00 
00L6 46786155.533 296.01 39.168 3.971300966E-01 1.823051768E-04 4.786953386E-05 3.176097594E-01 1.507167198E-04 6.611917041E-01 0.000000000E+00 
00L7 46812208.222 296.01 39.168 3.970867185E-01 1.822764793E-04 4.807821730E-05 3.178472931E-01 1.512647997E-04 6.642512237E-01 0.000000000E+00 
00L8 46838218.224 296.03 39.166 3.972690087E-01 1.826479521E-04 4.808330436E-05 3.168368486E-01 1.517561244E-04 6.626661880E-01 0.000000000E+00 
00L9 46864518.026 296.03 39.166 3.976059933E-01 1.821045317E-04 4.805078061E-05 3.182243719E-01 1.509949387E-04 6.636311637E-01 0.000000000E+00 
0L10 46890660.397 296.04 39.164 3.977633853E-01 1.823035222E-04 4.788789710E-05 3.175477936E-01 1.508006830E-04 6.603982346E-01 0.000000000E+00 
0L11 49086009.9597 300.02 38.645 3.853448724E-01 1.828043516E-04 4.555198109E-05 3.002957303E-01 1.516907134E-04 6.466527897E-01 0.000000000E+00 
0L12 49112090.7644 300.02 38.645 3.862114011E-01 1.832956233E-04 4.542910815E-05 2.988988379E-01 1.519894344E-04 6.417369203E-01 0.000000000E+00 
0L13 49137731.335 300.02 38.645 3.859893310E-01 1.832004853E-04 4.550516938E-05 3.002466918E-01 1.515594015E-04 6.435152078E-01 0.000000000E+00 
0L14 49162851.797 300.03 38.643 3.861994099E-01 1.832153742E-04 4.544761602E-05 2.994648065E-01 1.517640999E-04 6.422995049E-01 0.000000000E+00 
0L15 49189013.2717 300.05 38.641 3.852160995E-01 1.827353382E-04 4.531454863E-05 2.993765163E-01 1.513637228E-04 6.437402846E-01 0.000000000E+00 
0L16 51011373.651 303.95 38.145 3.741022558E-01 1.849917854E-04 4.633322016E-05 3.002856373E-01 1.542963353E-04 6.694986625E-01 0.000000000E+00 
0L17 51037294.486 303.96 38.144 3.738340113E-01 1.852562051E-04 4.643460672E-05 3.005883187E-01 1.544790778E-04 6.704867463E-01 0.000000000E+00 
0L18 51064575.708 303.97 38.143 3.738134730E-01 1.853469409E-04 4.655070326E-05 2.996201990E-01 1.553653355E-04 6.718709655E-01 0.000000000E+00 
0L19 51090276.626 303.97 38.143 3.743007076E-01 1.856140555E-04 4.655383255E-05 3.005717612E-01 1.548824845E-04 6.700757979E-01 0.000000000E+00 
0L20 51116797.538 303.98 38.141 3.744782852E-01 1.852468962E-04 4.646227450E-05 3.002716257E-01 1.547337801E-04 6.697656754E-01 0.000000000E+00 
0L21 52451568.353 307.89 37.657 3.628284717E-01 1.863173876E-04 4.514543198E-05 2.898219863E-01 1.557701883E-04 6.678194555E-01 0.000000000E+00 
0L22 52478539.226 307.85 37.662 3.627678721E-01 1.864177905E-04 4.522373682E-05 2.901241612E-01 1.558768611E-04 6.687291757E-01 0.000000000E+00 
0L23 52504519.7 307.85 37.662 3.629446202E-01 1.865891643E-04 4.528377127E-05 2.900761362E-01 1.561098460E-04 6.686761068E-01 0.000000000E+00 
0L24 52530200.646 307.86 37.661 3.628631376E-01 1.863823821E-04 4.510234213E-05 2.904984783E-01 1.552588320E-04 6.668856701E-01 0.000000000E+00 
0L25 52556501.689 307.84 37.663 3.627424903E-01 1.861563631E-04 4.514784024E-05 2.898113699E-01 1.557830701E-04 6.685912119E-01 0.000000000E+00 
0L26 53791589.076 311.89 37.174 3.510261779E-01 1.879895544E-04 4.391248064E-05 2.786814891E-01 1.575726963E-04 6.654489551E-01 0.000000000E+00 
0L27 53818820.304 311.89 37.174 3.504402486E-01 1.873214909E-04 4.382492143E-05 2.786314472E-01 1.572851730E-04 6.676049695E-01 0.000000000E+00 
0L28 53845270.894 311.89 37.174 3.512302655E-01 1.873669595E-04 4.377566989E-05 2.799343786E-01 1.563784395E-04 6.651932897E-01 0.000000000E+00 
0L29 53871111.63 311.89 37.174 3.509275161E-01 1.873617801E-04 4.373460521E-05 2.787842615E-01 1.568789441E-04 6.651610101E-01 0.000000000E+00 
0L30 53897752.923 311.87 37.176 3.510590688E-01 1.875226235E-04 4.383697813E-05 2.797388910E-01 1.567071286E-04 6.658965150E-01 0.000000000E+00 
