N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 -1.630817240E-01 -1.631530020E-01 -1.632565510E-01 -1.634062700E-01 -1.636212550E-01 -1.639268790E-01 -1.643550940E-01 -1.649427160E-01 -1.657255410E-01 -1.598481130E-01 -1.362204570E-01 -1.109353940E-01 -8.673088200E-02 -6.620269300E-02 -5.058307900E-02 -3.949314600E-02 -3.173591900E-02 -2.618962100E-02 -2.215737500E-02
1.600000000E+01 3.011209900E-02 3.010952900E-02 3.010569000E-02 3.009994200E-02 3.009130100E-02 3.007823900E-02 3.005852900E-02 3.002907800E-02 2.998407800E-02 2.991890700E-02 2.985737400E-02 2.977808600E-02 2.971688200E-02 2.966961900E-02 2.968001000E-02 2.974540600E-02 2.986356700E-02 3.001417700E-02 3.017353000E-02
1.700000000E+01 8.036250200E-02 7.930618600E-02 7.789978900E-02 7.609613800E-02 7.389121200E-02 7.135005200E-02 6.861779700E-02 6.590303200E-02 6.343577100E-02 6.141897900E-02 5.999414000E-02 5.922624000E-02 5.910276400E-02 5.955008900E-02 6.041987500E-02 6.155368300E-02 6.278297900E-02 6.406271400E-02 6.526988000E-02
1.549996187E+01 -4.561476000E-03 -4.321516000E-03 -3.975278000E-03 -3.479638000E-03 -2.778137000E-03 -1.801356000E-03 -4.723970000E-04 1.278088000E-03 3.483826000E-03 6.104281000E-03 8.992280000E-03 1.189981600E-02 1.454451500E-02 1.671199200E-02 1.832264700E-02 1.941808900E-02 2.009766300E-02 2.046368600E-02 2.059723000E-02
1.649996187E+01 5.854003000E-02 5.831836000E-02 5.800493700E-02 5.756904900E-02 5.697669400E-02 5.619694500E-02 5.521371200E-02 5.404192700E-02 5.274241500E-02 5.142538200E-02 5.023351100E-02 4.930693800E-02 4.874500000E-02 4.858151000E-02 4.878241000E-02 4.926471500E-02 4.992702500E-02 5.067681900E-02 5.145483800E-02
1.674996808E+01 7.141059900E-02 7.089765400E-02 7.018923200E-02 6.923540300E-02 6.799474200E-02 6.645248400E-02 6.464286600E-02 6.266485900E-02 6.067884200E-02 5.887755400E-02 5.744139500E-02 5.649699300E-02 5.609347400E-02 5.620045100E-02 5.672468100E-02 5.753961300E-02 5.851648600E-02 5.953172300E-02 6.050247700E-02
1.624993176E+01 4.366521000E-02 4.358377300E-02 4.346707700E-02 4.330166900E-02 4.307086200E-02 4.275580600E-02 4.233878500E-02 4.180956900E-02 4.117488300E-02 4.046796900E-02 3.975245600E-02 3.910919300E-02 3.863276800E-02 3.838132200E-02 3.836995800E-02 3.856592400E-02 3.892050300E-02 3.935883900E-02 3.983099000E-02
1.574996808E+01 1.808813100E-02 1.816190100E-02 1.822001400E-02 1.834040900E-02 1.853724000E-02 1.885617100E-02 1.926739400E-02 1.982041700E-02 2.048267800E-02 2.127565300E-02 2.212306400E-02 2.296767600E-02 2.374033400E-02 2.432639800E-02 2.474507500E-02 2.501148300E-02 2.515508000E-02 2.520424700E-02 2.517938100E-02
1.524993176E+01 -7.158917200E-02 -7.088860700E-02 -6.987611600E-02 -6.842323600E-02 -6.635992600E-02 -6.347329300E-02 -5.952053400E-02 -5.426983700E-02 -4.758362300E-02 -3.954308400E-02 -3.056909600E-02 -2.143348300E-02 -1.305869000E-02 -6.159160000E-03 -9.787750000E-04 2.669887000E-03 5.156944000E-03 6.821979000E-03 7.895914000E-03
