N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 9.016004000E-03 7.582637000E-03 3.606415000E-03 -5.056860000E-03 -2.225161800E-02 -5.277102200E-02 -9.982685700E-02 -1.173073010E-01 -4.856969300E-02 7.160528000E-03 1.109947500E-02
1.600000000E+01 3.185691600E-02 3.138412400E-02 3.097175900E-02 3.091327900E-02 3.056839900E-02 3.005341300E-02 2.955721300E-02 2.845177800E-02 2.658254200E-02 2.351872600E-02 1.761638400E-02
1.700000000E+01 6.957756000E-02 6.918385700E-02 6.819680500E-02 6.739770700E-02 6.581380600E-02 6.411774600E-02 6.290831400E-02 6.149355500E-02 6.035458700E-02 6.009002700E-02 5.982713800E-02
1.549996187E+01 2.297952100E-02 2.292043400E-02 2.298518600E-02 2.231514600E-02 2.075245200E-02 1.772608500E-02 1.157529500E-02 3.392830000E-04 -1.920583900E-02 -5.184185300E-02 -9.870512800E-02
1.649996187E+01 5.631766200E-02 5.511598200E-02 5.421685600E-02 5.272490800E-02 5.026304100E-02 4.928215200E-02 4.808174400E-02 4.698190200E-02 4.641735700E-02 4.560841400E-02 4.478511900E-02
1.674996808E+01 6.544267100E-02 6.454810400E-02 6.374114300E-02 6.228540600E-02 6.066788100E-02 5.953259200E-02 5.808009000E-02 5.684908000E-02 5.613169900E-02 5.539785700E-02 5.488674500E-02
1.624993176E+01 4.314604600E-02 4.208519500E-02 4.099113800E-02 4.037483000E-02 3.936220100E-02 3.845761000E-02 3.794134800E-02 3.713717900E-02 3.626356000E-02 3.538519800E-02 3.354067300E-02
1.574996808E+01 2.594301700E-02 2.636094100E-02 2.632692400E-02 2.617732600E-02 2.581466300E-02 2.518355400E-02 2.341943700E-02 1.992805100E-02 1.385448600E-02 2.726169000E-03 -1.591412700E-02
1.524993176E+01 1.692890200E-02 1.649532200E-02 1.545975600E-02 1.296287000E-02 7.641219000E-03 -2.366184000E-03 -2.278719500E-02 -5.474666900E-02 -1.026084790E-01 -1.287831020E-01 -6.010877500E-02
