N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.004469500E-02 8.551189000E-03 4.527119000E-03 -4.317060000E-03 -2.182347500E-02 -5.278860300E-02 -1.002331060E-01 -1.131203020E-01 -4.213558500E-02 7.508732000E-03 1.133757600E-02
1.600000000E+01 3.202783400E-02 3.152733600E-02 3.110200200E-02 3.099259600E-02 3.054889000E-02 3.010556300E-02 2.968101800E-02 2.863438300E-02 2.680578400E-02 2.375006500E-02 1.789134000E-02
1.700000000E+01 6.957944300E-02 6.913007200E-02 6.813716500E-02 6.726550300E-02 6.575585200E-02 6.410154300E-02 6.292724100E-02 6.152701600E-02 5.996034700E-02 5.960109100E-02 5.930803900E-02
1.549996187E+01 2.217339500E-02 2.213851800E-02 2.214556500E-02 2.142584600E-02 1.986971200E-02 1.684040700E-02 1.067251200E-02 -6.716420000E-04 -2.029124800E-02 -5.256569000E-02 -9.917433500E-02
1.649996187E+01 5.627100000E-02 5.504250900E-02 5.411651500E-02 5.264252200E-02 5.122075000E-02 5.022924000E-02 4.903348900E-02 4.801199200E-02 4.744838600E-02 4.665533400E-02 4.585651000E-02
1.674996808E+01 6.428802200E-02 6.340154400E-02 6.264174500E-02 6.114885800E-02 5.955027700E-02 5.841616900E-02 5.700583000E-02 5.580236500E-02 5.518590100E-02 5.439787500E-02 5.390961800E-02
1.624993176E+01 4.357732000E-02 4.249653000E-02 4.133230400E-02 4.056895200E-02 3.962199500E-02 3.877858000E-02 3.834495900E-02 3.754996400E-02 3.668798400E-02 3.583126500E-02 3.402291600E-02
1.574996808E+01 2.608291500E-02 2.642264200E-02 2.636142100E-02 2.622849300E-02 2.544375900E-02 2.479533400E-02 2.345010100E-02 1.967980500E-02 1.363026000E-02 1.171696000E-03 -1.740148600E-02
1.524993176E+01 1.678405300E-02 1.664389200E-02 1.558055100E-02 1.304623200E-02 7.660688000E-03 -2.762227000E-03 -2.211564800E-02 -5.446177200E-02 -1.024816300E-01 -1.227590650E-01 -5.046428500E-02
