fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
00T1 7:0 295.4 39.25 1.000E+000 2.112E+000 3.955E-006 7.815E+004 2.323E+000 9.448E-008 1.468E-003 
00T2 7:20 296.9 39.05 1.000E+000 2.093E+000 4.125E-006 7.402E+004 2.304E+000 9.983E-008 1.597E-003 
00T3 7:54 298.9 38.79 1.000E+000 2.177E+000 3.644E-006 6.878E+004 2.303E+000 1.006E-007 8.255E-004 
00T4 8:16 300.7 38.56 1.000E+000 2.136E+000 3.159E-006 6.434E+004 2.327E+000 9.562E-008 9.023E-004 
00T5 8:36 303.6 38.19 1.000E+000 2.109E+000 3.316E-006 5.766E+004 2.317E+000 1.029E-007 9.076E-004 
00T6 8:58 306.3 37.85 1.000E+000 1.933E+000 2.893E-006 5.197E+004 2.319E+000 1.059E-007 2.140E-003 
00T7 9:17 308.7 37.56 1.000E+000 1.928E+000 2.988E-006 4.729E+004 2.299E+000 1.117E-007 1.159E-003 
00T8 9:37 310.9 37.29 1.000E+000 2.016E+000 2.744E-006 4.330E+004 2.315E+000 1.104E-007 6.866E-004 
00T9 9:56 312.2 37.14 1.000E+000 2.263E+000 2.359E-006 4.106E+004 2.320E+000 1.052E-007 9.454E-004 
0T10 10:18 315.5 36.75 1.000E+000 2.247E+000 2.729E-006 3.579E+004 2.308E+000 1.164E-007 1.137E-003 
0T11 10:36 317.9 36.47 1.000E+000 2.155E+000 2.788E-006 3.227E+004 2.292E+000 1.223E-007 1.105E-003 
0T12 10:58 320.2 36.21 1.000E+000 2.208E+000 2.835E-006 2.913E+004 2.283E+000 1.244E-007 9.239E-004 
0T13 11:17 322.5 35.95 1.000E+000 2.244E+000 2.829E-006 2.619E+004 2.288E+000 1.262E-007 9.596E-004 
0T14 11:42 325.4 35.63 1.000E+000 2.291E+000 2.989E-006 2.273E+004 2.291E+000 1.261E-007 1.209E-003 
0T15 12:4 328 35.35 1.000E+000 2.366E+000 3.048E-006 1.984E+004 2.281E+000 1.315E-007 1.605E-003 
0T16 12:26 330.4 35.09 1.000E+000 2.421E+000 2.982E-006 1.731E+004 2.266E+000 1.377E-007 7.921E-004 
