N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 305 1.800E-4 1.226201434E+00 1.268636001E+00
1.468000E+10 1.000E+17 305 1.800E-4 1.255234526E+00 1.269409124E+00
2.154000E+10 1.000E+17 305 1.800E-4 1.257804855E+00 1.270338094E+00
3.162000E+10 1.000E+17 305 1.800E-4 1.264363020E+00 1.272129338E+00
4.642000E+10 1.000E+17 305 1.800E-4 1.268738311E+00 1.274409557E+00
6.813000E+10 1.000E+17 305 1.800E-4 1.272640678E+00 1.276628359E+00
1.000000E+11 1.000E+17 305 1.800E-4 1.276911251E+00 1.279723796E+00
1.468000E+11 1.000E+17 305 1.800E-4 1.281251530E+00 1.283232284E+00
2.154000E+11 1.000E+17 305 1.800E-4 1.286077282E+00 1.287273783E+00
3.162000E+11 1.000E+17 305 1.800E-4 1.290475823E+00 1.291186629E+00
4.642000E+11 1.000E+17 305 1.800E-4 1.294531010E+00 1.295022221E+00
6.813000E+11 1.000E+17 305 1.800E-4 1.298832822E+00 1.299177449E+00
1.000000E+12 1.000E+17 305 1.800E-4 1.302767024E+00 1.303317689E+00
1.468000E+12 1.000E+17 305 1.800E-4 1.307142776E+00 1.307610087E+00
2.154000E+12 1.000E+17 305 1.800E-4 1.311722164E+00 1.312100426E+00
3.162000E+12 1.000E+17 305 1.800E-4 1.316363539E+00 1.316687963E+00
4.642000E+12 1.000E+17 305 1.800E-4 1.307924139E+00 1.308187677E+00
6.813000E+12 1.000E+17 305 1.800E-4 1.319051640E+00 1.319274450E+00
1.000000E+13 1.000E+17 305 1.800E-4 1.333571056E+00 1.333814457E+00
