T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.281282346E+00 1.219894599E+00 6.138774700E-02 1.275648591E+00 1.218717286E+00 5.693130500E-02 5.633755000E-03 1.177313000E-03
295 1.281519254E+00 1.051603228E+00 2.299160260E-01 1.276523708E+00 1.049875029E+00 2.266486790E-01 4.995546000E-03 1.728199000E-03
300 1.282808703E+00 1.225703335E+00 5.710536800E-02 1.278370440E+00 1.224535282E+00 5.383515800E-02 4.438263000E-03 1.168053000E-03
305 1.284999090E+00 1.066173261E+00 2.188258290E-01 1.281006651E+00 1.064010461E+00 2.169961900E-01 3.992439000E-03 2.162800000E-03
310 1.286738731E+00 1.232561178E+00 5.417755300E-02 1.283060672E+00 1.231160750E+00 5.189992200E-02 3.678059000E-03 1.400428000E-03
315 1.289796491E+00 1.081627612E+00 2.081688790E-01 1.286288974E+00 1.079020902E+00 2.072680720E-01 3.507517000E-03 2.606710000E-03
320 1.292949375E+00 1.237583153E+00 5.536622200E-02 1.289459765E+00 1.235729961E+00 5.372980400E-02 3.489610000E-03 1.853192000E-03
325 1.295725219E+00 1.099848580E+00 1.958766390E-01 1.292105099E+00 1.096682442E+00 1.954226570E-01 3.620120000E-03 3.166138000E-03
330 1.297830780E+00 1.240127654E+00 5.770312600E-02 1.293937119E+00 1.237555094E+00 5.638202500E-02 3.893661000E-03 2.572560000E-03
335 1.298603570E+00 1.116877358E+00 1.817262120E-01 1.294310717E+00 1.113204791E+00 1.811059260E-01 4.292853000E-03 3.672567000E-03
340 1.297111268E+00 1.240318959E+00 5.679230900E-02 1.292331431E+00 1.236735237E+00 5.559619400E-02 4.779837000E-03 3.583722000E-03
