fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L1 27792 300 38.65 4.516952649E-08 3.755353734E+00 9.112769693E+03 7.319669601E-05 3.019758979E+00 2.197413414E+03 0.000000000E+00 2.495872545E-04 4.912233234E-01 2.320137531E-04 4.378358308E-05 3.841657042E-01 2.859259908E-01 1.531290771E-04 1.717220800E-03 
00L2 31778 300.1 38.64 9.416428663E-08 4.016448312E+00 1.229335383E+04 1.069473022E-04 4.144214377E+00 2.489554197E+03 0.000000000E+00 2.473123523E-04 4.954710582E-01 2.293471257E-04 4.311344405E-05 3.794033177E-01 2.852554830E-01 1.511397558E-04 2.340252655E-02 
00L3 31800 300.1 38.64 5.708577110E-08 3.885719077E+00 9.445704959E+03 8.354180919E-05 3.128200040E+00 2.235293052E+03 0.000000000E+00 2.469133366E-04 4.931256593E-01 2.293882343E-04 4.355976080E-05 3.850851280E-01 2.881568401E-01 1.511668464E-04 5.751172045E-03 
00L4 31822 300.1 38.64 1.994864950E-08 3.605346755E+00 8.001139651E+03 7.752680285E-05 3.025151714E+00 2.201172355E+03 0.000000000E+00 2.482936643E-04 4.924071614E-01 2.297130069E-04 4.372142169E-05 3.865309981E-01 2.892562790E-01 1.511511586E-04 5.417185454E-03 
00L5 31844 300.1 38.64 5.450344721E-09 3.322800949E+00 7.836587836E+03 9.535128732E-05 3.997314109E+00 2.422230212E+03 0.000000000E+00 2.511258184E-04 4.948139756E-01 2.294300963E-04 4.362906336E-05 3.843116454E-01 2.881254138E-01 1.514238636E-04 4.840808995E-03 
00L6 31860 300.1 38.64 4.401411063E-08 3.821437316E+00 8.838807903E+03 7.894816419E-05 3.005800786E+00 2.198803129E+03 0.000000000E+00 2.471057419E-04 4.934139145E-01 2.293751574E-04 4.360272514E-05 3.852617214E-01 2.888958877E-01 1.509288536E-04 3.848319924E-03 
00L7 31880 300 38.64 5.000000000E-09 3.390386814E+00 8.826810296E+03 1.248773207E-04 5.187149703E+00 2.744527535E+03 0.000000000E+00 2.527576832E-04 4.985235495E-01 2.290731002E-04 4.333689271E-05 3.794879557E-01 2.870769085E-01 1.509591731E-04 1.185266120E-02 
00L8 31902 300 38.65 1.818698683E-07 4.252645639E+00 1.125148005E+04 8.628087378E-05 3.021013539E+00 2.227364852E+03 0.000000000E+00 2.449617001E-04 4.942114584E-01 2.285619028E-04 4.335950017E-05 3.838553639E-01 2.883065642E-01 1.503937321E-04 1.431586880E-02 
00L9 31922 300 38.65 2.559989815E-08 3.637593649E+00 8.682046248E+03 7.683632553E-05 3.001108286E+00 2.204446487E+03 0.000000000E+00 2.458985644E-04 4.921436602E-01 2.285102113E-04 4.375198899E-05 3.890454086E-01 2.892239145E-01 1.512737599E-04 1.476651884E-02 
0L10 31942 300 38.64 2.300715152E-08 3.651428595E+00 8.292960731E+03 7.936288037E-05 3.101899072E+00 2.215000059E+03 0.000000000E+00 2.472155999E-04 4.940173046E-01 2.288429298E-04 4.368529449E-05 3.864164503E-01 2.901161295E-01 1.505786478E-04 8.495484181E-03 
0L11 31964 300 38.64 4.768269056E-07 4.605212612E+00 1.365383980E+04 9.187989631E-05 3.000001831E+00 2.250938205E+03 0.000000000E+00 2.441015555E-04 4.965830884E-01 2.283536650E-04 4.340079767E-05 3.827346660E-01 2.892839612E-01 1.500283579E-04 1.589067810E-02 
0L12 31982 300 38.64 2.995880665E-08 3.743612912E+00 8.453098622E+03 8.184347411E-05 3.079831399E+00 2.220423682E+03 0.000000000E+00 2.470261130E-04 4.946971345E-01 2.287864945E-04 4.370314999E-05 3.861383727E-01 2.907481682E-01 1.503127269E-04 7.006973701E-03 
