name time T kT_1 I
100RV 100rv.dat 300 38.65 1.050E-006
10RV 10rv.dat 300 38.65 7.955E-007
11RV 11rv.dat 300 38.65 7.092E-007
12RV 12rv.dat 300 38.65 6.997E-007
13RV 13rv.dat 300 38.65 7.401E-007
14RV 14rv.dat 300 38.65 7.252E-007
15RV 15rv.dat 300 38.65 6.079E-007
16RV 16rv.dat 300 38.65 7.654E-007
17RV 17rv.dat 300 38.65 6.896E-007
18RV 18rv.dat 300 38.65 7.313E-007
19RV 19rv.dat 300 38.65 6.981E-007
1RV 1rv.dat 300 38.65 7.717E-007
20RV 20rv.dat 300 38.65 7.042E-007
21RV 21rv.dat 300 38.65 7.191E-007
22RV 22rv.dat 300 38.65 6.953E-007
23RV 23rv.dat 300 38.65 7.176E-007
24RV 24rv.dat 300 38.65 7.177E-007
25RV 25rv.dat 300.1 38.63 7.545E-007
26RV 26rv.dat 300 38.65 7.718E-007
27RV 27rv.dat 300 38.65 7.505E-007
28RV 28rv.dat 300 38.65 7.102E-007
29RV 29rv.dat 300 38.65 7.366E-007
2RV 2rv.dat 300 38.65 7.413E-007
30RV 30rv.dat 300 38.65 7.142E-007
31RV 31rv.dat 300 38.65 7.078E-007
32RV 32rv.dat 300 38.65 1.106E-006
33RV 33rv.dat 300 38.65 1.104E-006
34RV 34rv.dat 300 38.65 1.121E-006
35RV 35rv.dat 300 38.65 1.291E-006
36RV 36rv.dat 300 38.65 1.253E-006
37RV 37rv.dat 300 38.65 1.513E-006
38RV 38rv.dat 300 38.65 1.180E-006
39RV 39rv.dat 300 38.65 1.161E-006
3RV 3rv.dat 300 38.65 7.141E-007
40RV 40rv.dat 300 38.65 1.243E-006
41RV 41rv.dat 300 38.65 1.255E-006
42RV 42rv.dat 300 38.65 1.192E-006
43RV 43rv.dat 300 38.65 1.295E-006
44RV 44rv.dat 300 38.65 1.238E-006
45RV 45rv.dat 300 38.65 1.253E-006
46RV 46rv.dat 300 38.65 1.168E-006
47RV 47rv.dat 300.1 38.63 1.358E-006
48RV 48rv.dat 300 38.65 1.283E-006
49RV 49rv.dat 300 38.65 1.277E-006
4RV 4rv.dat 300 38.65 6.887E-007
50RV 50rv.dat 300 38.65 1.275E-006
51RV 51rv.dat 300 38.65 1.301E-006
52RV 52rv.dat 300 38.65 1.169E-006
53RV 53rv.dat 300 38.65 1.244E-006
54RV 54rv.dat 300 38.65 1.138E-006
55RV 55rv.dat 300 38.65 1.203E-006
56RV 56rv.dat 300 38.65 1.205E-006
57RV 57rv.dat 300 38.65 1.143E-006
58RV 58rv.dat 300 38.65 1.180E-006
59RV 59rv.dat 300 38.65 1.228E-006
5RV 5rv.dat 300 38.65 7.172E-007
60RV 60rv.dat 300 38.65 1.127E-006
61RV 61rv.dat 299.8 38.67 1.053E-006
62RV 62rv.dat 300 38.65 1.193E-006
63RV 63rv.dat 300 38.65 1.097E-006
64RV 64rv.dat 300 38.65 1.161E-006
65RV 65rv.dat 300 38.65 1.158E-006
66RV 66rv.dat 300 38.65 1.170E-006
67RV 67rv.dat 300 38.65 1.088E-006
68RV 68rv.dat 300 38.65 1.097E-006
69RV 69rv.dat 300 38.65 1.117E-006
6RV 6rv.dat 300 38.65 7.627E-007
70RV 70rv.dat 300 38.65 1.030E-006
71RV 71rv.dat 300 38.65 1.140E-006
72RV 72rv.dat 300 38.65 1.044E-006
73RV 73rv.dat 300 38.65 1.043E-006
74RV 74rv.dat 300 38.65 1.047E-006
75RV 75rv.dat 300 38.65 1.077E-006
76RV 76rv.dat 300 38.65 1.046E-006
77RV 77rv.dat 300 38.65 1.169E-006
78RV 78rv.dat 300 38.65 1.085E-006
79RV 79rv.dat 300 38.65 1.112E-006
7RV 7rv.dat 300 38.65 7.455E-007
80RV 80rv.dat 300 38.65 1.105E-006
81RV 81rv.dat 300 38.65 1.132E-006
82RV 82rv.dat 300 38.65 1.048E-006
83RV 83rv.dat 300 38.65 1.116E-006
84RV 84rv.dat 300 38.65 1.037E-006
85RV 85rv.dat 300 38.65 1.088E-006
86RV 86rv.dat 300 38.65 1.042E-006
87RV 87rv.dat 300 38.65 1.125E-006
88RV 88rv.dat 300 38.65 1.059E-006
89RV 89rv.dat 300 38.65 1.076E-006
8RV 8rv.dat 300 38.65 7.351E-007
90RV 90rv.dat 300 38.65 1.025E-006
91RV 91rv.dat 300 38.65 1.065E-006
92RV 92rv.dat 300 38.65 1.090E-006
93RV 93rv.dat 300 38.65 1.068E-006
94RV 94rv.dat 300 38.65 1.176E-006
95RV 95rv.dat 300 38.65 1.049E-006
96RV 96rv.dat 300 38.65 1.049E-006
97RV 97rv.dat 300 38.65 1.000E-006
98RV 98rv.dat 300 38.65 1.123E-006
99RV 99rv.dat 300 38.65 1.084E-006
9RV 9rv.dat 300 38.65 7.163E-007
