name time T kT_1 I
100RV 100rv.dat 300 38.65 4.911E-007
10RV 10rv.dat 300 38.65 3.309E-007
11RV 11rv.dat 300 38.65 3.301E-007
12RV 12rv.dat 300 38.65 3.230E-007
13RV 13rv.dat 300 38.65 3.634E-007
14RV 14rv.dat 300 38.65 3.418E-007
15RV 15rv.dat 300 38.65 3.442E-007
16RV 16rv.dat 300 38.65 3.241E-007
17RV 17rv.dat 300 38.65 3.138E-007
18RV 18rv.dat 300 38.65 3.345E-007
19RV 19rv.dat 300 38.65 3.489E-007
1RV 1rv.dat 300 38.65 3.259E-007
20RV 20rv.dat 300 38.65 3.281E-007
21RV 21rv.dat 300 38.65 3.454E-007
22RV 22rv.dat 300 38.65 3.195E-007
23RV 23rv.dat 300 38.65 3.344E-007
24RV 24rv.dat 300 38.65 3.406E-007
25RV 25rv.dat 300.1 38.63 3.755E-007
26RV 26rv.dat 300 38.65 3.313E-007
27RV 27rv.dat 300 38.65 3.261E-007
28RV 28rv.dat 300 38.65 3.404E-007
29RV 29rv.dat 300 38.65 3.275E-007
2RV 2rv.dat 300 38.65 3.792E-007
30RV 30rv.dat 300 38.65 3.284E-007
31RV 31rv.dat 300 38.65 3.523E-007
32RV 32rv.dat 300 38.65 5.828E-007
33RV 33rv.dat 300 38.65 5.767E-007
34RV 34rv.dat 300 38.65 5.607E-007
35RV 35rv.dat 300 38.65 5.940E-007
36RV 36rv.dat 300 38.65 6.068E-007
37RV 37rv.dat 300 38.65 6.574E-007
38RV 38rv.dat 300 38.65 6.408E-007
39RV 39rv.dat 300 38.65 5.722E-007
3RV 3rv.dat 300 38.65 3.495E-007
40RV 40rv.dat 300 38.65 5.571E-007
41RV 41rv.dat 300 38.65 7.187E-007
42RV 42rv.dat 300 38.65 6.143E-007
43RV 43rv.dat 300 38.65 5.942E-007
44RV 44rv.dat 300 38.65 6.469E-007
45RV 45rv.dat 300 38.65 6.082E-007
46RV 46rv.dat 300 38.65 7.276E-007
47RV 47rv.dat 300.1 38.63 6.631E-007
48RV 48rv.dat 300 38.65 6.794E-007
49RV 49rv.dat 300 38.65 6.049E-007
4RV 4rv.dat 300 38.65 3.261E-007
50RV 50rv.dat 300 38.65 6.209E-007
51RV 51rv.dat 300 38.65 6.989E-007
52RV 52rv.dat 300 38.65 6.118E-007
53RV 53rv.dat 300 38.65 6.445E-007
54RV 54rv.dat 300 38.65 5.976E-007
55RV 55rv.dat 300 38.65 5.720E-007
56RV 56rv.dat 300 38.65 5.983E-007
57RV 57rv.dat 300 38.65 5.353E-007
58RV 58rv.dat 300 38.65 5.406E-007
59RV 59rv.dat 300 38.65 5.519E-007
5RV 5rv.dat 300 38.65 3.186E-007
60RV 60rv.dat 300 38.65 5.598E-007
61RV 61rv.dat 299.8 38.67 5.167E-007
62RV 62rv.dat 300 38.65 5.401E-007
63RV 63rv.dat 300 38.65 5.750E-007
64RV 64rv.dat 300 38.65 6.224E-007
65RV 65rv.dat 300 38.65 6.275E-007
66RV 66rv.dat 300 38.65 5.817E-007
67RV 67rv.dat 300 38.65 5.940E-007
68RV 68rv.dat 300 38.65 5.610E-007
69RV 69rv.dat 300 38.65 5.479E-007
6RV 6rv.dat 300 38.65 3.166E-007
70RV 70rv.dat 300 38.65 5.238E-007
71RV 71rv.dat 300 38.65 5.316E-007
72RV 72rv.dat 300 38.65 4.886E-007
73RV 73rv.dat 300 38.65 5.623E-007
74RV 74rv.dat 300 38.65 5.558E-007
75RV 75rv.dat 300 38.65 4.879E-007
76RV 76rv.dat 300 38.65 5.080E-007
77RV 77rv.dat 300 38.65 5.458E-007
78RV 78rv.dat 300 38.65 5.500E-007
79RV 79rv.dat 300 38.65 5.622E-007
7RV 7rv.dat 300 38.65 3.331E-007
80RV 80rv.dat 300 38.65 5.875E-007
81RV 81rv.dat 300 38.65 5.115E-007
82RV 82rv.dat 300 38.65 5.503E-007
83RV 83rv.dat 300 38.65 5.076E-007
84RV 84rv.dat 300 38.65 5.315E-007
85RV 85rv.dat 300 38.65 5.594E-007
86RV 86rv.dat 300 38.65 5.471E-007
87RV 87rv.dat 300 38.65 5.296E-007
88RV 88rv.dat 300 38.65 4.815E-007
89RV 89rv.dat 300 38.65 5.063E-007
8RV 8rv.dat 300 38.65 3.509E-007
90RV 90rv.dat 300 38.65 5.093E-007
91RV 91rv.dat 300 38.65 5.261E-007
92RV 92rv.dat 300 38.65 5.054E-007
93RV 93rv.dat 300 38.65 5.812E-007
94RV 94rv.dat 300 38.65 5.416E-007
95RV 95rv.dat 300 38.65 4.744E-007
96RV 96rv.dat 300 38.65 4.750E-007
97RV 97rv.dat 300 38.65 4.970E-007
98RV 98rv.dat 300 38.65 5.206E-007
99RV 99rv.dat 300 38.65 4.875E-007
9RV 9rv.dat 300 38.65 3.302E-007
