name time T kT_1 I
100RV 100rv.dat 300 38.65 6.147E-006
10RV 10rv.dat 300 38.65 5.236E-006
11RV 11rv.dat 300 38.65 5.243E-006
12RV 12rv.dat 300 38.65 5.214E-006
13RV 13rv.dat 300 38.65 5.207E-006
14RV 14rv.dat 300 38.65 5.215E-006
15RV 15rv.dat 300 38.65 5.159E-006
16RV 16rv.dat 300 38.65 5.198E-006
17RV 17rv.dat 300 38.65 5.095E-006
18RV 18rv.dat 300 38.65 5.012E-006
19RV 19rv.dat 300 38.65 5.113E-006
1RV 1rv.dat 300 38.65 5.345E-006
20RV 20rv.dat 300 38.65 5.250E-006
21RV 21rv.dat 300 38.65 5.121E-006
22RV 22rv.dat 300 38.65 5.179E-006
23RV 23rv.dat 300 38.65 5.234E-006
24RV 24rv.dat 300 38.65 5.216E-006
25RV 25rv.dat 300.1 38.63 5.301E-006
26RV 26rv.dat 300 38.65 5.164E-006
27RV 27rv.dat 300 38.65 5.204E-006
28RV 28rv.dat 300 38.65 5.121E-006
29RV 29rv.dat 300 38.65 5.196E-006
2RV 2rv.dat 300 38.65 5.323E-006
30RV 30rv.dat 300 38.65 5.289E-006
31RV 31rv.dat 300 38.65 6.925E-006
32RV 32rv.dat 300 38.65 6.578E-006
33RV 33rv.dat 300 38.65 6.718E-006
34RV 34rv.dat 300 38.65 6.883E-006
35RV 35rv.dat 300 38.65 7.213E-006
36RV 36rv.dat 300 38.65 7.233E-006
37RV 37rv.dat 300 38.65 7.242E-006
38RV 38rv.dat 300 38.65 6.852E-006
39RV 39rv.dat 300 38.65 7.038E-006
3RV 3rv.dat 300 38.65 5.243E-006
40RV 40rv.dat 300 38.65 7.091E-006
41RV 41rv.dat 300 38.65 7.210E-006
42RV 42rv.dat 300 38.65 7.096E-006
43RV 43rv.dat 300 38.65 7.190E-006
44RV 44rv.dat 300 38.65 7.153E-006
45RV 45rv.dat 300 38.65 7.032E-006
46RV 46rv.dat 300 38.65 7.418E-006
47RV 47rv.dat 300.1 38.63 7.569E-006
48RV 48rv.dat 300 38.65 7.296E-006
49RV 49rv.dat 300 38.65 7.165E-006
4RV 4rv.dat 300 38.65 5.123E-006
50RV 50rv.dat 300 38.65 7.204E-006
51RV 51rv.dat 300 38.65 7.349E-006
52RV 52rv.dat 300 38.65 6.909E-006
53RV 53rv.dat 300 38.65 7.002E-006
54RV 54rv.dat 300 38.65 6.657E-006
55RV 55rv.dat 300 38.65 6.771E-006
56RV 56rv.dat 300 38.65 6.810E-006
57RV 57rv.dat 300 38.65 6.776E-006
58RV 58rv.dat 300 38.65 6.811E-006
59RV 59rv.dat 300 38.65 6.778E-006
5RV 5rv.dat 300 38.65 5.088E-006
60RV 60rv.dat 300 38.65 6.935E-006
61RV 61rv.dat 299.8 38.67 6.427E-006
62RV 62rv.dat 300 38.65 6.525E-006
63RV 63rv.dat 300 38.65 6.503E-006
64RV 64rv.dat 300 38.65 6.847E-006
65RV 65rv.dat 300 38.65 6.725E-006
66RV 66rv.dat 300 38.65 6.809E-006
67RV 67rv.dat 300 38.65 6.744E-006
68RV 68rv.dat 300 38.65 6.633E-006
69RV 69rv.dat 300 38.65 6.551E-006
6RV 6rv.dat 300 38.65 5.197E-006
70RV 70rv.dat 300 38.65 6.412E-006
71RV 71rv.dat 300 38.65 6.525E-006
72RV 72rv.dat 300 38.65 6.304E-006
73RV 73rv.dat 300 38.65 6.269E-006
74RV 74rv.dat 300 38.65 6.452E-006
75RV 75rv.dat 300 38.65 6.304E-006
76RV 76rv.dat 300 38.65 6.369E-006
77RV 77rv.dat 300 38.65 6.611E-006
78RV 78rv.dat 300 38.65 6.452E-006
79RV 79rv.dat 300 38.65 6.602E-006
7RV 7rv.dat 300 38.65 5.239E-006
80RV 80rv.dat 300 38.65 6.934E-006
81RV 81rv.dat 300 38.65 6.453E-006
82RV 82rv.dat 300 38.65 6.354E-006
83RV 83rv.dat 300 38.65 6.453E-006
84RV 84rv.dat 300 38.65 6.482E-006
85RV 85rv.dat 300 38.65 6.371E-006
86RV 86rv.dat 300 38.65 6.402E-006
87RV 87rv.dat 300 38.65 6.405E-006
88RV 88rv.dat 300 38.65 6.254E-006
89RV 89rv.dat 300 38.65 6.268E-006
8RV 8rv.dat 300 38.65 5.207E-006
90RV 90rv.dat 300 38.65 6.423E-006
91RV 91rv.dat 300 38.65 6.356E-006
92RV 92rv.dat 300 38.65 6.423E-006
93RV 93rv.dat 300 38.65 6.457E-006
94RV 94rv.dat 300 38.65 6.375E-006
95RV 95rv.dat 300 38.65 6.125E-006
96RV 96rv.dat 300 38.65 6.073E-006
97RV 97rv.dat 300 38.65 6.149E-006
98RV 98rv.dat 300 38.65 6.156E-006
99RV 99rv.dat 300 38.65 6.107E-006
9RV 9rv.dat 300 38.65 5.223E-006
