name time T kT_1 I
100RV 100rv.dat 300 38.65 2.162E-006
10RV 10rv.dat 300 38.65 1.691E-006
11RV 11rv.dat 300 38.65 1.737E-006
12RV 12rv.dat 300 38.65 1.685E-006
13RV 13rv.dat 300 38.65 1.647E-006
14RV 14rv.dat 300 38.65 1.663E-006
15RV 15rv.dat 300 38.65 1.653E-006
16RV 16rv.dat 300 38.65 1.801E-006
17RV 17rv.dat 300 38.65 1.667E-006
18RV 18rv.dat 300 38.65 1.687E-006
19RV 19rv.dat 300 38.65 1.699E-006
1RV 1rv.dat 300 38.65 1.830E-006
20RV 20rv.dat 300 38.65 1.726E-006
21RV 21rv.dat 300 38.65 1.708E-006
22RV 22rv.dat 300 38.65 1.702E-006
23RV 23rv.dat 300 38.65 1.781E-006
24RV 24rv.dat 300 38.65 1.702E-006
25RV 25rv.dat 300.1 38.63 1.710E-006
26RV 26rv.dat 300 38.65 1.677E-006
27RV 27rv.dat 300 38.65 1.673E-006
28RV 28rv.dat 300 38.65 1.697E-006
29RV 29rv.dat 300 38.65 1.600E-006
2RV 2rv.dat 300 38.65 1.784E-006
30RV 30rv.dat 300 38.65 1.702E-006
31RV 31rv.dat 300 38.65 1.583E-006
32RV 32rv.dat 300 38.65 2.475E-006
33RV 33rv.dat 300 38.65 2.465E-006
34RV 34rv.dat 300 38.65 2.378E-006
35RV 35rv.dat 300 38.65 2.602E-006
36RV 36rv.dat 300 38.65 2.668E-006
37RV 37rv.dat 300 38.65 2.744E-006
38RV 38rv.dat 300 38.65 2.471E-006
39RV 39rv.dat 300 38.65 2.594E-006
3RV 3rv.dat 300 38.65 1.738E-006
40RV 40rv.dat 300 38.65 2.568E-006
41RV 41rv.dat 300 38.65 2.719E-006
42RV 42rv.dat 300 38.65 2.730E-006
43RV 43rv.dat 300 38.65 2.609E-006
44RV 44rv.dat 300 38.65 2.670E-006
45RV 45rv.dat 300 38.65 2.517E-006
46RV 46rv.dat 300 38.65 2.867E-006
47RV 47rv.dat 300.1 38.63 2.879E-006
48RV 48rv.dat 300 38.65 2.848E-006
49RV 49rv.dat 300 38.65 2.661E-006
4RV 4rv.dat 300 38.65 1.578E-006
50RV 50rv.dat 300 38.65 2.688E-006
51RV 51rv.dat 300 38.65 2.871E-006
52RV 52rv.dat 300 38.65 2.547E-006
53RV 53rv.dat 300 38.65 2.618E-006
54RV 54rv.dat 300 38.65 2.412E-006
55RV 55rv.dat 300 38.65 2.466E-006
56RV 56rv.dat 300 38.65 2.468E-006
57RV 57rv.dat 300 38.65 2.425E-006
58RV 58rv.dat 300 38.65 2.431E-006
59RV 59rv.dat 300 38.65 2.453E-006
5RV 5rv.dat 300 38.65 1.571E-006
60RV 60rv.dat 300 38.65 2.508E-006
61RV 61rv.dat 299.8 38.67 2.277E-006
62RV 62rv.dat 300 38.65 2.359E-006
63RV 63rv.dat 300 38.65 2.419E-006
64RV 64rv.dat 300 38.65 2.597E-006
65RV 65rv.dat 300 38.65 2.409E-006
66RV 66rv.dat 300 38.65 2.508E-006
67RV 67rv.dat 300 38.65 2.443E-006
68RV 68rv.dat 300 38.65 2.437E-006
69RV 69rv.dat 300 38.65 2.456E-006
6RV 6rv.dat 300 38.65 1.645E-006
70RV 70rv.dat 300 38.65 2.313E-006
71RV 71rv.dat 300 38.65 2.363E-006
72RV 72rv.dat 300 38.65 2.254E-006
73RV 73rv.dat 300 38.65 2.210E-006
74RV 74rv.dat 300 38.65 2.400E-006
75RV 75rv.dat 300 38.65 2.249E-006
76RV 76rv.dat 300 38.65 2.298E-006
77RV 77rv.dat 300 38.65 2.383E-006
78RV 78rv.dat 300 38.65 2.322E-006
79RV 79rv.dat 300 38.65 2.399E-006
7RV 7rv.dat 300 38.65 1.594E-006
80RV 80rv.dat 300 38.65 2.552E-006
81RV 81rv.dat 300 38.65 2.438E-006
82RV 82rv.dat 300 38.65 2.280E-006
83RV 83rv.dat 300 38.65 2.291E-006
84RV 84rv.dat 300 38.65 2.356E-006
85RV 85rv.dat 300 38.65 2.322E-006
86RV 86rv.dat 300 38.65 2.398E-006
87RV 87rv.dat 300 38.65 2.330E-006
88RV 88rv.dat 300 38.65 2.241E-006
89RV 89rv.dat 300 38.65 2.222E-006
8RV 8rv.dat 300 38.65 1.678E-006
90RV 90rv.dat 300 38.65 2.274E-006
91RV 91rv.dat 300 38.65 2.363E-006
92RV 92rv.dat 300 38.65 2.264E-006
93RV 93rv.dat 300 38.65 2.262E-006
94RV 94rv.dat 300 38.65 2.308E-006
95RV 95rv.dat 300 38.65 2.156E-006
96RV 96rv.dat 300 38.65 2.263E-006
97RV 97rv.dat 300 38.65 2.182E-006
98RV 98rv.dat 300 38.65 2.213E-006
99RV 99rv.dat 300 38.65 2.199E-006
9RV 9rv.dat 300 38.65 1.727E-006
