N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.192076939E+00 1.192275631E+00 1.191726598E+00 1.188209540E+00 1.177107340E+00 1.147552828E+00 1.080643388E+00 1.012710282E+00 1.014082765E+00 1.017645665E+00 1.024159897E+00
1.600000000E+01 1.210980243E+00 1.213539246E+00 1.216155641E+00 1.218191754E+00 1.220565629E+00 1.222613954E+00 1.223469002E+00 1.224291322E+00 1.223997455E+00 1.221724778E+00 1.217912694E+00
1.700000000E+01 1.232859114E+00 1.235274859E+00 1.237459527E+00 1.238517087E+00 1.239541480E+00 1.239762065E+00 1.237829364E+00 1.235819471E+00 1.232381416E+00 1.226208537E+00 1.220316282E+00
1.549996187E+01 1.198866118E+00 1.200783122E+00 1.202819691E+00 1.204959518E+00 1.206741020E+00 1.207385572E+00 1.206421182E+00 1.201050515E+00 1.185849378E+00 1.151391487E+00 1.082177837E+00
1.649996187E+01 1.211827656E+00 1.215072579E+00 1.217609766E+00 1.220535119E+00 1.222974088E+00 1.224117732E+00 1.225278905E+00 1.225682797E+00 1.224187533E+00 1.222753351E+00 1.220346992E+00
1.674996808E+01 1.218492667E+00 1.221456300E+00 1.223544589E+00 1.225886694E+00 1.227675917E+00 1.227961499E+00 1.228291629E+00 1.227667718E+00 1.224870750E+00 1.222090047E+00 1.218268355E+00
1.624993176E+01 1.211636209E+00 1.214539494E+00 1.217519877E+00 1.219880545E+00 1.222514880E+00 1.224573104E+00 1.225512123E+00 1.226238327E+00 1.226315737E+00 1.224447913E+00 1.222388043E+00
1.574996808E+01 1.205684222E+00 1.207482254E+00 1.209842812E+00 1.212231751E+00 1.214441214E+00 1.215753888E+00 1.216958004E+00 1.216947612E+00 1.214238344E+00 1.207622263E+00 1.191585533E+00
1.524993176E+01 1.195638896E+00 1.196801856E+00 1.198370417E+00 1.199398968E+00 1.198953498E+00 1.194461657E+00 1.181110286E+00 1.147469258E+00 1.076535715E+00 1.009621091E+00 1.010715155E+00
