T nFsrh nFBsrh dnsrh nF nFB dn
290 1.161252132E+00 1.135245068E+00 2.600706400E-02 1.161245986E+00 1.135237665E+00 2.600832100E-02
295 1.167758432E+00 1.141665754E+00 2.609267800E-02 1.167747873E+00 1.141656040E+00 2.609183300E-02
300 1.172444270E+00 1.148876604E+00 2.356766600E-02 1.172318758E+00 1.148863887E+00 2.345487100E-02
305 1.171127321E+00 1.154931241E+00 1.619608000E-02 1.171111515E+00 1.154914876E+00 1.619663900E-02
310 1.174817881E+00 1.154155317E+00 2.066256400E-02 1.174798185E+00 1.154077872E+00 2.072031300E-02
315 1.176883440E+00 1.155392935E+00 2.149050500E-02 1.176859044E+00 1.155373897E+00 2.148514700E-02
320 1.159534227E+00 1.159920273E+00 -3.860460000E-04 1.159498705E+00 1.159889119E+00 -3.904140000E-04
325 1.142269351E+00 1.163230244E+00 -2.096089300E-02 1.142254484E+00 1.163190911E+00 -2.093642700E-02
330 1.132232638E+00 1.152078289E+00 -1.984565100E-02 1.132195062E+00 1.152047264E+00 -1.985220200E-02
335 1.111013770E+00 1.133744994E+00 -2.273122400E-02 1.110978660E+00 1.133585392E+00 -2.260673200E-02
340 1.058170046E+00 1.107523918E+00 -4.935387200E-02 1.058122478E+00 1.107463218E+00 -4.934074000E-02
