X Y Yfit
3.0000000E+1 1.1570000E-4 1.1613868E-4
5.1000000E+1 1.1550000E-4 1.1617505E-4
7.0000000E+1 1.1570000E-4 1.1620795E-4
8.9000000E+1 1.1590000E-4 1.1624082E-4
1.0800000E+2 1.1610000E-4 1.1627369E-4
1.2700000E+2 1.1630000E-4 1.1630654E-4
1.4600000E+2 1.1600000E-4 1.1633937E-4
1.6500000E+2 1.1590000E-4 1.1637219E-4
1.8400000E+2 1.1620000E-4 1.1640500E-4
2.0300000E+2 1.1620000E-4 1.1643779E-4
2.2300000E+2 1.1650000E-4 1.1647230E-4
2.4100000E+2 1.1660000E-4 1.1650334E-4
2.6000000E+2 1.1640000E-4 1.1653609E-4
2.7900000E+2 1.1630000E-4 1.1656882E-4
2.9800000E+2 1.1650000E-4 1.1660154E-4
3.1700000E+2 1.1670000E-4 1.1663425E-4
3.3600000E+2 1.1670000E-4 1.1666694E-4
3.5500000E+2 1.1670000E-4 1.1669962E-4
3.7400000E+2 1.1660000E-4 1.1673228E-4
3.9300000E+2 1.1650000E-4 1.1676493E-4
4.1300000E+2 1.1660000E-4 1.1679928E-4
4.3100000E+2 1.1690000E-4 1.1683018E-4
4.5000000E+2 1.1700000E-4 1.1686279E-4
4.6900000E+2 1.1690000E-4 1.1689538E-4
4.8800000E+2 1.1660000E-4 1.1692795E-4
5.0700000E+2 1.1680000E-4 1.1696051E-4
5.2600000E+2 1.1700000E-4 1.1699306E-4
5.4500000E+2 1.1720000E-4 1.1702559E-4
5.6400000E+2 1.1720000E-4 1.1705811E-4
5.8300000E+2 1.1690000E-4 1.1709061E-4
6.0300000E+2 1.1690000E-4 1.1712481E-4
6.2100000E+2 1.1710000E-4 1.1715557E-4
6.4000000E+2 1.1720000E-4 1.1718803E-4
6.5900000E+2 1.1740000E-4 1.1722047E-4
6.7800000E+2 1.1740000E-4 1.1725290E-4
6.9700000E+2 1.1720000E-4 1.1728532E-4
7.1600000E+2 1.1710000E-4 1.1731772E-4
7.3500000E+2 1.1730000E-4 1.1735010E-4
7.5400000E+2 1.1750000E-4 1.1738247E-4
7.7300000E+2 1.1770000E-4 1.1741483E-4
7.9300000E+2 1.1760000E-4 1.1744887E-4
8.1100000E+2 1.1740000E-4 1.1747949E-4
8.3100000E+2 1.1750000E-4 1.1751350E-4
8.4900000E+2 1.1740000E-4 1.1754410E-4
8.6800000E+2 1.1770000E-4 1.1757638E-4
8.8900000E+2 1.1780000E-4 1.1761204E-4
9.0600000E+2 1.1770000E-4 1.1764090E-4
9.2500000E+2 1.1750000E-4 1.1767314E-4
9.4400000E+2 1.1750000E-4 1.1770536E-4
9.6300000E+2 1.1780000E-4 1.1773756E-4
9.8300000E+2 1.1790000E-4 1.1777145E-4
1.0010000E+3 1.1800000E-4 1.1780193E-4
1.0200000E+3 1.1770000E-4 1.1783409E-4
1.0390000E+3 1.1770000E-4 1.1786624E-4
1.0580000E+3 1.1780000E-4 1.1789837E-4
