T d154 d184 d214 d244
d 150 180 210 240
290 1.318995550E+00 1.317469020E+00 1.317932790E+00 1.318053505E+00
295 1.317439743E+00 1.315640850E+00 1.316205446E+00 1.316342974E+00
300 1.316839708E+00 1.314872755E+00 1.315438796E+00 1.315648449E+00
305 1.317161653E+00 1.315165331E+00 1.315685729E+00 1.315974434E+00
310 1.318348016E+00 1.316617183E+00 1.316858432E+00 1.317252752E+00
315 1.320445287E+00 1.318739508E+00 1.318945780E+00 1.319085043E+00
320 1.323299087E+00 1.321856044E+00 1.321830724E+00 1.321912257E+00
325 1.326638909E+00 1.325198463E+00 1.325230200E+00 1.325174956E+00
330 1.330168073E+00 1.328871840E+00 1.329144552E+00 1.328857611E+00
335 1.333911500E+00 1.332580597E+00 1.332912057E+00 1.332694854E+00
340 1.337393414E+00 1.336016314E+00 1.336350044E+00 1.336155601E+00
