X Y Xfit Y
0.0000000E+0 -5.7334000E-3 1.6171533E-2 -5.7334000E-3
1.0000000E-2 -5.6913000E-3 2.5303710E-2 -5.6913000E-3
2.0000000E-2 -5.6491000E-3 3.4252577E-2 -5.6491000E-3
3.0000000E-2 -5.6066000E-3 4.3070278E-2 -5.6066000E-3
4.0000000E-2 -5.5639000E-3 5.1744329E-2 -5.5639000E-3
5.0000000E-2 -5.5209000E-3 6.0302689E-2 -5.5209000E-3
6.0000000E-2 -5.4776000E-3 6.8751834E-2 -5.4776000E-3
7.0000000E-2 -5.4338000E-3 7.7135703E-2 -5.4338000E-3
8.0000000E-2 -5.3896000E-3 8.5439204E-2 -5.3896000E-3
9.0000000E-2 -5.3449000E-3 9.3684941E-2 -5.3449000E-3
1.0000000E-1 -5.2996000E-3 1.0189398E-1 -5.2996000E-3
1.1000000E-1 -5.2536000E-3 1.1008600E-1 -5.2536000E-3
1.2000000E-1 -5.2068000E-3 1.1827943E-1 -5.2068000E-3
1.3000000E-1 -5.1592000E-3 1.2647445E-1 -5.1592000E-3
1.4000000E-1 -5.1105000E-3 1.3472170E-1 -5.1105000E-3
1.5000000E-1 -5.0606000E-3 1.4303559E-1 -5.0606000E-3
1.6000000E-1 -5.0095000E-3 1.5141339E-1 -5.0095000E-3
1.7000000E-1 -4.9570000E-3 1.5988465E-1 -4.9570000E-3
1.8000000E-1 -4.9028000E-3 1.6849286E-1 -4.9028000E-3
1.9000000E-1 -4.8469000E-3 1.7723233E-1 -4.8469000E-3
2.0000000E-1 -4.7891000E-3 1.8612831E-1 -4.7891000E-3
2.1000000E-1 -4.7292000E-3 1.9520449E-1 -4.7292000E-3
2.2000000E-1 -4.6671000E-3 2.0446836E-1 -4.6671000E-3
2.3000000E-1 -4.6026000E-3 2.1394148E-1 -4.6026000E-3
2.4000000E-1 -4.5355000E-3 2.2364415E-1 -4.5355000E-3
2.5000000E-1 -4.4659000E-3 2.3355300E-1 -4.4659000E-3
2.6000000E-1 -4.3935000E-3 2.4370176E-1 -4.3935000E-3
2.7000000E-1 -4.3184000E-3 2.5406734E-1 -4.3184000E-3
2.8000000E-1 -4.2404000E-3 2.6466857E-1 -4.2404000E-3
2.9000000E-1 -4.1596000E-3 2.7548331E-1 -4.1596000E-3
3.0000000E-1 -4.0760000E-3 2.8650396E-1 -4.0760000E-3
3.1000000E-1 -3.9897000E-3 2.9771053E-1 -3.9897000E-3
3.2000000E-1 -3.9006000E-3 3.0910977E-1 -3.9006000E-3
3.3000000E-1 -3.8089000E-3 3.2067060E-1 -3.8089000E-3
3.4000000E-1 -3.7147000E-3 3.3237617E-1 -3.7147000E-3
3.5000000E-1 -3.6181000E-3 3.4421076E-1 -3.6181000E-3
3.6000000E-1 -3.5194000E-3 3.5613562E-1 -3.5194000E-3
3.7000000E-1 -3.4186000E-3 3.6814974E-1 -3.4186000E-3
3.8000000E-1 -3.3160000E-3 3.8021723E-1 -3.3160000E-3
3.9000000E-1 -3.2117000E-3 3.9232716E-1 -3.2117000E-3
4.0000000E-1 -3.1059000E-3 4.0445785E-1 -3.1059000E-3
4.1000000E-1 -2.9989000E-3 4.1657743E-1 -2.9989000E-3
4.2000000E-1 -2.8907000E-3 4.2868891E-1 -2.8907000E-3
4.3000000E-1 -2.7817000E-3 4.4075115E-1 -2.7817000E-3
4.4000000E-1 -2.6719000E-3 4.5276827E-1 -2.6719000E-3
4.5000000E-1 -2.5617000E-3 4.6470107E-1 -2.5617000E-3
4.6000000E-1 -2.4513000E-3 4.7653319E-1 -2.4513000E-3
4.7000000E-1 -2.3407000E-3 4.8826985E-1 -2.3407000E-3
4.8000000E-1 -2.2303000E-3 4.9987410E-1 -2.2303000E-3
4.9000000E-1 -2.1202000E-3 5.1134126E-1 -2.1202000E-3
5.0000000E-1 -2.0107000E-3 5.2264606E-1 -2.0107000E-3
5.1000000E-1 -1.9020000E-3 5.3377404E-1 -1.9020000E-3
5.2000000E-1 -1.7942000E-3 5.4472110E-1 -1.7942000E-3
5.3000000E-1 -1.6875000E-3 5.5547296E-1 -1.6875000E-3
5.4000000E-1 -1.5822000E-3 5.6600556E-1 -1.5822000E-3
5.5000000E-1 -1.4785000E-3 5.7630514E-1 -1.4785000E-3
5.6000000E-1 -1.3764000E-3 5.8637770E-1 -1.3764000E-3
5.7000000E-1 -1.2763000E-3 5.9618971E-1 -1.2763000E-3
5.8000000E-1 -1.1783000E-3 6.0573732E-1 -1.1783000E-3
5.9000000E-1 -1.0826000E-3 6.1500683E-1 -1.0826000E-3
6.0000000E-1 -9.8925000E-4 6.2399893E-1 -9.8925000E-4
6.1000000E-1 -8.9843000E-4 6.3270161E-1 -8.9843000E-4
6.2000000E-1 -8.1025000E-4 6.4110944E-1 -8.1025000E-4
6.3000000E-1 -7.2480000E-4 6.4921873E-1 -7.2480000E-4
6.4000000E-1 -6.4215000E-4 6.5702746E-1 -6.4215000E-4
6.5000000E-1 -5.6232000E-4 6.6453808E-1 -5.6232000E-4
6.6000000E-1 -4.8532000E-4 6.7175368E-1 -4.8532000E-4
6.7000000E-1 -4.1114000E-4 6.7867895E-1 -4.1114000E-4
6.8000000E-1 -3.3972000E-4 6.8532290E-1 -3.3972000E-4
6.9000000E-1 -2.7098000E-4 6.9169611E-1 -2.7098000E-4
7.0000000E-1 -2.0484000E-4 6.9780883E-1 -2.0484000E-4
7.1000000E-1 -1.4116000E-4 7.0367652E-1 -1.4116000E-4
7.2000000E-1 -7.9816000E-5 7.0931288E-1 -7.9816000E-5
7.3000000E-1 -2.0648000E-5 7.1473462E-1 -2.0648000E-5
7.4000000E-1 3.6499000E-5 7.1995770E-1 3.6499000E-5
7.5000000E-1 9.1786000E-5 7.2499841E-1 9.1786000E-5
7.6000000E-1 1.4538000E-4 7.2987331E-1 1.4538000E-4
7.7000000E-1 1.9743000E-4 7.3459715E-1 1.9743000E-4
7.8000000E-1 2.4810000E-4 7.3918584E-1 2.4810000E-4
7.9000000E-1 2.9753000E-4 7.4365295E-1 2.9753000E-4
