X Y Xfit Y
0.0000000E+0 -5.7334000E-3 -3.8415010E-4 -5.7334000E-3
1.0000000E-2 -5.6913000E-3 9.7678376E-3 -5.6913000E-3
2.0000000E-2 -5.6491000E-3 1.9882613E-2 -5.6491000E-3
3.0000000E-2 -5.6066000E-3 2.9999725E-2 -5.6066000E-3
4.0000000E-2 -5.5639000E-3 4.0086000E-2 -5.5639000E-3
5.0000000E-2 -5.5209000E-3 5.0154930E-2 -5.5209000E-3
6.0000000E-2 -5.4776000E-3 6.0195342E-2 -5.4776000E-3
7.0000000E-2 -5.4338000E-3 7.0240976E-2 -5.4338000E-3
8.0000000E-2 -5.3896000E-3 8.0255135E-2 -5.3896000E-3
9.0000000E-2 -5.3449000E-3 9.0246038E-2 -5.3449000E-3
1.0000000E-1 -5.2996000E-3 1.0022013E-1 -5.2996000E-3
1.1000000E-1 -5.2536000E-3 1.1018206E-1 -5.2536000E-3
1.2000000E-1 -5.2068000E-3 1.2013467E-1 -5.2068000E-3
1.3000000E-1 -5.1592000E-3 1.3005846E-1 -5.1592000E-3
1.4000000E-1 -5.1105000E-3 1.3999470E-1 -5.1105000E-3
1.5000000E-1 -5.0606000E-3 1.4994017E-1 -5.0606000E-3
1.6000000E-1 -5.0095000E-3 1.5987119E-1 -5.0095000E-3
1.7000000E-1 -4.9570000E-3 1.6980259E-1 -4.9570000E-3
1.8000000E-1 -4.9028000E-3 1.7976468E-1 -4.9028000E-3
1.9000000E-1 -4.8469000E-3 1.8973058E-1 -4.8469000E-3
2.0000000E-1 -4.7891000E-3 1.9970985E-1 -4.7891000E-3
2.1000000E-1 -4.7292000E-3 2.0971051E-1 -4.7292000E-3
2.2000000E-1 -4.6671000E-3 2.1972368E-1 -4.6671000E-3
2.3000000E-1 -4.6026000E-3 2.2975734E-1 -4.6026000E-3
2.4000000E-1 -4.5355000E-3 2.3981927E-1 -4.5355000E-3
2.5000000E-1 -4.4659000E-3 2.4987485E-1 -4.4659000E-3
2.6000000E-1 -4.3935000E-3 2.5995091E-1 -4.3935000E-3
2.7000000E-1 -4.3184000E-3 2.7002010E-1 -4.3184000E-3
2.8000000E-1 -4.2404000E-3 2.8009967E-1 -4.2404000E-3
2.9000000E-1 -4.1596000E-3 2.9017069E-1 -4.1596000E-3
3.0000000E-1 -4.0760000E-3 3.0023177E-1 -4.0760000E-3
3.1000000E-1 -3.9897000E-3 3.1027350E-1 -3.9897000E-3
