X Y Xfit Y
0.0000000E+0 -5.7334000E-3 3.5163004E-2 -5.7334000E-3
1.0000000E-2 -5.6913000E-3 4.2365555E-2 -5.6913000E-3
2.0000000E-2 -5.6491000E-3 4.9521274E-2 -5.6491000E-3
3.0000000E-2 -5.6066000E-3 5.6664244E-2 -5.6066000E-3
4.0000000E-2 -5.5639000E-3 6.3777609E-2 -5.5639000E-3
5.0000000E-2 -5.5209000E-3 7.0877994E-2 -5.5209000E-3
6.0000000E-2 -5.4776000E-3 7.7965159E-2 -5.4776000E-3
7.0000000E-2 -5.4338000E-3 8.5071186E-2 -5.4338000E-3
8.0000000E-2 -5.3896000E-3 9.2179009E-2 -5.3896000E-3
9.0000000E-2 -5.3449000E-3 9.9303892E-2 -5.3449000E-3
1.0000000E-1 -5.2996000E-3 1.0646057E-1 -5.2996000E-3
1.1000000E-1 -5.2536000E-3 1.1366323E-1 -5.2536000E-3
1.2000000E-1 -5.2068000E-3 1.2092556E-1 -5.2068000E-3
1.3000000E-1 -5.1592000E-3 1.2824542E-1 -5.1592000E-3
1.4000000E-1 -5.1105000E-3 1.3566619E-1 -5.1105000E-3
1.5000000E-1 -5.0606000E-3 1.4319959E-1 -5.0606000E-3
1.6000000E-1 -5.0095000E-3 1.5084193E-1 -5.0095000E-3
1.7000000E-1 -4.9570000E-3 1.5861904E-1 -4.9570000E-3
1.8000000E-1 -4.9028000E-3 1.6657028E-1 -4.9028000E-3
1.9000000E-1 -4.8469000E-3 1.7468996E-1 -4.8469000E-3
2.0000000E-1 -4.7891000E-3 1.8300105E-1 -4.7891000E-3
2.1000000E-1 -4.7292000E-3 1.9152540E-1 -4.7292000E-3
2.2000000E-1 -4.6671000E-3 2.0026972E-1 -4.6671000E-3
2.3000000E-1 -4.6026000E-3 2.0925403E-1 -4.6026000E-3
2.4000000E-1 -4.5355000E-3 2.1849719E-1 -4.5355000E-3
2.5000000E-1 -4.4659000E-3 2.2797629E-1 -4.4659000E-3
2.6000000E-1 -4.3935000E-3 2.3772267E-1 -4.3935000E-3
2.7000000E-1 -4.3184000E-3 2.4771302E-1 -4.3184000E-3
2.8000000E-1 -4.2404000E-3 2.5796402E-1 -4.2404000E-3
2.9000000E-1 -4.1596000E-3 2.6845255E-1 -4.1596000E-3
3.0000000E-1 -4.0760000E-3 2.7916910E-1 -4.0760000E-3
3.1000000E-1 -3.9897000E-3 2.9009186E-1 -3.9897000E-3
3.2000000E-1 -3.9006000E-3 3.0122481E-1 -3.9006000E-3
3.3000000E-1 -3.8089000E-3 3.1253484E-1 -3.8089000E-3
3.4000000E-1 -3.7147000E-3 3.2400261E-1 -3.7147000E-3
3.5000000E-1 -3.6181000E-3 3.3560977E-1 -3.6181000E-3
3.6000000E-1 -3.5194000E-3 3.4731545E-1 -3.5194000E-3
3.7000000E-1 -3.4186000E-3 3.5911591E-1 -3.4186000E-3
3.8000000E-1 -3.3160000E-3 3.7097336E-1 -3.3160000E-3
3.9000000E-1 -3.2117000E-3 3.8287485E-1 -3.2117000E-3
4.0000000E-1 -3.1059000E-3 3.9479715E-1 -3.1059000E-3
4.1000000E-1 -2.9989000E-3 4.0670747E-1 -2.9989000E-3
4.2000000E-1 -2.8907000E-3 4.1860774E-1 -2.8907000E-3
4.3000000E-1 -2.7817000E-3 4.3045695E-1 -2.7817000E-3
4.4000000E-1 -2.6719000E-3 4.4225915E-1 -2.6719000E-3
4.5000000E-1 -2.5617000E-3 4.5397634E-1 -2.5617000E-3
4.6000000E-1 -2.4513000E-3 4.6559349E-1 -2.4513000E-3
4.7000000E-1 -2.3407000E-3 4.7711737E-1 -2.3407000E-3
4.8000000E-1 -2.2303000E-3 4.8851387E-1 -2.2303000E-3
4.9000000E-1 -2.1202000E-3 4.9978116E-1 -2.1202000E-3
5.0000000E-1 -2.0107000E-3 5.1089771E-1 -2.0107000E-3
5.1000000E-1 -1.9020000E-3 5.2185319E-1 -1.9020000E-3
5.2000000E-1 -1.7942000E-3 5.3264802E-1 -1.7942000E-3
5.3000000E-1 -1.6875000E-3 5.4327317E-1 -1.6875000E-3
5.4000000E-1 -1.5822000E-3 5.5371048E-1 -1.5822000E-3
5.5000000E-1 -1.4785000E-3 5.6395246E-1 -1.4785000E-3
5.6000000E-1 -1.3764000E-3 5.7401191E-1 -1.3764000E-3
5.7000000E-1 -1.2763000E-3 5.8386280E-1 -1.2763000E-3
5.8000000E-1 -1.1783000E-3 5.9350928E-1 -1.1783000E-3
5.9000000E-1 -1.0826000E-3 6.0294623E-1 -1.0826000E-3
6.0000000E-1 -9.8925000E-4 6.1218397E-1 -9.8925000E-4
6.1000000E-1 -8.9843000E-4 6.2122077E-1 -8.9843000E-4
6.2000000E-1 -8.1025000E-4 6.3006268E-1 -8.1025000E-4
6.3000000E-1 -7.2480000E-4 6.3871890E-1 -7.2480000E-4
6.4000000E-1 -6.4215000E-4 6.4720212E-1 -6.4215000E-4
6.5000000E-1 -5.6232000E-4 6.5553228E-1 -5.6232000E-4
6.6000000E-1 -4.8532000E-4 6.6373331E-1 -4.8532000E-4
6.7000000E-1 -4.1114000E-4 6.7183542E-1 -4.1114000E-4
6.8000000E-1 -3.3972000E-4 6.7988023E-1 -3.3972000E-4
6.9000000E-1 -2.7098000E-4 6.8792047E-1 -2.7098000E-4
7.0000000E-1 -2.0484000E-4 6.9602150E-1 -2.0484000E-4
7.1000000E-1 -1.4116000E-4 7.0427449E-1 -1.4116000E-4
7.2000000E-1 -7.9816000E-5 7.1279577E-1 -7.9816000E-5
7.3000000E-1 -2.0648000E-5 7.2174513E-1 -2.0648000E-5
7.4000000E-1 3.6499000E-5 7.3133362E-1 3.6499000E-5
7.5000000E-1 9.1786000E-5 7.4183084E-1 9.1786000E-5
7.6000000E-1 1.4538000E-4 7.5353678E-1 1.4538000E-4
7.7000000E-1 1.9743000E-4 7.6666695E-1 1.9743000E-4
7.8000000E-1 2.4810000E-4 7.8117951E-1 2.4810000E-4
7.9000000E-1 2.9753000E-4 7.9670306E-1 2.9753000E-4
