X Y Xfit Y
0.0000000E+0 -5.7334000E-3 6.9147405E-2 -5.7334000E-3
1.0000000E-2 -5.6913000E-3 7.4060287E-2 -5.6913000E-3
2.0000000E-2 -5.6491000E-3 7.8984606E-2 -5.6491000E-3
3.0000000E-2 -5.6066000E-3 8.3943695E-2 -5.6066000E-3
4.0000000E-2 -5.5639000E-3 8.8925884E-2 -5.5639000E-3
5.0000000E-2 -5.5209000E-3 9.3942835E-2 -5.5209000E-3
6.0000000E-2 -5.4776000E-3 9.8994543E-2 -5.4776000E-3
7.0000000E-2 -5.4338000E-3 1.0410434E-1 -5.4338000E-3
8.0000000E-2 -5.3896000E-3 1.0926054E-1 -5.3896000E-3
9.0000000E-2 -5.3449000E-3 1.1447481E-1 -5.3449000E-3
1.0000000E-1 -5.2996000E-3 1.1975881E-1 -5.2996000E-3
1.1000000E-1 -5.2536000E-3 1.2512419E-1 -5.2536000E-3
1.2000000E-1 -5.2068000E-3 1.3058259E-1 -5.2068000E-3
1.3000000E-1 -5.1592000E-3 1.3613401E-1 -5.1592000E-3
1.4000000E-1 -5.1105000E-3 1.4181341E-1 -5.1105000E-3
1.5000000E-1 -5.0606000E-3 1.4763244E-1 -5.0606000E-3
1.6000000E-1 -5.0095000E-3 1.5359106E-1 -5.0095000E-3
1.7000000E-1 -4.9570000E-3 1.5971259E-1 -4.9570000E-3
1.8000000E-1 -4.9028000E-3 1.6603196E-1 -4.9028000E-3
1.9000000E-1 -4.8469000E-3 1.7254914E-1 -4.8469000E-3
2.0000000E-1 -4.7891000E-3 1.7928742E-1 -4.7891000E-3
2.1000000E-1 -4.7292000E-3 1.8627005E-1 -4.7292000E-3
2.2000000E-1 -4.6671000E-3 1.9350865E-1 -4.6671000E-3
2.3000000E-1 -4.6026000E-3 2.0102648E-1 -4.6026000E-3
2.4000000E-1 -4.5355000E-3 2.0884679E-1 -4.5355000E-3
2.5000000E-1 -4.4659000E-3 2.1695785E-1 -4.4659000E-3
2.6000000E-1 -4.3935000E-3 2.2539456E-1 -4.3935000E-3
2.7000000E-1 -4.3184000E-3 2.3414518E-1 -4.3184000E-3
2.8000000E-1 -4.2404000E-3 2.4323295E-1 -4.2404000E-3
2.9000000E-1 -4.1596000E-3 2.5264613E-1 -4.1596000E-3
3.0000000E-1 -4.0760000E-3 2.6238463E-1 -4.0760000E-3
3.1000000E-1 -3.9897000E-3 2.7243671E-1 -3.9897000E-3
3.2000000E-1 -3.9006000E-3 2.8281394E-1 -3.9006000E-3
3.3000000E-1 -3.8089000E-3 2.9349294E-1 -3.8089000E-3
3.4000000E-1 -3.7147000E-3 3.0446196E-1 -3.7147000E-3
3.5000000E-1 -3.6181000E-3 3.1570928E-1 -3.6181000E-3
3.6000000E-1 -3.5194000E-3 3.2719989E-1 -3.5194000E-3
3.7000000E-1 -3.4186000E-3 3.3893371E-1 -3.4186000E-3
3.8000000E-1 -3.3160000E-3 3.5087575E-1 -3.3160000E-3
3.9000000E-1 -3.2117000E-3 3.6301431E-1 -3.2117000E-3
4.0000000E-1 -3.1059000E-3 3.7532604E-1 -3.1059000E-3
4.1000000E-1 -2.9989000E-3 3.8777600E-1 -2.9989000E-3
4.2000000E-1 -2.8907000E-3 4.0036412E-1 -2.8907000E-3
4.3000000E-1 -2.7817000E-3 4.1304385E-1 -2.7817000E-3
4.4000000E-1 -2.6719000E-3 4.2581514E-1 -2.6719000E-3
4.5000000E-1 -2.5617000E-3 4.3863146E-1 -2.5617000E-3
4.6000000E-1 -2.4513000E-3 4.5146953E-1 -2.4513000E-3
4.7000000E-1 -2.3407000E-3 4.6432935E-1 -2.3407000E-3
4.8000000E-1 -2.2303000E-3 4.7716441E-1 -2.2303000E-3
4.9000000E-1 -2.1202000E-3 4.8996311E-1 -2.1202000E-3
5.0000000E-1 -2.0107000E-3 5.0269058E-1 -2.0107000E-3
5.1000000E-1 -1.9020000E-3 5.1532362E-1 -1.9020000E-3
5.2000000E-1 -1.7942000E-3 5.2785064E-1 -1.7942000E-3
5.3000000E-1 -1.6875000E-3 5.4024844E-1 -1.6875000E-3
5.4000000E-1 -1.5822000E-3 5.5248221E-1 -1.5822000E-3
5.5000000E-1 -1.4785000E-3 5.6452878E-1 -1.4785000E-3
5.6000000E-1 -1.3764000E-3 5.7638822E-1 -1.3764000E-3
5.7000000E-1 -1.2763000E-3 5.8801413E-1 -1.2763000E-3
5.8000000E-1 -1.1783000E-3 5.9939496E-1 -1.1783000E-3
5.9000000E-1 -1.0826000E-3 6.1050759E-1 -1.0826000E-3
6.0000000E-1 -9.8925000E-4 6.2134627E-1 -9.8925000E-4
6.1000000E-1 -8.9843000E-4 6.3189021E-1 -8.9843000E-4
6.2000000E-1 -8.1025000E-4 6.4212671E-1 -8.1025000E-4
6.3000000E-1 -7.2480000E-4 6.5204540E-1 -7.2480000E-4
6.4000000E-1 -6.4215000E-4 6.6163826E-1 -6.4215000E-4
6.5000000E-1 -5.6232000E-4 6.7090305E-1 -5.6232000E-4
6.6000000E-1 -4.8532000E-4 6.7983868E-1 -4.8532000E-4
6.7000000E-1 -4.1114000E-4 6.8844640E-1 -4.1114000E-4
6.8000000E-1 -3.3972000E-4 6.9673323E-1 -3.3972000E-4
6.9000000E-1 -2.7098000E-4 7.0470854E-1 -2.7098000E-4
7.0000000E-1 -2.0484000E-4 7.1238167E-1 -2.0484000E-4
7.1000000E-1 -1.4116000E-4 7.1976893E-1 -1.4116000E-4
7.2000000E-1 -7.9816000E-5 7.2688474E-1 -7.9816000E-5
7.3000000E-1 -2.0648000E-5 7.3374773E-1 -2.0648000E-5
7.4000000E-1 3.6499000E-5 7.4037590E-1 3.6499000E-5
7.5000000E-1 9.1786000E-5 7.4678799E-1 9.1786000E-5
7.6000000E-1 1.4538000E-4 7.5300338E-1 1.4538000E-4
7.7000000E-1 1.9743000E-4 7.5903939E-1 1.9743000E-4
