X Y Xfit Y
0.0000000E+0 -5.7334000E-3 -3.7579908E-3 -5.7334000E-3
1.0000000E-2 -5.6913000E-3 7.6468774E-3 -5.6913000E-3
2.0000000E-2 -5.6491000E-3 1.8827367E-2 -5.6491000E-3
3.0000000E-2 -5.6066000E-3 2.9835059E-2 -5.6066000E-3
4.0000000E-2 -5.5639000E-3 4.0642449E-2 -5.5639000E-3
5.0000000E-2 -5.5209000E-3 5.1273923E-2 -5.5209000E-3
6.0000000E-2 -5.4776000E-3 6.1728331E-2 -5.4776000E-3
7.0000000E-2 -5.4338000E-3 7.2051722E-2 -5.4338000E-3
8.0000000E-2 -5.3896000E-3 8.2218071E-2 -5.3896000E-3
9.0000000E-2 -5.3449000E-3 9.2248561E-2 -5.3449000E-3
1.0000000E-1 -5.2996000E-3 1.0216276E-1 -5.2996000E-3
1.1000000E-1 -5.2536000E-3 1.1197868E-1 -5.2536000E-3
1.2000000E-1 -5.2068000E-3 1.2171281E-1 -5.2068000E-3
1.3000000E-1 -5.1592000E-3 1.3136020E-1 -5.1592000E-3
1.4000000E-1 -5.1105000E-3 1.4097505E-1 -5.1105000E-3
1.5000000E-1 -5.0606000E-3 1.5056815E-1 -5.0606000E-3
1.6000000E-1 -5.0095000E-3 1.6013063E-1 -5.0095000E-3
1.7000000E-1 -4.9570000E-3 1.6969043E-1 -4.9570000E-3
1.8000000E-1 -4.9028000E-3 1.7928989E-1 -4.9028000E-3
1.9000000E-1 -4.8469000E-3 1.8891558E-1 -4.8469000E-3
2.0000000E-1 -4.7891000E-3 1.9858821E-1 -4.7891000E-3
2.1000000E-1 -4.7292000E-3 2.0832590E-1 -4.7292000E-3
2.2000000E-1 -4.6671000E-3 2.1812881E-1 -4.6671000E-3
2.3000000E-1 -4.6026000E-3 2.2801181E-1 -4.6026000E-3
2.4000000E-1 -4.5355000E-3 2.3798769E-1 -4.5355000E-3
2.5000000E-1 -4.4659000E-3 2.4802486E-1 -4.4659000E-3
2.6000000E-1 -4.3935000E-3 2.5815035E-1 -4.3935000E-3
2.7000000E-1 -4.3184000E-3 2.6833461E-1 -4.3184000E-3
2.8000000E-1 -4.2404000E-3 2.7859061E-1 -4.2404000E-3
2.9000000E-1 -4.1596000E-3 2.8889250E-1 -4.1596000E-3
3.0000000E-1 -4.0760000E-3 2.9923028E-1 -4.0760000E-3
3.1000000E-1 -3.9897000E-3 3.0958417E-1 -3.9897000E-3
3.2000000E-1 -3.9006000E-3 3.1996079E-1 -3.9006000E-3
3.3000000E-1 -3.8089000E-3 3.3033388E-1 -3.8089000E-3
3.4000000E-1 -3.7147000E-3 3.4069251E-1 -3.7147000E-3
3.5000000E-1 -3.6181000E-3 3.5102864E-1 -3.6181000E-3
3.6000000E-1 -3.5194000E-3 3.6131641E-1 -3.5194000E-3
3.7000000E-1 -3.4186000E-3 3.7156458E-1 -3.4186000E-3
3.8000000E-1 -3.3160000E-3 3.8175375E-1 -3.3160000E-3
3.9000000E-1 -3.2117000E-3 3.9188753E-1 -3.2117000E-3
4.0000000E-1 -3.1059000E-3 4.0196188E-1 -3.1059000E-3
4.1000000E-1 -2.9989000E-3 4.1196590E-1 -2.9989000E-3
4.2000000E-1 -2.8907000E-3 4.2191876E-1 -2.8907000E-3
4.3000000E-1 -2.7817000E-3 4.3180444E-1 -2.7817000E-3
4.4000000E-1 -2.6719000E-3 4.4164517E-1 -2.6719000E-3
4.5000000E-1 -2.5617000E-3 4.5142864E-1 -2.5617000E-3
4.6000000E-1 -2.4513000E-3 4.6116204E-1 -2.4513000E-3
4.7000000E-1 -2.3407000E-3 4.7087122E-1 -2.3407000E-3
4.8000000E-1 -2.2303000E-3 4.8054788E-1 -2.2303000E-3
4.9000000E-1 -2.1202000E-3 4.9021104E-1 -2.1202000E-3
5.0000000E-1 -2.0107000E-3 4.9986286E-1 -2.0107000E-3
5.1000000E-1 -1.9020000E-3 5.0951476E-1 -1.9020000E-3
5.2000000E-1 -1.7942000E-3 5.1918743E-1 -1.7942000E-3
5.3000000E-1 -1.6875000E-3 5.2889287E-1 -1.6875000E-3
5.4000000E-1 -1.5822000E-3 5.3863350E-1 -1.5822000E-3
5.5000000E-1 -1.4785000E-3 5.4841973E-1 -1.4785000E-3
5.6000000E-1 -1.3764000E-3 5.5828000E-1 -1.3764000E-3
5.7000000E-1 -1.2763000E-3 5.6820241E-1 -1.2763000E-3
