X Y Xfit Y
0.0000000E+0 -5.7334000E-3 8.3234969E-3 -5.7334000E-3
1.0000000E-2 -5.6913000E-3 2.2994370E-2 -5.6913000E-3
2.0000000E-2 -5.6491000E-3 3.5574922E-2 -5.6491000E-3
3.0000000E-2 -5.6066000E-3 4.6804257E-2 -5.6066000E-3
4.0000000E-2 -5.5639000E-3 5.7045233E-2 -5.5639000E-3
5.0000000E-2 -5.5209000E-3 6.6568314E-2 -5.5209000E-3
6.0000000E-2 -5.4776000E-3 7.5536838E-2 -5.4776000E-3
7.0000000E-2 -5.4338000E-3 8.4104128E-2 -5.4338000E-3
8.0000000E-2 -5.3896000E-3 9.2331106E-2 -5.3896000E-3
9.0000000E-2 -5.3449000E-3 1.0029740E-1 -5.3449000E-3
1.0000000E-1 -5.2996000E-3 1.0806607E-1 -5.2996000E-3
1.1000000E-1 -5.2536000E-3 1.1568844E-1 -5.2536000E-3
1.2000000E-1 -5.2068000E-3 1.2320723E-1 -5.2068000E-3
1.3000000E-1 -5.1592000E-3 1.3064331E-1 -5.1592000E-3
1.4000000E-1 -5.1105000E-3 1.3805928E-1 -5.1105000E-3
1.5000000E-1 -5.0606000E-3 1.4548160E-1 -5.0606000E-3
1.6000000E-1 -5.0095000E-3 1.5291956E-1 -5.0095000E-3
1.7000000E-1 -4.9570000E-3 1.6040956E-1 -4.9570000E-3
1.8000000E-1 -4.9028000E-3 1.6799893E-1 -4.9028000E-3
1.9000000E-1 -4.8469000E-3 1.7569074E-1 -4.8469000E-3
2.0000000E-1 -4.7891000E-3 1.8351478E-1 -4.7891000E-3
2.1000000E-1 -4.7292000E-3 1.9149912E-1 -4.7292000E-3
2.2000000E-1 -4.6671000E-3 1.9965733E-1 -4.6671000E-3
2.3000000E-1 -4.6026000E-3 2.0801538E-1 -4.6026000E-3
2.4000000E-1 -4.5355000E-3 2.1659815E-1 -4.5355000E-3
2.5000000E-1 -4.4659000E-3 2.2539194E-1 -4.4659000E-3
2.6000000E-1 -4.3935000E-3 2.3443365E-1 -4.3935000E-3
2.7000000E-1 -4.3184000E-3 2.4370972E-1 -4.3184000E-3
2.8000000E-1 -4.2404000E-3 2.5324393E-1 -4.2404000E-3
2.9000000E-1 -4.1596000E-3 2.6302326E-1 -4.1596000E-3
3.0000000E-1 -4.0760000E-3 2.7304737E-1 -4.0760000E-3
3.1000000E-1 -3.9897000E-3 2.8330432E-1 -3.9897000E-3
3.2000000E-1 -3.9006000E-3 2.9380618E-1 -3.9006000E-3
3.3000000E-1 -3.8089000E-3 3.0452986E-1 -3.8089000E-3
3.4000000E-1 -3.7147000E-3 3.1546462E-1 -3.7147000E-3
3.5000000E-1 -3.6181000E-3 3.2660004E-1 -3.6181000E-3
3.6000000E-1 -3.5194000E-3 3.3790321E-1 -3.5194000E-3
3.7000000E-1 -3.4186000E-3 3.4937599E-1 -3.4186000E-3
3.8000000E-1 -3.3160000E-3 3.6098628E-1 -3.3160000E-3
3.9000000E-1 -3.2117000E-3 3.7272504E-1 -3.2117000E-3
4.0000000E-1 -3.1059000E-3 3.8457210E-1 -3.1059000E-3
4.1000000E-1 -2.9989000E-3 3.9649642E-1 -2.9989000E-3
4.2000000E-1 -2.8907000E-3 4.0850052E-1 -2.8907000E-3
4.3000000E-1 -2.7817000E-3 4.2054263E-1 -2.7817000E-3
4.4000000E-1 -2.6719000E-3 4.3262535E-1 -2.6719000E-3
4.5000000E-1 -2.5617000E-3 4.4470728E-1 -2.5617000E-3
4.6000000E-1 -2.4513000E-3 4.5676918E-1 -2.4513000E-3
4.7000000E-1 -2.3407000E-3 4.6881362E-1 -2.3407000E-3
4.8000000E-1 -2.2303000E-3 4.8079955E-1 -2.2303000E-3
4.9000000E-1 -2.1202000E-3 4.9271861E-1 -2.1202000E-3
5.0000000E-1 -2.0107000E-3 5.0454078E-1 -2.0107000E-3
5.1000000E-1 -1.9020000E-3 5.1624689E-1 -1.9020000E-3
5.2000000E-1 -1.7942000E-3 5.2782848E-1 -1.7942000E-3
5.3000000E-1 -1.6875000E-3 5.3926628E-1 -1.6875000E-3
5.4000000E-1 -1.5822000E-3 5.5053030E-1 -1.5822000E-3
5.5000000E-1 -1.4785000E-3 5.6160129E-1 -1.4785000E-3
5.6000000E-1 -1.3764000E-3 5.7248125E-1 -1.3764000E-3
5.7000000E-1 -1.2763000E-3 5.8312951E-1 -1.2763000E-3
5.8000000E-1 -1.1783000E-3 5.9353733E-1 -1.1783000E-3
5.9000000E-1 -1.0826000E-3 6.0368528E-1 -1.0826000E-3
6.0000000E-1 -9.8925000E-4 6.1356977E-1 -9.8925000E-4
6.1000000E-1 -8.9843000E-4 6.2317335E-1 -8.9843000E-4
6.2000000E-1 -8.1025000E-4 6.3248593E-1 -8.1025000E-4
6.3000000E-1 -7.2480000E-4 6.4149945E-1 -7.2480000E-4
6.4000000E-1 -6.4215000E-4 6.5020788E-1 -6.4215000E-4
6.5000000E-1 -5.6232000E-4 6.5861037E-1 -5.6232000E-4
6.6000000E-1 -4.8532000E-4 6.6670703E-1 -4.8532000E-4
6.7000000E-1 -4.1114000E-4 6.7449998E-1 -4.1114000E-4
6.8000000E-1 -3.3972000E-4 6.8199648E-1 -3.3972000E-4
6.9000000E-1 -2.7098000E-4 6.8920582E-1 -2.7098000E-4
7.0000000E-1 -2.0484000E-4 6.9613717E-1 -2.0484000E-4
7.1000000E-1 -1.4116000E-4 7.0280592E-1 -1.4116000E-4
7.2000000E-1 -7.9816000E-5 7.0922569E-1 -7.9816000E-5
7.3000000E-1 -2.0648000E-5 7.1541376E-1 -2.0648000E-5
7.4000000E-1 3.6499000E-5 7.2138683E-1 3.6499000E-5
7.5000000E-1 9.1786000E-5 7.2716217E-1 9.1786000E-5
7.6000000E-1 1.4538000E-4 7.3275758E-1 1.4538000E-4
7.7000000E-1 1.9743000E-4 7.3818895E-1 1.9743000E-4
7.8000000E-1 2.4810000E-4 7.4347368E-1 2.4810000E-4
7.9000000E-1 2.9753000E-4 7.4862659E-1 2.9753000E-4
