X Y Xfit Y
0.0000000E+0 -5.7334000E-3 4.4813022E-7 -5.7334000E-3
1.0000000E-2 -5.6913000E-3 1.0006823E-2 -5.6913000E-3
2.0000000E-2 -5.6491000E-3 1.9993862E-2 -5.6491000E-3
3.0000000E-2 -5.6066000E-3 3.0001548E-2 -5.6066000E-3
4.0000000E-2 -5.5639000E-3 3.9997855E-2 -5.5639000E-3
5.0000000E-2 -5.5209000E-3 4.9996653E-2 -5.5209000E-3
6.0000000E-2 -5.4776000E-3 5.9987064E-2 -5.4776000E-3
7.0000000E-2 -5.4338000E-3 7.0002585E-2 -5.4338000E-3
8.0000000E-2 -5.3896000E-3 8.0006115E-2 -5.3896000E-3
9.0000000E-2 -5.3449000E-3 9.0004779E-2 -5.3449000E-3
1.0000000E-1 -5.2996000E-3 1.0000345E-1 -5.2996000E-3
1.1000000E-1 -5.2536000E-3 1.1000468E-1 -5.2536000E-3
1.2000000E-1 -5.2068000E-3 1.2000866E-1 -5.2068000E-3
1.3000000E-1 -5.1592000E-3 1.2999258E-1 -5.1592000E-3
1.4000000E-1 -5.1105000E-3 1.3999434E-1 -5.1105000E-3
1.5000000E-1 -5.0606000E-3 1.5000677E-1 -5.0606000E-3
1.6000000E-1 -5.0095000E-3 1.6000197E-1 -5.0095000E-3
1.7000000E-1 -4.9570000E-3 1.6999086E-1 -4.9570000E-3
1.8000000E-1 -4.9028000E-3 1.8000022E-1 -4.9028000E-3
1.9000000E-1 -4.8469000E-3 1.8999983E-1 -4.8469000E-3
2.0000000E-1 -4.7891000E-3 1.9999692E-1 -4.7891000E-3
2.1000000E-1 -4.7292000E-3 2.0999808E-1 -4.7292000E-3
2.2000000E-1 -4.6671000E-3 2.1999408E-1 -4.6671000E-3
2.3000000E-1 -4.6026000E-3 2.2999366E-1 -4.6026000E-3
2.4000000E-1 -4.5355000E-3 2.4000638E-1 -4.5355000E-3
2.5000000E-1 -4.4659000E-3 2.5000061E-1 -4.4659000E-3
2.6000000E-1 -4.3935000E-3 2.6000659E-1 -4.3935000E-3
2.7000000E-1 -4.3184000E-3 2.7000122E-1 -4.3184000E-3
2.8000000E-1 -4.2404000E-3 2.8000587E-1 -4.2404000E-3
2.9000000E-1 -4.1596000E-3 2.9000595E-1 -4.1596000E-3
