X Y Xfit Y
0.0000000E+0 -5.7334000E-3 7.6246733E-3 -5.7334000E-3
1.0000000E-2 -5.6913000E-3 1.7797051E-2 -5.6913000E-3
2.0000000E-2 -5.6491000E-3 2.7789145E-2 -5.6491000E-3
3.0000000E-2 -5.6066000E-3 3.7647965E-2 -5.6066000E-3
4.0000000E-2 -5.5639000E-3 4.7349735E-2 -5.5639000E-3
5.0000000E-2 -5.5209000E-3 5.6917074E-2 -5.5209000E-3
6.0000000E-2 -5.4776000E-3 6.6349625E-2 -5.4776000E-3
7.0000000E-2 -5.4338000E-3 7.5689664E-2 -5.4338000E-3
8.0000000E-2 -5.3896000E-3 8.4914339E-2 -5.3896000E-3
9.0000000E-2 -5.3449000E-3 9.4043447E-2 -5.3449000E-3
1.0000000E-1 -5.2996000E-3 1.0309545E-1 -5.2996000E-3
1.1000000E-1 -5.2536000E-3 1.1208750E-1 -5.2536000E-3
1.2000000E-1 -5.2068000E-3 1.2103555E-1 -5.2068000E-3
1.3000000E-1 -5.1592000E-3 1.2993583E-1 -5.1592000E-3
1.4000000E-1 -5.1105000E-3 1.3883935E-1 -5.1105000E-3
1.5000000E-1 -5.0606000E-3 1.4775741E-1 -5.0606000E-3
1.6000000E-1 -5.0095000E-3 1.5668306E-1 -5.0095000E-3
1.7000000E-1 -4.9570000E-3 1.6564377E-1 -4.9570000E-3
1.8000000E-1 -4.9028000E-3 1.7468105E-1 -4.9028000E-3
1.9000000E-1 -4.8469000E-3 1.8378426E-1 -4.8469000E-3
2.0000000E-1 -4.7891000E-3 1.9297510E-1 -4.7891000E-3
2.1000000E-1 -4.7292000E-3 2.0227319E-1 -4.7292000E-3
2.2000000E-1 -4.6671000E-3 2.1168125E-1 -4.6671000E-3
2.3000000E-1 -4.6026000E-3 2.2121629E-1 -4.6026000E-3
2.4000000E-1 -4.5355000E-3 2.3089372E-1 -4.5355000E-3
2.5000000E-1 -4.4659000E-3 2.4068579E-1 -4.4659000E-3
2.6000000E-1 -4.3935000E-3 2.5062181E-1 -4.3935000E-3
2.7000000E-1 -4.3184000E-3 2.6067569E-1 -4.3184000E-3
2.8000000E-1 -4.2404000E-3 2.7086298E-1 -4.2404000E-3
2.9000000E-1 -4.1596000E-3 2.8116060E-1 -4.1596000E-3
3.0000000E-1 -4.0760000E-3 2.9156066E-1 -4.0760000E-3
