X Y Xfit Y
0.0000000E+0 -5.7334000E-3 -8.5833386E-3 -5.7334000E-3
1.0000000E-2 -5.6913000E-3 4.8476826E-3 -5.6913000E-3
2.0000000E-2 -5.6491000E-3 1.7648907E-2 -5.6491000E-3
3.0000000E-2 -5.6066000E-3 2.9939411E-2 -5.6066000E-3
4.0000000E-2 -5.5639000E-3 4.1738662E-2 -5.5639000E-3
5.0000000E-2 -5.5209000E-3 5.3116536E-2 -5.5209000E-3
6.0000000E-2 -5.4776000E-3 6.4108420E-2 -5.4776000E-3
7.0000000E-2 -5.4338000E-3 7.4793431E-2 -5.4338000E-3
8.0000000E-2 -5.3896000E-3 8.5171006E-2 -5.3896000E-3
9.0000000E-2 -5.3449000E-3 9.5286076E-2 -5.3449000E-3
1.0000000E-1 -5.2996000E-3 1.0517824E-1 -5.2996000E-3
1.1000000E-1 -5.2536000E-3 1.1488255E-1 -5.2536000E-3
1.2000000E-1 -5.2068000E-3 1.2443019E-1 -5.2068000E-3
1.3000000E-1 -5.1592000E-3 1.3382955E-1 -5.1592000E-3
1.4000000E-1 -5.1105000E-3 1.4314504E-1 -5.1105000E-3
1.5000000E-1 -5.0606000E-3 1.5239721E-1 -5.0606000E-3
1.6000000E-1 -5.0095000E-3 1.6158691E-1 -5.0095000E-3
1.7000000E-1 -4.9570000E-3 1.7074962E-1 -4.9570000E-3
1.8000000E-1 -4.9028000E-3 1.7993383E-1 -4.9028000E-3
1.9000000E-1 -4.8469000E-3 1.8913416E-1 -4.8469000E-3
2.0000000E-1 -4.7891000E-3 1.9837761E-1 -4.7891000E-3
2.1000000E-1 -4.7292000E-3 2.0768845E-1 -4.7292000E-3
2.2000000E-1 -4.6671000E-3 2.1707366E-1 -4.6671000E-3
2.3000000E-1 -4.6026000E-3 2.2655418E-1 -4.6026000E-3
2.4000000E-1 -4.5355000E-3 2.3614896E-1 -4.5355000E-3
2.5000000E-1 -4.4659000E-3 2.4583409E-1 -4.4659000E-3
2.6000000E-1 -4.3935000E-3 2.5564196E-1 -4.3935000E-3
2.7000000E-1 -4.3184000E-3 2.6554999E-1 -4.3184000E-3
2.8000000E-1 -4.2404000E-3 2.7557653E-1 -4.2404000E-3
2.9000000E-1 -4.1596000E-3 2.8570159E-1 -4.1596000E-3
3.0000000E-1 -4.0760000E-3 2.9591996E-1 -4.0760000E-3
3.1000000E-1 -3.9897000E-3 3.0621601E-1 -3.9897000E-3
3.2000000E-1 -3.9006000E-3 3.1659953E-1 -3.9006000E-3
3.3000000E-1 -3.8089000E-3 3.2704671E-1 -3.8089000E-3
