fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
0L28 32304 300.01 38.646 2.513048706E-10 2.728918413E+00 6.380813296E+03 8.813300031E-05 4.317180914E+00 2.413949893E+03 0.000000000E+00 2.537431193E-04 4.955493824E-01 2.280547308E-04 4.373421980E-05 3.869860931E-01 2.896838663E-01 1.509722318E-04 1.930517780E-03 
0L29 32322 300.03 38.643 1.560798843E-10 2.654557939E+00 6.251390530E+03 8.889016831E-05 4.429487421E+00 2.423343289E+03 0.000000000E+00 2.545735893E-04 4.955008565E-01 2.281106587E-04 4.375746322E-05 3.871347430E-01 2.897667624E-01 1.510092560E-04 8.516098084E-04 
L278 37342 300.06 38.64 1.209244855E-10 2.636667667E+00 6.171622080E+03 8.987015482E-05 4.527815282E+00 2.440207313E+03 0.000000000E+00 2.504027159E-04 4.967584516E-01 2.236046420E-04 4.294210184E-05 3.865958768E-01 2.914184661E-01 1.473554591E-04 6.612635961E-04 
L279 37364 300.06 38.64 1.418580913E-10 2.657571433E+00 6.318052109E+03 9.137713580E-05 4.596375899E+00 2.454799250E+03 0.000000000E+00 2.499576905E-04 4.965385179E-01 2.234694592E-04 4.290232071E-05 3.866425652E-01 2.904431563E-01 1.477133125E-04 7.733123522E-04 
L280 37382 300.05 38.641 1.524029659E-10 2.666778405E+00 6.299474698E+03 9.008272190E-05 4.515590249E+00 2.439210191E+03 0.000000000E+00 2.497436581E-04 4.964243710E-01 2.234698382E-04 4.291529335E-05 3.868477514E-01 2.909706843E-01 1.474900932E-04 1.006547556E-03 
L281 37402 300.02 38.645 2.222322116E-10 2.719586735E+00 6.367614687E+03 8.750186205E-05 4.352714219E+00 2.407745555E+03 0.000000000E+00 2.487804772E-04 4.961411145E-01 2.233081281E-04 4.287177391E-05 3.869561067E-01 2.908861122E-01 1.473833645E-04 9.067428933E-04 
L282 37444 300.03 38.643 1.648064052E-10 2.680208854E+00 6.273448692E+03 8.946138352E-05 4.472194758E+00 2.436711703E+03 0.000000000E+00 2.497245111E-04 4.963425565E-01 2.234593738E-04 4.286433318E-05 3.864701728E-01 2.906387781E-01 1.474831867E-04 1.012684591E-03 
L283 37462 300.05 38.641 1.614022432E-10 2.671597564E+00 6.268346110E+03 8.790731567E-05 4.410779130E+00 2.416826137E+03 0.000000000E+00 2.494454670E-04 4.962968436E-01 2.234401938E-04 4.292629750E-05 3.870977247E-01 2.910839075E-01 1.474705279E-04 1.924853529E-03 
L284 37482 300.03 38.643 2.534473383E-10 2.751488133E+00 6.298942153E+03 8.794160715E-05 4.248553137E+00 2.406275176E+03 0.000000000E+00 2.489932639E-04 4.961811165E-01 2.235352215E-04 4.292549802E-05 3.870162030E-01 2.913962545E-01 1.473097110E-04 1.995535947E-03 
L285 37502 300.03 38.643 1.658818319E-10 2.681784646E+00 6.298108953E+03 8.938354937E-05 4.463179789E+00 2.433729506E+03 0.000000000E+00 2.496556683E-04 4.967277437E-01 2.235287213E-04 4.295514940E-05 3.868686009E-01 2.911641928E-01 1.475289561E-04 1.422635753E-03 
L286 37522 300.03 38.643 2.038764281E-10 2.703254213E+00 6.382089014E+03 8.733616535E-05 4.405408610E+00 2.409229966E+03 0.000000000E+00 2.488925231E-04 4.964536956E-01 2.233306095E-04 4.289150167E-05 3.868514710E-01 2.909906703E-01 1.473982022E-04 2.457647791E-03 
L287 37544 300.03 38.643 1.440600504E-10 2.658066723E+00 6.271209528E+03 8.961142813E-05 4.480529066E+00 2.431433527E+03 0.000000000E+00 2.494655452E-04 4.963091775E-01 2.232500085E-04 4.291371829E-05 3.873043331E-01 2.912465075E-01 1.473450056E-04 1.648007197E-03 
L288 37562 300.02 38.645 8.228618742E-11 2.578146349E+00 6.180298001E+03 9.140712870E-05 4.690703335E+00 2.470763739E+03 0.000000000E+00 2.505893715E-04 4.965874542E-01 2.233053094E-04 4.290311947E-05 3.868958561E-01 2.906620699E-01 1.476048095E-04 5.592410614E-04 
L289 37582 300.02 38.645 1.091362658E-10 2.606166455E+00 6.227376880E+03 8.685813829E-05 4.530597451E+00 2.431792602E+03 0.000000000E+00 2.498124009E-04 4.965563894E-01 2.232902505E-04 4.288063493E-05 3.867433652E-01 2.905293329E-01 1.475948556E-04 1.880489597E-03 
L290 37604 300.02 38.645 1.204764813E-10 2.642248220E+00 6.220645117E+03 9.214501843E-05 4.585178121E+00 2.474135018E+03 0.000000000E+00 2.502717671E-04 4.965492638E-01 2.233657429E-04 4.289290650E-05 3.867288452E-01 2.909544293E-01 1.474213903E-04 1.097795910E-03 
L291 37622 300.02 38.645 2.454617905E-10 2.735754541E+00 6.377496233E+03 8.675784472E-05 4.321585069E+00 2.397768039E+03 0.000000000E+00 2.486712740E-04 4.964760857E-01 2.233431480E-04 4.288417543E-05 3.867462368E-01 2.909246331E-01 1.474064777E-04 8.852124996E-04 
