fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
L439 46150 300 38.647 1.263113705E-09 2.990471921E+00 6.975451693E+03 8.276266188E-05 4.086298774E+00 2.417731436E+03 0.000000000E+00 2.483263044E-04 4.937689754E-01 2.248916603E-04 4.249313316E-05 3.826675226E-01 2.867213210E-01 1.482036042E-04 3.268418823E-03 
0L44 32642 300.02 38.645 1.863106544E-10 2.693370595E+00 6.323140448E+03 9.118976499E-05 4.481369018E+00 2.447941082E+03 0.000000000E+00 2.537025577E-04 4.959959582E-01 2.272779097E-04 4.358241465E-05 3.866125292E-01 2.901032555E-01 1.502306983E-04 7.939914709E-04 
L440 46450 299.99 38.649 1.242317220E-09 2.979552697E+00 7.049879938E+03 8.280826205E-05 4.123412661E+00 2.423967959E+03 0.000000000E+00 2.483126322E-04 4.934576727E-01 2.249713973E-04 4.249240461E-05 3.827666545E-01 2.861805189E-01 1.484811222E-04 2.654829907E-03 
L441 46750 300 38.647 1.284473736E-09 3.017958788E+00 6.784951359E+03 8.605151715E-05 4.080075196E+00 2.425443029E+03 0.000000000E+00 2.490354165E-04 4.935791844E-01 2.249982938E-04 4.243301917E-05 3.820919367E-01 2.874887599E-01 1.475988807E-04 7.201733152E-03 
L442 47052 300 38.647 1.117460316E-09 2.965313783E+00 6.885836185E+03 8.265791017E-05 4.114344732E+00 2.417415405E+03 0.000000000E+00 2.489951365E-04 4.934200505E-01 2.252181212E-04 4.247901019E-05 3.822559586E-01 2.866455234E-01 1.481935238E-04 4.087661252E-03 
L443 47350 300.02 38.645 7.569296399E-10 2.891523281E+00 6.730650273E+03 8.248744240E-05 4.172573405E+00 2.427736965E+03 0.000000000E+00 2.496853244E-04 4.931308907E-01 2.253161600E-04 4.249543033E-05 3.824614629E-01 2.861966037E-01 1.484833495E-04 3.853671397E-03 
L444 47652 300 38.647 1.445188825E-09 3.009832187E+00 7.119317102E+03 8.313439459E-05 4.129999607E+00 2.420908290E+03 0.000000000E+00 2.481527026E-04 4.937419990E-01 2.249524025E-04 4.246623400E-05 3.823429105E-01 2.864624475E-01 1.482436332E-04 3.720382163E-03 
L445 47954 300.01 38.646 1.996403431E-09 3.071513768E+00 7.256640537E+03 8.306001989E-05 4.058275111E+00 2.420237540E+03 0.000000000E+00 2.478178859E-04 4.933174069E-01 2.250695693E-04 4.242609429E-05 3.821112577E-01 2.860426932E-01 1.483208462E-04 6.833817636E-03 
L446 48250 300 38.647 1.740976802E-09 3.038844411E+00 7.239017076E+03 8.186449946E-05 4.061890330E+00 2.408073311E+03 0.000000000E+00 2.474929293E-04 4.935743821E-01 2.248117343E-04 4.246101893E-05 3.826650736E-01 2.861722382E-01 1.483757446E-04 5.064382604E-03 
L447 48550 299.99 38.649 3.085370725E-09 3.157860511E+00 7.521164586E+03 8.280442084E-05 3.978150391E+00 2.400317025E+03 0.000000000E+00 2.468883483E-04 4.935895415E-01 2.249722089E-04 4.245383690E-05 3.823156935E-01 2.863536083E-01 1.482566857E-04 5.123411044E-03 
L448 48852 300 38.647 1.196796095E-09 2.977468030E+00 6.959303857E+03 8.369867008E-05 4.175072059E+00 2.421286542E+03 0.000000000E+00 2.490495000E-04 4.935454564E-01 2.252848694E-04 4.245840476E-05 3.818602831E-01 2.859869616E-01 1.484627290E-04 3.014281485E-03 
L449 49154 299.99 38.649 6.532045070E-10 2.863404596E+00 6.688079073E+03 8.191793632E-05 4.214009267E+00 2.432515902E+03 0.000000000E+00 2.499938697E-04 4.933408652E-01 2.253702450E-04 4.249014437E-05 3.821593932E-01 2.860923304E-01 1.485189915E-04 4.351058824E-03 
0L45 32662 300.01 38.646 2.383083369E-10 2.725537450E+00 6.305940506E+03 8.771152090E-05 4.302608928E+00 2.404710999E+03 0.000000000E+00 2.532199872E-04 4.958418996E-01 2.273870211E-04 4.360309635E-05 3.867305098E-01 2.901016499E-01 1.503028209E-04 1.531656684E-03 
L450 49450 300 38.647 3.749371451E-09 3.198805325E+00 7.693162219E+03 8.337528063E-05 3.951394630E+00 2.408545927E+03 0.000000000E+00 2.464235581E-04 4.936232158E-01 2.248983695E-04 4.247513387E-05 3.826069657E-01 2.861570921E-01 1.484329239E-04 8.376407898E-03 
