fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
L422 41050 300.01 38.646 1.158961416E-09 2.974920983E+00 6.997391059E+03 8.314388627E-05 4.136364775E+00 2.394141342E+03 0.000000000E+00 2.474246441E-04 4.945351897E-01 2.241225186E-04 4.248497944E-05 3.833122670E-01 2.876500829E-01 1.476967398E-04 6.449686685E-03 
L423 41354 300 38.647 2.001691913E-09 3.079952586E+00 7.166814792E+03 8.121469983E-05 3.915680849E+00 2.375018187E+03 0.000000000E+00 2.466446380E-04 4.941454971E-01 2.243079215E-04 4.251572552E-05 3.835748653E-01 2.876203225E-01 1.478189203E-04 5.281032465E-03 
L424 41650 300.02 38.645 2.572088412E-09 3.125574090E+00 7.293432272E+03 8.031016957E-05 3.895231945E+00 2.361765404E+03 0.000000000E+00 2.462641004E-04 4.942448880E-01 2.242596434E-04 4.243362386E-05 3.828395605E-01 2.871267006E-01 1.477871050E-04 1.686039920E-03 
L425 41950 300.01 38.646 9.098853588E-09 3.399287041E+00 8.026290151E+03 7.896044177E-05 3.615627181E+00 2.318440706E+03 0.000000000E+00 2.443150578E-04 4.941359122E-01 2.243233331E-04 4.240556971E-05 3.825621811E-01 2.872913561E-01 1.476047532E-04 3.014633994E-03 
L426 42254 300.02 38.645 5.113928924E-09 3.274781918E+00 7.619170702E+03 8.088803793E-05 3.775103860E+00 2.349417432E+03 0.000000000E+00 2.455746504E-04 4.938798356E-01 2.244322875E-04 4.236241725E-05 3.821854090E-01 2.868596763E-01 1.476764452E-04 2.935337895E-03 
L427 42550 300.02 38.645 2.902084674E-09 3.163465992E+00 7.260060273E+03 8.233145859E-05 3.844149926E+00 2.367676707E+03 0.000000000E+00 2.466166280E-04 4.939059475E-01 2.245959590E-04 4.249995973E-05 3.831266168E-01 2.875813293E-01 1.477841410E-04 3.727230272E-03 
L428 42850 300.01 38.646 1.644255926E-09 3.043287070E+00 7.036261111E+03 8.207144362E-05 4.048354136E+00 2.395586826E+03 0.000000000E+00 2.479586206E-04 4.942631198E-01 2.247991668E-04 4.243344173E-05 3.819050094E-01 2.868716739E-01 1.479178518E-04 2.915951507E-03 
L429 43152 300.01 38.646 5.220743572E-09 3.281178092E+00 7.593293017E+03 8.082314630E-05 3.762234808E+00 2.351847456E+03 0.000000000E+00 2.458847927E-04 4.938143042E-01 2.246751611E-04 4.237685007E-05 3.819530165E-01 2.870835055E-01 1.476115808E-04 2.316456466E-03 
0L43 32622 300.02 38.645 5.612373704E-10 2.862035669E+00 6.613217094E+03 8.648218133E-05 4.123833694E+00 2.375558641E+03 0.000000000E+00 2.514116764E-04 4.956001955E-01 2.271499903E-04 4.354264206E-05 3.867858573E-01 2.900017345E-01 1.501461436E-04 1.784888345E-03 
L430 43450 300.01 38.646 5.164199215E-09 3.268448526E+00 7.681392710E+03 7.982474708E-05 3.740318379E+00 2.346880783E+03 0.000000000E+00 2.455615773E-04 4.937143528E-01 2.246608486E-04 4.245416275E-05 3.827517038E-01 2.867526703E-01 1.480514992E-04 4.667201182E-03 
L431 43750 300.01 38.646 8.178115440E-09 3.374426374E+00 8.096805668E+03 8.193421810E-05 3.715863568E+00 2.345289424E+03 0.000000000E+00 2.443659939E-04 4.938622515E-01 2.242554428E-04 4.243396067E-05 3.831463963E-01 2.871343580E-01 1.477843368E-04 8.398003646E-03 
