fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L3 31800 300.07 38.638 1.856953137E-10 2.668319982E+00 6.361378281E+03 9.227121307E-05 4.540442686E+00 2.464350283E+03 0.000000000E+00 2.567977382E-04 4.928566840E-01 2.300680965E-04 4.377422816E-05 3.860481247E-01 2.869779768E-01 1.525351480E-04 1.429129261E-03 
0L30 32342 300.02 38.645 7.943249385E-11 2.569411420E+00 6.167699741E+03 9.476673051E-05 4.754246686E+00 2.498678443E+03 0.000000000E+00 2.559759519E-04 4.956603939E-01 2.279994542E-04 4.371756808E-05 3.868458748E-01 2.892069060E-01 1.511636381E-04 2.331511176E-03 
0L31 32362 300.02 38.645 1.240991537E-10 2.627993277E+00 6.270465991E+03 9.255644176E-05 4.603536438E+00 2.462351670E+03 0.000000000E+00 2.548048715E-04 4.956380699E-01 2.278061392E-04 4.370861431E-05 3.871122881E-01 2.898301923E-01 1.508076642E-04 9.097967253E-04 
0L32 32384 300.03 38.643 1.668221181E-10 2.672278277E+00 6.310193235E+03 9.154508143E-05 4.511480286E+00 2.450557957E+03 0.000000000E+00 2.543078931E-04 4.955598607E-01 2.277285206E-04 4.365172678E-05 3.868012610E-01 2.895516299E-01 1.507562806E-04 1.702168477E-03 
0L33 32402 300.01 38.646 1.714997121E-10 2.668818655E+00 6.291040178E+03 8.875099172E-05 4.423619014E+00 2.422220105E+03 0.000000000E+00 2.540862167E-04 4.955667464E-01 2.278031026E-04 4.369243708E-05 3.870298647E-01 2.897267837E-01 1.508056539E-04 2.551145152E-03 
0L34 32422 300.02 38.645 1.813593604E-10 2.678847558E+00 6.317191965E+03 8.948632220E-05 4.443444957E+00 2.425642832E+03 0.000000000E+00 2.540955498E-04 4.956134504E-01 2.278313409E-04 4.368867534E-05 3.869121131E-01 2.896659326E-01 1.508243477E-04 1.738524077E-03 
0L35 32442 300.03 38.643 1.791867330E-10 2.688188180E+00 6.310025675E+03 9.199029289E-05 4.523440859E+00 2.449532526E+03 0.000000000E+00 2.544164743E-04 4.961113952E-01 2.277881456E-04 4.366759158E-05 3.864104992E-01 2.900191405E-01 1.505679642E-04 1.226025428E-03 
L298 37764 300.02 38.645 1.059040529E-10 2.612205607E+00 6.182205157E+03 8.954012228E-05 4.537674897E+00 2.448723528E+03 0.000000000E+00 2.501656355E-04 4.962184529E-01 2.233788579E-04 4.290748486E-05 3.870954634E-01 2.910362302E-01 1.474300462E-04 1.920197640E-03 
L299 37782 300.02 38.645 1.094190821E-10 2.618447525E+00 6.173726687E+03 8.980030233E-05 4.516389614E+00 2.443277060E+03 0.000000000E+00 2.500365057E-04 4.961083335E-01 2.233100532E-04 4.290446922E-05 3.872734605E-01 2.911054411E-01 1.473846351E-04 1.221949882E-03 
L300 37802 300.02 38.645 1.777611575E-10 2.681328837E+00 6.350653461E+03 8.715245416E-05 4.409635812E+00 2.410305823E+03 0.000000000E+00 2.487382365E-04 4.963501969E-01 2.230880310E-04 4.287730358E-05 3.872246513E-01 2.907700937E-01 1.474611885E-04 1.722040462E-03 
