fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
0L13 32004 300.02 38.645 3.027755767E-10 2.753955913E+00 6.490353875E+03 8.974067872E-05 4.352467737E+00 2.426064228E+03 0.000000000E+00 2.544783459E-04 4.948024704E-01 2.289402551E-04 4.381345533E-05 3.867706258E-01 2.890861951E-01 1.515584489E-04 1.799718475E-03 
0L14 32022 300.02 38.645 2.151099553E-10 2.710002992E+00 6.386223288E+03 9.295636877E-05 4.509298680E+00 2.460043522E+03 0.000000000E+00 2.552864489E-04 4.948774216E-01 2.288356014E-04 4.375461340E-05 3.863693077E-01 2.888299800E-01 1.514891681E-04 2.334482439E-03 
0L15 32042 300.03 38.643 1.138002452E-10 2.613500846E+00 6.264824615E+03 9.413165962E-05 4.688121686E+00 2.486686831E+03 0.000000000E+00 2.562462603E-04 4.950301821E-01 2.288008170E-04 4.378109731E-05 3.865426258E-01 2.886127699E-01 1.516949417E-04 1.412433958E-03 
0L16 32062 300.02 38.645 1.355610959E-10 2.631078771E+00 6.161642433E+03 8.916781453E-05 4.419289351E+00 2.433710498E+03 0.000000000E+00 2.558136910E-04 4.944467127E-01 2.289329997E-04 4.381195562E-05 3.870479276E-01 2.890854614E-01 1.515536458E-04 1.425048418E-03 
L128 34324 300.01 38.646 1.616666800E-10 2.674713547E+00 6.324256999E+03 9.084437187E-05 4.508015861E+00 2.447945425E+03 0.000000000E+00 2.516237849E-04 4.963885762E-01 2.252956700E-04 4.328325332E-05 3.870305732E-01 2.906468309E-01 1.489204379E-04 7.161007350E-04 
L129 34342 300.03 38.643 1.469808614E-10 2.661199918E+00 6.231531337E+03 8.998693126E-05 4.479463501E+00 2.434116442E+03 0.000000000E+00 2.518794924E-04 4.965027080E-01 2.253449443E-04 4.328744233E-05 3.868944372E-01 2.910517209E-01 1.487276632E-04 2.394166731E-03 
L130 34362 300.02 38.645 1.660411093E-10 2.680169966E+00 6.291415299E+03 9.036921628E-05 4.471496254E+00 2.438826368E+03 0.000000000E+00 2.515234149E-04 4.964442265E-01 2.252144374E-04 4.326675290E-05 3.869791901E-01 2.906408240E-01 1.488667431E-04 1.545391997E-03 
L131 34384 300.02 38.645 1.922762289E-10 2.701412476E+00 6.307813079E+03 8.974253033E-05 4.398019936E+00 2.430242120E+03 0.000000000E+00 2.511723907E-04 4.960477989E-01 2.251545177E-04 4.323820093E-05 3.871358792E-01 2.909665163E-01 1.486019817E-04 1.422281676E-03 
L132 34402 300.01 38.646 1.617207686E-10 2.680976063E+00 6.324140206E+03 9.226039644E-05 4.532752358E+00 2.460950710E+03 0.000000000E+00 2.515302534E-04 4.964617267E-01 2.250886277E-04 4.324999942E-05 3.870319153E-01 2.906906701E-01 1.487835829E-04 7.144817985E-04 
L133 34422 300.02 38.645 2.657707090E-10 2.750236027E+00 6.449740543E+03 8.960017070E-05 4.391134236E+00 2.420454971E+03 0.000000000E+00 2.505310449E-04 4.964063097E-01 2.250514832E-04 4.321071483E-05 3.867873647E-01 2.904745663E-01 1.487590304E-04 1.059499879E-03 
