fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L2 31778 300.06 38.64 1.960210048E-10 2.667572634E+00 6.292111577E+03 9.025501605E-05 4.515655381E+00 2.445933327E+03 0.000000000E+00 2.575448379E-04 4.921282101E-01 2.306197829E-04 4.366824466E-05 3.847608853E-01 2.860297368E-01 1.526702963E-04 1.588323347E-03 
0L14 32022 300.02 38.645 2.338047950E-10 2.714901826E+00 6.386164511E+03 9.039911878E-05 4.405764051E+00 2.434464142E+03 0.000000000E+00 2.548936221E-04 4.945878396E-01 2.288395966E-04 4.376890916E-05 3.867150866E-01 2.889193040E-01 1.514918130E-04 2.320413268E-03 
0L15 32042 300.03 38.643 1.666508056E-10 2.665489029E+00 6.319017149E+03 9.163169587E-05 4.510867223E+00 2.455336219E+03 0.000000000E+00 2.554364930E-04 4.947992024E-01 2.287947047E-04 4.378890720E-05 3.868023886E-01 2.891080262E-01 1.514620945E-04 1.383896875E-03 
0L16 32062 300.02 38.645 9.697924587E-11 2.590415812E+00 6.167622914E+03 9.332777157E-05 4.672620618E+00 2.480225885E+03 0.000000000E+00 2.566348613E-04 4.949759011E-01 2.288783312E-04 4.378238316E-05 3.864654411E-01 2.889593352E-01 1.515174553E-04 1.055874423E-03 
0L17 32082 300.03 38.643 1.907771393E-10 2.689623241E+00 6.370390286E+03 9.216275753E-05 4.514939873E+00 2.457244186E+03 0.000000000E+00 2.552024415E-04 4.952175485E-01 2.287206272E-04 4.379361265E-05 3.866423426E-01 2.892327388E-01 1.514130552E-04 5.685149998E-04 
0L18 32102 300.02 38.645 3.978884085E-10 2.789463207E+00 6.426478908E+03 8.303255524E-05 4.071501639E+00 2.369358010E+03 0.000000000E+00 2.535085055E-04 4.948703882E-01 2.287313864E-04 4.377217741E-05 3.867060093E-01 2.895149061E-01 1.511914464E-04 1.410101230E-03 
0L19 32124 300.02 38.645 2.039060078E-10 2.704265617E+00 6.376541882E+03 9.245306329E-05 4.501222574E+00 2.457486088E+03 0.000000000E+00 2.549131285E-04 4.954919387E-01 2.284973151E-04 4.377261991E-05 3.866204719E-01 2.893766271E-01 1.512652226E-04 2.612710834E-03 
0L20 32142 300.02 38.645 3.357496139E-10 2.776429253E+00 6.455346818E+03 8.916711243E-05 4.292628713E+00 2.411845676E+03 0.000000000E+00 2.538226029E-04 4.951266462E-01 2.284064779E-04 4.372481927E-05 3.866369061E-01 2.896130630E-01 1.509766819E-04 9.946739419E-04 
0L21 32162 300.03 38.643 2.550123612E-10 2.729842349E+00 6.419183270E+03 8.955785069E-05 4.397574464E+00 2.424000551E+03 0.000000000E+00 2.541890549E-04 4.953237961E-01 2.283415865E-04 4.371403828E-05 3.864975288E-01 2.891864398E-01 1.511621303E-04 2.542190701E-03 
0L22 32182 300.03 38.643 1.531478684E-10 2.655350039E+00 6.292186161E+03 9.136089877E-05 4.510968658E+00 2.453028876E+03 0.000000000E+00 2.550595748E-04 4.952134978E-01 2.283707472E-04 4.376773133E-05 3.870090220E-01 2.895046699E-01 1.511814346E-04 1.124391760E-03 
