T d154 d184 d214 d244
d 150 180 210 240
290 1.222618004E+00 1.221404341E+00 1.220486535E+00 1.219426595E+00
295 1.224069077E+00 1.222769156E+00 1.222043919E+00 1.221017255E+00
300 1.225998749E+00 1.224745828E+00 1.223963669E+00 1.223033956E+00
305 1.228022877E+00 1.226581080E+00 1.225875929E+00 1.225113277E+00
310 1.230748576E+00 1.229063688E+00 1.228204762E+00 1.227455277E+00
315 1.233316388E+00 1.231445503E+00 1.230505587E+00 1.229647045E+00
320 1.235432779E+00 1.233349803E+00 1.232044905E+00 1.231250503E+00
325 1.237588107E+00 1.235133886E+00 1.233550823E+00 1.232509585E+00
330 1.239146377E+00 1.236311515E+00 1.234160153E+00 1.233016820E+00
335 1.239359014E+00 1.235999125E+00 1.233369672E+00 1.231886866E+00
340 1.238537037E+00 1.234531783E+00 1.231307169E+00 1.229348437E+00
