T d154 d184 d214 d244
d 150 180 210 240
290 1.232124060E+00 1.231937486E+00 1.231801573E+00 1.231236981E+00
295 1.232476965E+00 1.232174873E+00 1.232125277E+00 1.231639721E+00
300 1.233506587E+00 1.233240542E+00 1.233169514E+00 1.232761304E+00
305 1.234897388E+00 1.234479577E+00 1.234490659E+00 1.234270102E+00
310 1.237182815E+00 1.236603353E+00 1.236530200E+00 1.236363846E+00
315 1.239578372E+00 1.238876890E+00 1.238826189E+00 1.238635428E+00
320 1.241804747E+00 1.241029742E+00 1.240750139E+00 1.240723058E+00
325 1.244198890E+00 1.243226736E+00 1.242832536E+00 1.242694768E+00
330 1.246186452E+00 1.245048221E+00 1.244277386E+00 1.244194602E+00
335 1.247176179E+00 1.245763196E+00 1.244720331E+00 1.244458275E+00
340 1.247295268E+00 1.245473882E+00 1.244021488E+00 1.243421585E+00
