f G/w
1.0000000E+6 3.1037273E-5
8.9779585E+5 3.1465424E-5
8.0603739E+5 3.1661038E-5
7.2365703E+5 3.1574607E-5
6.4969628E+5 3.1041861E-5
5.8329463E+5 3.0544030E-5
5.2367949E+5 2.9831617E-5
4.7015728E+5 2.8958126E-5
4.2210526E+5 2.7909793E-5
3.7896435E+5 2.6718039E-5
3.4023262E+5 2.5413868E-5
3.0545943E+5 2.4022626E-5
2.7424021E+5 2.2632299E-5
2.4621173E+5 2.1194435E-5
2.2104787E+5 1.9808728E-5
1.9845586E+5 1.8384503E-5
1.7817285E+5 1.7093025E-5
1.5996284E+5 1.5768712E-5
1.4361398E+5 1.4554592E-5
1.2893603E+5 1.3404475E-5
1.1575824E+5 1.2350829E-5
1.0392726E+5 1.1384983E-5
9.3305466E+4 1.0453645E-5
8.3769261E+4 9.6565118E-6
7.5207695E+4 8.8730604E-6
6.7521156E+4 8.1920204E-6
6.0620214E+4 7.5801777E-6
5.4424577E+4 7.0597769E-6
4.8862159E+4 6.5561415E-6
4.3868244E+4 6.1281439E-6
3.9384728E+4 5.7443168E-6
3.5359445E+4 5.4234624E-6
3.1745563E+4 5.2242194E-6
2.8501035E+4 5.0533784E-6
2.5588111E+4 4.8877724E-6
2.2972900E+4 4.7112770E-6
2.0624974E+4 4.5517267E-6
1.8517016E+4 4.4662263E-6
1.6624501E+4 4.5463918E-6
1.4925408E+4 4.3409250E-6
1.3399969E+4 4.6030240E-6
1.2030437E+4 4.7452847E-6
1.0800876E+4 4.8646893E-6
9.6969820E+3 5.1222083E-6
8.7059100E+3 5.3787448E-6
7.8161300E+3 5.7729755E-6
7.0172890E+3 5.9186825E-6
6.3000930E+3 6.3426136E-6
5.6561970E+3 6.8631058E-6
5.0781110E+3 7.4616935E-6
4.5591070E+3 7.9240840E-6
4.0931470E+3 8.9921529E-6
3.6748100E+3 9.2069972E-6
3.2992300E+3 1.0158342E-5
2.9620350E+3 1.1210795E-5
2.6593020E+3 1.1740825E-5
2.3875110E+3 1.2909073E-5
2.1434970E+3 1.4315315E-5
1.9244230E+3 1.6103529E-5
1.7277390E+3 1.7548194E-5
1.5511570E+3 1.9256630E-5
1.3926220E+3 2.0927062E-5
1.2502900E+3 2.3007992E-5
1.1225050E+3 2.5000171E-5
1.0077810E+3 2.8533007E-5
9.0478100E+2 3.1300653E-5
8.1230900E+2 3.4212042E-5
7.2928800E+2 3.9164630E-5
6.5475100E+2 4.4368455E-5
5.8783300E+2 4.8432070E-5
5.2775400E+2 5.3335037E-5
4.7381500E+2 5.6891439E-5
4.2539000E+2 6.3249762E-5
3.8191300E+2 7.3253619E-5
3.4288000E+2 7.9143922E-5
3.0783600E+2 8.6709620E-5
2.7637400E+2 9.2071552E-5
2.4812700E+2 1.1614234E-4
2.2276800E+2 1.2486714E-4
2.0000000E+2 1.3399104E-4
