fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
L289 46375552.547 340.17 34.084 2.473790021E-01 1.565908267E-04 2.348108971E-05 1.861022054E-01 1.261544052E-04 6.061625448E-01 0.000000000E+00 
L290 46401009.07928 340.06 34.095 2.471595108E-01 1.574191316E-04 2.366723932E-05 1.843650259E-01 1.283807456E-04 6.082929220E-01 0.000000000E+00 
L291 46422237.571 340.01 34.1 2.486501643E-01 1.582029448E-04 2.391339468E-05 1.860029024E-01 1.285632913E-04 6.079080831E-01 0.000000000E+00 
L292 46443237.825 339.97 34.104 2.493765222E-01 1.591692642E-04 2.421197325E-05 1.879951832E-01 1.287810113E-04 6.099797433E-01 0.000000000E+00 
L293 46464240.668 339.96 34.105 2.499643739E-01 1.600228184E-04 2.441200698E-05 1.879433015E-01 1.298812643E-04 6.103001194E-01 0.000000000E+00 
L294 46485239.625 339.94 34.107 2.495778616E-01 1.605334630E-04 2.438419895E-05 1.868224097E-01 1.305057834E-04 6.086068826E-01 0.000000000E+00 
L295 46506230.658 339.93 34.108 2.503382513E-01 1.612723710E-04 2.455845466E-05 1.875711509E-01 1.309318574E-04 6.082944447E-01 0.000000000E+00 
L296 46527231.52 339.93 34.108 2.504430001E-01 1.619740816E-04 2.470055878E-05 1.870179366E-01 1.320597300E-04 6.089089457E-01 0.000000000E+00 
L297 46548234.128 339.92 34.109 2.502887281E-01 1.629666330E-04 2.489085333E-05 1.878571920E-01 1.324999519E-04 6.102387776E-01 0.000000000E+00 
L298 46569233.249 339.93 34.108 2.513104834E-01 1.635773407E-04 2.503572446E-05 1.900647541E-01 1.317216000E-04 6.090127909E-01 0.000000000E+00 
L299 46590003.62726 339.93 34.108 2.518041553E-01 1.647472625E-04 2.534746349E-05 1.880756322E-01 1.347660355E-04 6.110171590E-01 0.000000000E+00 
L300 46611235.887 339.94 34.107 2.526149537E-01 1.654034734E-04 2.559532680E-05 1.899085966E-01 1.347768762E-04 6.125717976E-01 0.000000000E+00 
L301 46632235.823 339.94 34.107 2.523122600E-01 1.663429443E-04 2.554286991E-05 1.887482789E-01 1.353347393E-04 6.085930008E-01 0.000000000E+00 
L302 46653005.97228 339.94 34.107 2.532429824E-01 1.672064475E-04 2.585245654E-05 1.898861265E-01 1.361474146E-04 6.105361412E-01 0.000000000E+00 
L303 46674009.30838 339.95 34.106 2.534261811E-01 1.677252637E-04 2.592167557E-05 1.916429573E-01 1.352506997E-04 6.098360703E-01 0.000000000E+00 
L304 46695007.63012 339.95 34.106 2.530925406E-01 1.683374469E-04 2.613770753E-05 1.884630192E-01 1.386795982E-04 6.134898936E-01 0.000000000E+00 
L305 46716000.74332 339.97 34.104 2.533910354E-01 1.689756713E-04 2.621751240E-05 1.899136699E-01 1.380496409E-04 6.123166311E-01 0.000000000E+00 
L306 46736999.148 339.99 34.102 2.540406943E-01 1.696800137E-04 2.640260399E-05 1.896858301E-01 1.391904951E-04 6.125094314E-01 0.000000000E+00 
L307 46758001.37466 339.97 34.104 2.547194835E-01 1.703657139E-04 2.665252980E-05 1.921643775E-01 1.387037372E-04 6.141777439E-01 0.000000000E+00 
L308 46779001.17392 339.99 34.102 2.541490914E-01 1.711915980E-04 2.673289265E-05 1.908165344E-01 1.401017843E-04 6.144335860E-01 0.000000000E+00 
L309 46800001.64968 339.97 34.104 2.547713498E-01 1.720142197E-04 2.678748799E-05 1.911089940E-01 1.401623764E-04 6.112474378E-01 0.000000000E+00 
L310 46821003.54088 339.99 34.102 2.548521018E-01 1.730364370E-04 2.714219744E-05 1.908081359E-01 1.422515111E-04 6.154874782E-01 0.000000000E+00 
L311 46842003.42356 339.99 34.102 2.558741125E-01 1.733862086E-04 2.731255540E-05 1.930242340E-01 1.415097159E-04 6.156323543E-01 0.000000000E+00 
L312 46863004.17598 340 34.101 2.555000845E-01 1.739107586E-04 2.733123728E-05 1.929408591E-01 1.416725908E-04 6.150944310E-01 0.000000000E+00 
L313 46884004.66372 340 34.101 2.563734003E-01 1.745556415E-04 2.750144521E-05 1.923706074E-01 1.429524839E-04 6.145378883E-01 0.000000000E+00 
L314 46905006.05908 340.01 34.1 2.561675126E-01 1.751981869E-04 2.752286804E-05 1.921667609E-01 1.432194981E-04 6.132534911E-01 0.000000000E+00 
L315 46925996.523 340.01 34.1 2.564628037E-01 1.756796954E-04 2.771635310E-05 1.913691217E-01 1.448383001E-04 6.151628920E-01 0.000000000E+00 
L316 46946997.247 340.02 34.099 2.564631760E-01 1.764319294E-04 2.779497502E-05 1.925370092E-01 1.443546209E-04 6.142767648E-01 0.000000000E+00 
L317 46968000.4693 340.02 34.099 2.569053366E-01 1.772752122E-04 2.797013341E-05 1.926669518E-01 1.451614541E-04 6.141485040E-01 0.000000000E+00 
L318 46988998.956 340.03 34.098 2.571305298E-01 1.779929134E-04 2.808589579E-05 1.930526078E-01 1.454713093E-04 6.136658045E-01 0.000000000E+00 
L319 47009999.46 340.03 34.098 2.573976313E-01 1.785028441E-04 2.822373010E-05 1.932335629E-01 1.460433405E-04 6.142776642E-01 0.000000000E+00 
L320 47031000.32504 340.05 34.096 2.574588939E-01 1.793090102E-04 2.849428829E-05 1.934957822E-01 1.472624573E-04 6.172311019E-01 0.000000000E+00 
L321 47052001.20758 340.04 34.097 2.576361771E-01 1.793507747E-04 2.850412716E-05 1.940551092E-01 1.468807362E-04 6.168756726E-01 0.000000000E+00 
L322 47073232.397 340.05 34.096 2.578048986E-01 1.797167298E-04 2.857905270E-05 1.956148419E-01 1.461214493E-04 6.168337906E-01 0.000000000E+00 
L323 47094233.248 340.05 34.096 2.588598384E-01 1.802327488E-04 2.868935454E-05 1.951276865E-01 1.470481111E-04 6.149253477E-01 0.000000000E+00 
L324 47115233.856 340.03 34.098 2.585225457E-01 1.808366686E-04 2.880484766E-05 1.959703782E-01 1.470049263E-04 6.161417832E-01 0.000000000E+00 
L325 47136392.168 340.04 34.097 2.593738981E-01 1.815963995E-04 2.913444075E-05 1.970448551E-01 1.478463029E-04 6.185476814E-01 0.000000000E+00 
L326 47157226.072 340.03 34.098 2.590397914E-01 1.820971735E-04 2.910466501E-05 1.946886399E-01 1.494789120E-04 6.170110171E-01 0.000000000E+00 
