Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.156788216E+00 1.194335263E+0 -3.754704700E-02 1.156788216E+00 1.194335263E+0 -3.754704700E-02
1.468000E+10 1.156837605E+00 1.106934787E+0 4.990281800E-02 1.156837605E+00 1.106934787E+0 4.990281800E-02
2.154000E+10 1.156907806E+00 1.058595035E+0 9.831277100E-02 1.156907806E+00 1.058595035E+0 9.831277100E-02
3.162000E+10 1.157010155E+00 1.031963864E+0 1.250462910E-01 1.157010155E+00 1.031963864E+0 1.250462910E-01
4.642000E+10 1.157158915E+00 1.017380873E+0 1.397780420E-01 1.157158915E+00 1.017380873E+0 1.397780420E-01
6.813000E+10 1.157371877E+00 1.009429529E+0 1.479423480E-01 1.157371877E+00 1.009429529E+0 1.479423480E-01
1.000000E+11 1.157675046E+00 1.005102750E+0 1.525722960E-01 1.157675046E+00 1.005102750E+0 1.525722960E-01
1.468000E+11 1.158099648E+00 1.002754425E+0 1.553452230E-01 1.158099648E+00 1.002754425E+0 1.553452230E-01
2.154000E+11 1.158684795E+00 1.001484779E+0 1.572000160E-01 1.158684795E+00 1.001484779E+0 1.572000160E-01
3.162000E+11 1.161623599E+00 1.000798164E+0 1.608254350E-01 1.161623599E+00 1.000798164E+0 1.608254350E-01
4.642000E+11 1.165703573E+00 1.000428187E+0 1.652753860E-01 1.165703573E+00 1.000428187E+0 1.652753860E-01
6.813000E+11 1.169899690E+00 1.000229373E+0 1.696703170E-01 1.169899690E+00 1.000229373E+0 1.696703170E-01
1.000000E+12 1.171742445E+00 1.000122638E+0 1.716198070E-01 1.171742445E+00 1.000122638E+0 1.716198070E-01
1.468000E+12 1.181032463E+00 1.000065441E+0 1.809670220E-01 1.181032463E+00 1.000065441E+0 1.809670220E-01
2.154000E+12 1.187699162E+00 1.000034890E+0 1.876642720E-01 1.187699162E+00 1.000034890E+0 1.876642720E-01
3.162000E+12 1.192476605E+00 1.000018558E+0 1.924580470E-01 1.192476605E+00 1.000018558E+0 1.924580470E-01
4.642000E+12 1.194877259E+00 1.000009854E+0 1.948674050E-01 1.194877259E+00 1.000009854E+0 1.948674050E-01
6.813000E+12 1.200030737E+00 1.000005227E+0 2.000255100E-01 1.200030737E+00 1.000005227E+0 2.000255100E-01
1.000000E+13 1.202669779E+00 1.000002768E+0 2.026670110E-01 1.202669779E+00 1.000002768E+0 2.026670110E-01
