Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.188879694E+00 1.213964470E+0 -2.508477600E-02 1.188879694E+00 1.213964470E+0 -2.508477600E-02
1.468000E+10 1.188928878E+00 1.117764041E+0 7.116483700E-02 1.188928878E+00 1.117764041E+0 7.116483700E-02
2.154000E+10 1.189000010E+00 1.064537032E+0 1.244629780E-01 1.189000010E+00 1.064537032E+0 1.244629780E-01
3.162000E+10 1.189104879E+00 1.035207566E+0 1.538973130E-01 1.189104879E+00 1.035207566E+0 1.538973130E-01
4.642000E+10 1.189255320E+00 1.019145345E+0 1.701099750E-01 1.189255320E+00 1.019145345E+0 1.701099750E-01
6.813000E+10 1.189471863E+00 1.010386981E+0 1.790848820E-01 1.189471863E+00 1.010386981E+0 1.790848820E-01
1.000000E+11 1.189780229E+00 1.005620924E+0 1.841593050E-01 1.189780229E+00 1.005620924E+0 1.841593050E-01
1.468000E+11 1.190214190E+00 1.003034145E+0 1.871800450E-01 1.190214190E+00 1.003034145E+0 1.871800450E-01
2.154000E+11 1.190813055E+00 1.001635567E+0 1.891774880E-01 1.190813055E+00 1.001635567E+0 1.891774880E-01
3.162000E+11 1.191620544E+00 1.000879224E+0 1.907413200E-01 1.191620544E+00 1.000879224E+0 1.907413200E-01
4.642000E+11 1.192674356E+00 1.000471673E+0 1.922026830E-01 1.192674356E+00 1.000471673E+0 1.922026830E-01
6.813000E+11 1.193994330E+00 1.000252668E+0 1.937416620E-01 1.193994330E+00 1.000252668E+0 1.937416620E-01
1.000000E+12 1.195568404E+00 1.000135093E+0 1.954333110E-01 1.195568404E+00 1.000135093E+0 1.954333110E-01
1.468000E+12 1.197268483E+00 1.000072088E+0 1.971963950E-01 1.197268483E+00 1.000072088E+0 1.971963950E-01
2.154000E+12 1.199059970E+00 1.000038433E+0 1.990215370E-01 1.199059970E+00 1.000038433E+0 1.990215370E-01
3.162000E+12 1.202898694E+00 1.000020442E+0 2.028782520E-01 1.202898694E+00 1.000020442E+0 2.028782520E-01
4.642000E+12 1.206419795E+00 1.000010855E+0 2.064089400E-01 1.206419795E+00 1.000010855E+0 2.064089400E-01
6.813000E+12 1.207817407E+00 1.000005758E+0 2.078116490E-01 1.207817407E+00 1.000005758E+0 2.078116490E-01
1.000000E+13 1.214058094E+00 1.000003050E+0 2.140550440E-01 1.214058094E+00 1.000003050E+0 2.140550440E-01
