Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000000E+10 1.117769420E+00 1.110628466E+0 7.140954000E-03 1.117769420E+00 1.110628466E+0 7.140954000E-03
1.468000015E+10 1.117794604E+00 1.113079419E+0 4.715185000E-03 1.117794604E+00 1.113079419E+0 4.715185000E-03
2.154000005E+10 1.117831164E+00 1.115540422E+0 2.290742000E-03 1.117831164E+00 1.115540422E+0 2.290742000E-03
3.162000032E+10 1.117884023E+00 1.118017285E+0 -1.332620000E-04 1.117884023E+00 1.118017285E+0 -1.332620000E-04
4.642000041E+10 1.117960241E+00 1.120507378E+0 -2.547137000E-03 1.117960241E+00 1.120507378E+0 -2.547137000E-03
6.813000017E+10 1.118069959E+00 1.123008508E+0 -4.938549000E-03 1.118069959E+00 1.123008508E+0 -4.938549000E-03
1.000000000E+11 1.118225443E+00 1.125522611E+0 -7.297168000E-03 1.118225443E+00 1.125522611E+0 -7.297168000E-03
1.468000015E+11 1.118443467E+00 1.128050112E+0 -9.606645000E-03 1.118443467E+00 1.128050112E+0 -9.606645000E-03
2.154000005E+11 1.118742381E+00 1.130586766E+0 -1.184438500E-02 1.118742381E+00 1.130586766E+0 -1.184438500E-02
3.162000032E+11 1.120542665E+00 1.133138586E+0 -1.259592100E-02 1.120542665E+00 1.133138586E+0 -1.259592100E-02
4.642000041E+11 1.123820056E+00 1.135702884E+0 -1.188282800E-02 1.123820056E+00 1.135702884E+0 -1.188282800E-02
6.813000017E+11 1.13028913E+00 1.138277427E+0 -7.988297000E-03 1.13028913E+00 1.138277427E+0 -7.988297000E-03
1.000000000E+12 1.135630691E+00 1.140864229E+0 -5.233538000E-03 1.135630691E+00 1.140864229E+0 -5.233538000E-03
1.468000015E+12 1.138447132E+00 1.143463749E+0 -5.016617000E-03 1.138447132E+00 1.143463749E+0 -5.016617000E-03
2.154000005E+12 1.144345871E+00 1.146071642E+0 -1.725771000E-03 1.144345871E+00 1.146071642E+0 -1.725771000E-03
3.162000032E+12 1.154365530E+00 1.148694110E+0 5.671420000E-03 1.154365530E+00 1.148694110E+0 5.671420000E-03
4.642000041E+12 1.156594590E+00 1.151328407E+0 5.266183000E-03 1.156594590E+00 1.151328407E+0 5.266183000E-03
6.813000017E+12 1.157456983E+00 1.153972258E+0 3.484725000E-03 1.157456983E+00 1.153972258E+0 3.484725000E-03
1.000000000E+13 1.158073752E+00 1.156627751E+0 1.446001000E-03 1.158073752E+00 1.156627751E+0 1.446001000E-03
